timestamp_utc,species_id,ru_name,latin_name,modality,local_file,source_url,license,source_name
2026-05-05T09:31:34Z,SP001,Домовый воробей,Passer domesticus,audio,data/raw/audio/SP001_aud_01.mp3,https://commons.wikimedia.org/wiki/File:Haussperling_Passer_domesticus_0066e.mp3,CC BY-SA 3.0,Wikimedia Commons
2026-05-05T09:31:35Z,SP001,Домовый воробей,Passer domesticus,audio,data/raw/audio/SP001_aud_02.wav,https://commons.wikimedia.org/wiki/File:House_Sparrow_(Passer_domesticus)_call.wav,CC BY-SA 4.0,Wikimedia Commons
2026-05-05T09:31:37Z,SP001,Домовый воробей,Passer domesticus,audio,data/raw/audio/SP001_aud_03.wav,https://commons.wikimedia.org/wiki/File:House_Sparrow_202279702.wav,CC0,Wikimedia Commons
2026-05-05T09:31:38Z,SP002,Обыкновенный скворец,Sturnus vulgaris,text,data/raw/text/SP002_text_01.txt,https://en.wikipedia.org/wiki/Common_starling,CC BY-SA 4.0 (Wikipedia content),Wikipedia
2026-05-05T09:31:41Z,SP002,Обыкновенный скворец,Sturnus vulgaris,image,data/raw/images/SP002_img_01.jpg,https://commons.wikimedia.org/wiki/File:2019-10-01_21-01_NYC_Sturnus_vulgaris.jpg,CC BY-SA 4.0,Wikimedia Commons
2026-05-05T09:31:43Z,SP002,Обыкновенный скворец,Sturnus vulgaris,image,data/raw/images/SP002_img_02.jpg,https://commons.wikimedia.org/wiki/File:A_flock_of_starlings_(Sturnus_vulgaris)_gather_in_the_evening_hours_in_autumn.jpg,CC BY-SA 4.0,Wikimedia Commons
2026-05-05T09:31:45Z,SP002,Обыкновенный скворец,Sturnus vulgaris,image,data/raw/images/SP002_img_03.jpg,https://commons.wikimedia.org/wiki/File:A_large_number_of_starlings_(Sturnus_vulgaris)_take_wings.jpg,CC BY-SA 4.0,Wikimedia Commons
2026-05-05T09:31:48Z,SP002,Обыкновенный скворец,Sturnus vulgaris,audio,data/raw/audio/SP002_aud_01.mp3,"https://commons.wikimedia.org/wiki/File:European_Starling_(Sturnus_vulgaris)_Call_-_Muro,_Spain_2022-04-18.mp3",CC BY-SA 4.0,Wikimedia Commons
2026-05-05T09:31:49Z,SP002,Обыкновенный скворец,Sturnus vulgaris,audio,data/raw/audio/SP002_aud_02.mp3,https://commons.wikimedia.org/wiki/File:Sturnus_vulgaris_-_Common_Starling_XC401497.mp3,CC BY-SA 4.0,Wikimedia Commons
2026-05-05T09:31:50Z,SP002,Обыкновенный скворец,Sturnus vulgaris,audio,data/raw/audio/SP002_aud_03.mp3,https://commons.wikimedia.org/wiki/File:Sturnus_vulgaris_-_Common_Starling_XC473248.mp3,CC BY-SA 4.0,Wikimedia Commons
