,title,topFeatures,price,categorie,brand
1163,Nukeproof Shimano XTR-XT Disc Brake Pads 4Pk,"[['organic', 'good initial bite, very short bed-in time, low noise'], ['sintered', 'high heat resistance, superior performance in wet and dry conditions, strong and consistent braking over wide range of speeds'], ['built for', 'am/xc/dh/fr'], ['compatible with', 'shimano m615, m666, m675, m785, m985, m987, m988, m6000, m7000, m8000, m9000, m9020, r315, r515, r785, rs785, s700; fsa k-force db-xc9000, afterburner db-xc-9150']]",44.99,disc_brake_pads,pro
1175,Nukeproof Hayes Dominion A4 Disc Brake Pads,"[['organic', 'good initial bite, very short bed-in time, low noise'], ['semi-metallic', 'strong initial bite, fade-resistant, low noise'], ['built for', 'am/xc/dh/fr'], ['compatible with', 'hayes dominion a4 brakes'], ['mtb', 'yes']]",9.99,disc_brake_pads,pro
1991,FSA Vero Pro Compact N10/11 Chainset,"[['material', 'cold forged al6061/t6 crank arms, al7075 stamped and cnc machined chainrings, chromoly chainring bolts'], ['bb interface', 'jis'], ['finish', 'anodized black and laser graphics'], ['bcd', '120mm'], ['weight', '688 grams'], ['bottom bracket type', 'threaded'], ['no. of chainrings', 'double'], ['chainset type', 'double'], ['speed', '10/11 speed'], ['road', 'yes'], ['mtb', 'yes']]",52.49,chainset,pro
2232,FSA Power Pro Bottom Bracket,"[['weight', '68x103mm option'], ['bottom bracket type', 'bsa threaded'], ['bottom bracket', 'square taper'], ['commuter', 'yes'], ['touring', 'yes'], ['cyclocross', 'yes'], ['time trial', 'yes'], ['road', 'yes'], ['mtb', 'yes']]",21.99,bottom_bracket,pro
2273,FSA Platinum Pro Titanium ISIS Bottom Bracket,[],59.99,bottom_bracket,pro
2308,Campagnolo Ekar ProTech Bottom Bracket,"[['protech™ system', 'seals against dirt and moisture'], ['oversized, protected external bearings', 'for smoothness'], ['weight', '50g'], ['bottom bracket type', 'threaded'], ['bottom bracket', 'campagnolo'], ['cyclocross', 'yes'], ['road', 'yes']]",27.99,bottom_bracket,pro
2313,FSA Platinum Pro MegaQuad ISIS Bottom Bracket,"[['material', 'forged hollow chromoly (crmo) steel spindle'], ['compatibility', 'isis drive cranksets'], ['megaquad', '2x double-row, deep-groove and sealed cartridge bearings'], [""manufacturer's part number"", '200-1080'], ['bottom bracket type', 'threaded'], ['bottom bracket', 'fsa'], ['road', 'yes'], ['mtb', 'yes']]",29.99,bottom_bracket,pro
3628,FSA Power Pro Bottom Bracket,"[['weight', '68x103mm option'], ['bottom bracket type', 'bsa threaded'], ['bottom bracket', 'square taper'], ['commuter', 'yes'], ['touring', 'yes'], ['cyclocross', 'yes'], ['time trial', 'yes'], ['road', 'yes'], ['mtb', 'yes']]",21.99,bottom_bracket,pro
3659,FSA Platinum Pro Titanium ISIS Bottom Bracket,[],59.99,bottom_bracket,pro
3690,Campagnolo Ekar ProTech Bottom Bracket,"[['protech™ system', 'seals against dirt and moisture'], ['oversized, protected external bearings', 'for smoothness'], ['weight', '50g'], ['bottom bracket type', 'threaded'], ['bottom bracket', 'campagnolo'], ['cyclocross', 'yes'], ['road', 'yes']]",27.99,bottom_bracket,pro
3694,FSA Platinum Pro MegaQuad ISIS Bottom Bracket,"[['material', 'forged hollow chromoly (crmo) steel spindle'], ['compatibility', 'isis drive cranksets'], ['megaquad', '2x double-row, deep-groove and sealed cartridge bearings'], [""manufacturer's part number"", '200-1080'], ['bottom bracket type', 'threaded'], ['bottom bracket', 'fsa'], ['road', 'yes'], ['mtb', 'yes']]",29.99,bottom_bracket,pro
3231,Miche Pro Race 11 Speed Chain,"[['material', 'heat-treated and nickel-plated steel'], ['use', 'road, mtb'], ['speed', '11 speed'], ['number of links', '116'], ['part number', 'pro11speed'], ['quicklink', 'no'], ['adjustable', 'no'], ['speed', '11 speed'], ['road', 'yes'], ['mtb', 'yes']]",10.99,chain,pro
4294,Miche Pro Race 11 Speed Chain,"[['material', 'heat-treated and nickel-plated steel'], ['use', 'road, mtb'], ['speed', '11 speed'], ['number of links', '116'], ['part number', 'pro11speed'], ['quicklink', 'no'], ['adjustable', 'no'], ['speed', '11 speed'], ['road', 'yes'], ['mtb', 'yes']]",10.99,chain,pro
4420,Pro VIBE Superlight Compact Carbon Handlebar,"[['material', 'unidirectional carbon fibre with innegra fibres'], ['diameter', '31.8mm'], ['compatibility', 'shimano di2 shifting systems'], ['road', 'yes']]",242.0,handlebar,pro
4423,Pro PLT Compact Carbon Handlebar,"[['material', 'carbon fibre'], ['drop flare', '2 degrees'], ['diameter', '31.8mm'], ['road', 'yes']]",125.99,handlebar,pro
4455,Pro VIBE Anatomic Alloy Handlebar,"[['material', 'top-os al-7075 alloy'], ['diameter', '31.8mm'], ['compatibility', 'shimano di2 shifting systems'], ['road', 'yes']]",53.99,handlebar,pro
4462,Pro Discover Alloy Handlebar,"[['material', 'al-6066 alloy'], ['diameter', '31.8mm'], ['compatibility', 'shimano di2'], ['suitability', 'gravel riding'], ['road', 'yes']]",32.49,handlebar,pro
4464,Pro Vibe Anatomic Carbon Handlebar,"[['material', 'unidirectional carbon with innegra fibres'], ['compatibility', 'shimano di2 shifting systems'], ['drop', '130mm'], ['reach', '80mm'], [""drop's outward sweep"", '2-degrees'], ['diameter', '31.8mm'], ['weight', 'from 220g (40cm)'], ['road', 'yes']]",213.99,handlebar,pro
4469,Pro Vibe Compact Carbon Handlebar,"[['material', 'unidirectional carbon and innegra fibres'], ['diameter', '31.8mm'], ['compatibility', 'shimano dura-ace r9100 di2 junction box'], ['road', 'yes']]",212.99,handlebar,pro
4471,Pro VIBE Compact Alloy Handlebar,"[['material', 'top-os al-7075 alloy'], ['compatibility', 'shimano di2'], ['diameter', '31.8mm'], ['road', 'yes']]",53.99,handlebar,pro
4472,3T Ernova Pro Handlebar,"[['material', 'aluminium 7075 t6'], ['drop', '123mm'], ['reach', '77mm'], ['bar clamp diameter', '31.8mm'], ['drop flare', '6-degrees'], ['weight', '320g'], ['road', 'yes']]",99.99,handlebar,pro
4478,Pro VIBE Superlight Aero Carbon Handlebar,"[['material', 'unidirectional carbon fibre and innegra fibres'], ['diameter', '31.8mm'], ['compatibility', 'shimano di2 shifting system'], ['road', 'yes']]",269.99,handlebar,pro
4555,ProTaper MTB Carbon Handlebar,"[['material', 'carbon'], ['use', 'mtb'], ['width', '810mm'], ['upsweep', '4 degrees'], ['backsweep', '8 degrees'], ['diameter', 'multiple options available to select'], ['rise', 'multiple options available to select'], ['weight', '190g'], ['mtb', 'yes']]",114.49,handlebar,pro
4569,ProTaper MTB Aluminum Handlebar,"[['material', '7050 aluminium'], ['use', 'mountain bike (mtb)'], ['width', '810mm'], ['up sweep', '4 degrees'], ['back sweep', '8 degrees'], ['weight', '320g'], ['mtb', 'yes']]",62.99,handlebar,pro
4578,Pro Tharsis Trail Carbon Handlebar,"[['material', 'unidirectional carbon'], ['width', '800mm'], ['height', '20mm'], ['diameter', '31.8mm'], ['weight', '214g'], ['mtb', 'yes']]",105.49,handlebar,pro
4579,Pro Koryak Riser Alloy Handlebar,"[['material', 'al-2014 db alloy'], ['suitability', 'am, trail and xc'], ['width', '760mm'], ['diameter', '31.8mm'], ['height', '20mm'], ['weight', '274g'], ['mtb', 'yes']]",33.99,handlebar,pro
4638,3T Ernova Pro Handlebar,"[['material', 'triple-butted al 7075 aluminium'], ['clamp', '31.8mm'], ['material', 'al 7075'], ['drop', '123mm'], ['reach', '77mm'], ['finish', 'shot peened/black anodized'], ['certification', 'cen'], ['weight', '265g (42cm)'], ['time trial', 'yes'], ['road', 'yes']]",74.49,handlebar,pro
4864,Pro VIBE Superlight Compact Carbon Handlebar,"[['material', 'unidirectional carbon fibre with innegra fibres'], ['diameter', '31.8mm'], ['compatibility', 'shimano di2 shifting systems'], ['road', 'yes']]",242.0,handlebar,pro
4872,Pro PLT Compact Carbon Handlebar,"[['material', 'carbon fibre'], ['drop flare', '2 degrees'], ['diameter', '31.8mm'], ['road', 'yes']]",125.99,handlebar,pro
4902,ProTaper MTB Carbon Handlebar,"[['material', 'carbon'], ['use', 'mtb'], ['width', '810mm'], ['upsweep', '4 degrees'], ['backsweep', '8 degrees'], ['diameter', 'multiple options available to select'], ['rise', 'multiple options available to select'], ['weight', '190g'], ['mtb', 'yes']]",114.49,handlebar,pro
4931,3T Ernova Pro Handlebar,"[['material', 'triple-butted al 7075 aluminium'], ['clamp', '31.8mm'], ['material', 'al 7075'], ['drop', '123mm'], ['reach', '77mm'], ['finish', 'shot peened/black anodized'], ['certification', 'cen'], ['weight', '265g (42cm)'], ['time trial', 'yes'], ['road', 'yes']]",74.49,handlebar,pro
4934,ProTaper MTB Aluminum Handlebar,"[['material', '7050 aluminium'], ['use', 'mountain bike (mtb)'], ['width', '810mm'], ['up sweep', '4 degrees'], ['back sweep', '8 degrees'], ['weight', '320g'], ['mtb', 'yes']]",62.99,handlebar,pro
4973,Pro VIBE Anatomic Alloy Handlebar,"[['material', 'top-os al-7075 alloy'], ['diameter', '31.8mm'], ['compatibility', 'shimano di2 shifting systems'], ['road', 'yes']]",53.99,handlebar,pro
4982,Pro Discover Alloy Handlebar,"[['material', 'al-6066 alloy'], ['diameter', '31.8mm'], ['compatibility', 'shimano di2'], ['suitability', 'gravel riding'], ['road', 'yes']]",32.49,handlebar,pro
4986,Pro Tharsis Trail Carbon Handlebar,"[['material', 'unidirectional carbon'], ['width', '800mm'], ['height', '20mm'], ['diameter', '31.8mm'], ['weight', '214g'], ['mtb', 'yes']]",105.49,handlebar,pro
4987,Pro Vibe Anatomic Carbon Handlebar,"[['material', 'unidirectional carbon with innegra fibres'], ['compatibility', 'shimano di2 shifting systems'], ['drop', '130mm'], ['reach', '80mm'], [""drop's outward sweep"", '2-degrees'], ['diameter', '31.8mm'], ['weight', 'from 220g (40cm)'], ['road', 'yes']]",213.99,handlebar,pro
4989,Pro Koryak Riser Alloy Handlebar,"[['material', 'al-2014 db alloy'], ['suitability', 'am, trail and xc'], ['width', '760mm'], ['diameter', '31.8mm'], ['height', '20mm'], ['weight', '274g'], ['mtb', 'yes']]",33.99,handlebar,pro
4999,Pro Vibe Compact Carbon Handlebar,"[['material', 'unidirectional carbon and innegra fibres'], ['diameter', '31.8mm'], ['compatibility', 'shimano dura-ace r9100 di2 junction box'], ['road', 'yes']]",212.99,handlebar,pro
5002,Pro VIBE Compact Alloy Handlebar,"[['material', 'top-os al-7075 alloy'], ['compatibility', 'shimano di2'], ['diameter', '31.8mm'], ['road', 'yes']]",53.99,handlebar,pro
5004,3T Ernova Pro Handlebar,"[['material', 'aluminium 7075 t6'], ['drop', '123mm'], ['reach', '77mm'], ['bar clamp diameter', '31.8mm'], ['drop flare', '6-degrees'], ['weight', '320g'], ['road', 'yes']]",99.99,handlebar,pro
5010,Pro VIBE Superlight Aero Carbon Handlebar,"[['material', 'unidirectional carbon fibre and innegra fibres'], ['diameter', '31.8mm'], ['compatibility', 'shimano di2 shifting system'], ['road', 'yes']]",269.99,handlebar,pro
5022,LifeLine Professional Bar Tape,"[['road', 'yes']]",12.99,bar_tape,pro
5027,Prologo PlainTouch Handlebar Tape,"[['road', 'yes']]",9.99,bar_tape,pro
5031,LifeLine Professional Anti-Slip Bar Tape,"[['road', 'yes']]",7.99,bar_tape,pro
5046,Prologo OneTouch Bar Tape,"[['colours', 'black, white'], ['road', 'yes']]",24.99,bar_tape,pro
5047,Prologo OneTouch 2 Handlebar Tape,"[['road', 'yes']]",25.99,bar_tape,pro
5050,Prologo OneTouch 2 Gel Handlebar Tape,"[['road', 'yes']]",30.49,bar_tape,pro
5064,Pro Sport Comfort Bar Tape,"[['material', 'eva foam'], ['padding', 'gel layer'], ['dimensions', '200x30x3.5mm'], ['road', 'yes']]",17.99,bar_tape,pro
5095,Pro Sport Control Team Bar Tape,"[['material', 'eva'], ['padding', 'gel layer'], ['adhesive', 'silicone'], ['thickness', '3mm'], ['road', 'yes']]",19.99,bar_tape,pro
5110,3T Corius Pro Bar Tape,"[['material', 'eva and cork'], ['use', 'road'], ['road', 'yes']]",5.99,bar_tape,pro
5115,Prologo Microtouch Bar Tape,"[['road', 'yes']]",14.99,bar_tape,pro
5128,Pro Race Comfort 3mm Bar Tape,"[['material', 'silicone'], ['padding', 'gel layer'], ['thickness', '3mm'], ['road', 'yes']]",16.99,bar_tape,pro
5130,Pro Classic Comfort Bar Tape,"[['material', 'eva and cork with adhesive backing'], ['dimensions', '200x30x2.5mm'], ['road', 'yes']]",6.99,bar_tape,pro
5141,Nukeproof Sam Hill Series Grips,"[['compound', 'custom soft kraton rubber diamond texture grip with sam hill signature and half waffle pattern'], ['graphics', 'laser etched sam hill series graphics on the lockrings and bar ends'], ['outer diameter', '31.5mm (including waffle)'], ['width', '135mm'], ['build for', 'dh/fr'], ['mtb', 'yes']]",12.99,grips,pro
5145,ODI Elite Grip Pro Lock-On Grips,"[['mtb', 'yes']]",26.99,grips,pro
5169,Nukeproof Urchin Youth Grips,"[['material', 'a15 kraton soft rubber compound'], ['length', '115mm'], ['outer diameter', '30.8mm'], ['mtb', 'yes']]",9.99,grips,pro
5479,3T Arx II Pro Stem,"[['weight', '135g (110mm)'], ['length', 'multiple sizes available to select'], ['steerer', '1-1/8""'], ['material', 'al 2010'], ['angle', 'multiple sizes available to select'], ['bolts', 'torx t25'], ['finish', 'shot peened/black anodised'], ['stack', '40mm'], ['certification', 'cen']]",39.99,stem,pro
5498,Nukeproof Horizon Stem,"[['bar clamp', '31.8mm, 35mm'], ['steerer diameter', '1 1/8""'], ['length', '35mm, 50mm, 60mm'], ['rise', '+/- 5mm'], ['stack height', '35mm'], ['weight', '128g (31.8 x 35mm), 171g (35 x 50mm)'], ['mtb', 'yes']]",44.99,stem,pro
5502,Nukeproof Neutron AM Stem,"[['material', '6061 alloy'], ['stack height', '40mm'], ['weight', '185g']]",16.99,stem,pro
5523,Nukeproof Sam Hill Horizon Oil Slick Stem,"[['bar clamp', '31.8mm'], ['steerer diameter', '1 1/8""'], ['length', '35mm, 50mm'], ['rise', '+/- 5mm'], ['stack height', '35mm'], ['weight', '118g (31.8x35mm)'], ['mtb', 'yes']]",69.99,stem,pro
5528,Nukeproof Horizon Direct Mount Stem,"[['material', '6061 aluminium'], ['bar clamp diameter', '31.8mm'], ['rise', '30 degrees'], ['use', 'downhill'], ['weight', '145g']]",35.99,stem,pro
5541,ProTaper MTB Stem,"[['material', '3d forged and machined 6061 alloy'], ['hardware', 'torx, a2 stainless'], ['use', 'mtb'], ['bolt', '4-bolt'], ['clamp diameter', 'multiple options available to select'], ['length', 'multiple options available to select'], ['weight', '175g'], ['mtb', 'yes']]",69.49,stem,pro
5556,Nukeproof Sam Hill Horizon Stem,"[['bar clamp', '31.8mm'], ['steerer diameter', '1 1/8""'], ['length', '35mm, 50mm, 60mm'], ['rise', '+/- 5mm'], ['stack height', '35mm'], ['weight', '118g (31.8 x 35mm), 161g (35 x 50mm)'], ['mtb', 'yes']]",69.99,stem,pro
5595,3T Arx Pro Alloy Road Stem,"[['material', 'al 2010'], ['bolts', 'stainless steel'], ['clamp', '31.8mm'], ['clamp', '31.8mm'], ['weight', '150g (110mm)'], ['road', 'yes']]",62.5,stem,pro
5597,Pro Tharsis XC Alloy Stem,"[['material', 'anodised al-7075 alloy'], ['bolts', 'lightweight titanium'], ['compatibility', 'shimano di2 cable and battery integration'], ['angle', '6 degrees'], ['diameter', '31.8mm'], ['clamp system', 'headlock (front)'], ['mtb', 'yes']]",75.49,stem,pro
5599,Pro VIBE Alloy Stem,"[['material', 'anodised al-7075 alloy with titanium bolts'], ['angle', '-10 degrees'], ['diameter', '31.8mm'], ['compatibility', 'shimano di2'], ['road', 'yes']]",65.99,stem,pro
5601,Pro PLT Alloy Stem,"[['material', '3d forged al-2014 alloy'], ['clamp type', 'headlock'], ['angle', '+/- 10 degrees'], ['diameter', '31.8mm'], ['touring', 'yes'], ['road', 'yes']]",47.99,stem,pro
5605,Nukeproof Neutron Direct Mount Stem,"[['material', '6061 alloy'], ['bolts', 'oversized m6 for secure connection to the fork'], ['length', 'adjustable between 47mm - 52mm'], ['rise', '30 degrees'], ['weight', '160g']]",24.99,stem,pro
5606,Pro Tharsis Trail Alloy Stem,"[['material', '3d forged and cnc machined al-7075'], ['clamp', 'headlock, four-bolt'], ['diameter', '31.8mm'], ['angle', '0 degrees'], ['mtb', 'yes']]",73.49,stem,pro
5609,Pro Tharsis Stem,"[['weight', '140g (60mm)'], ['mtb', 'yes']]",15.99,stem,pro
5610,3T R-Arx Pro Stem,"[['material', 'aluminium'], ['bar clamp diameter', '31.8mm'], ['steerer diameter', '1 1/8""'], ['bar clamp type', '4-bolt, detachable'], ['angle in degree', '6 and 17 degree options available to select'], ['mtb', 'yes']]",62.5,stem,pro
5612,Pro Vibe 7S Stem,"[['angle', '-10 degrees'], ['weight', '120g (110mm)'], ['mtb', 'yes']]",18.49,stem,pro
5817,3T Arx II Pro Stem,"[['weight', '135g (110mm)'], ['length', 'multiple sizes available to select'], ['steerer', '1-1/8""'], ['material', 'al 2010'], ['angle', 'multiple sizes available to select'], ['bolts', 'torx t25'], ['finish', 'shot peened/black anodised'], ['stack', '40mm'], ['certification', 'cen']]",39.99,stem,pro
5836,Nukeproof Horizon Stem,"[['bar clamp', '31.8mm, 35mm'], ['steerer diameter', '1 1/8""'], ['length', '35mm, 50mm, 60mm'], ['rise', '+/- 5mm'], ['stack height', '35mm'], ['weight', '128g (31.8 x 35mm), 171g (35 x 50mm)'], ['mtb', 'yes']]",44.99,stem,pro
5840,Nukeproof Neutron AM Stem,"[['material', '6061 alloy'], ['stack height', '40mm'], ['weight', '185g']]",16.99,stem,pro
5860,Nukeproof Sam Hill Horizon Oil Slick Stem,"[['bar clamp', '31.8mm'], ['steerer diameter', '1 1/8""'], ['length', '35mm, 50mm'], ['rise', '+/- 5mm'], ['stack height', '35mm'], ['weight', '118g (31.8x35mm)'], ['mtb', 'yes']]",69.99,stem,pro
5865,Nukeproof Horizon Direct Mount Stem,"[['material', '6061 aluminium'], ['bar clamp diameter', '31.8mm'], ['rise', '30 degrees'], ['use', 'downhill'], ['weight', '145g']]",35.99,stem,pro
5878,ProTaper MTB Stem,"[['material', '3d forged and machined 6061 alloy'], ['hardware', 'torx, a2 stainless'], ['use', 'mtb'], ['bolt', '4-bolt'], ['clamp diameter', 'multiple options available to select'], ['length', 'multiple options available to select'], ['weight', '175g'], ['mtb', 'yes']]",69.49,stem,pro
5892,Nukeproof Sam Hill Horizon Stem,"[['bar clamp', '31.8mm'], ['steerer diameter', '1 1/8""'], ['length', '35mm, 50mm, 60mm'], ['rise', '+/- 5mm'], ['stack height', '35mm'], ['weight', '118g (31.8 x 35mm), 161g (35 x 50mm)'], ['mtb', 'yes']]",69.99,stem,pro
5929,3T Arx Pro Alloy Road Stem,"[['material', 'al 2010'], ['bolts', 'stainless steel'], ['clamp', '31.8mm'], ['clamp', '31.8mm'], ['weight', '150g (110mm)'], ['road', 'yes']]",62.5,stem,pro
5931,Pro Tharsis XC Alloy Stem,"[['material', 'anodised al-7075 alloy'], ['bolts', 'lightweight titanium'], ['compatibility', 'shimano di2 cable and battery integration'], ['angle', '6 degrees'], ['diameter', '31.8mm'], ['clamp system', 'headlock (front)'], ['mtb', 'yes']]",75.49,stem,pro
5933,Pro VIBE Alloy Stem,"[['material', 'anodised al-7075 alloy with titanium bolts'], ['angle', '-10 degrees'], ['diameter', '31.8mm'], ['compatibility', 'shimano di2'], ['road', 'yes']]",65.99,stem,pro
5935,Pro PLT Alloy Stem,"[['material', '3d forged al-2014 alloy'], ['clamp type', 'headlock'], ['angle', '+/- 10 degrees'], ['diameter', '31.8mm'], ['touring', 'yes'], ['road', 'yes']]",47.99,stem,pro
5939,Nukeproof Neutron Direct Mount Stem,"[['material', '6061 alloy'], ['bolts', 'oversized m6 for secure connection to the fork'], ['length', 'adjustable between 47mm - 52mm'], ['rise', '30 degrees'], ['weight', '160g']]",24.99,stem,pro
5940,Pro Tharsis Trail Alloy Stem,"[['material', '3d forged and cnc machined al-7075'], ['clamp', 'headlock, four-bolt'], ['diameter', '31.8mm'], ['angle', '0 degrees'], ['mtb', 'yes']]",73.49,stem,pro
5942,Pro Tharsis Stem,"[['weight', '140g (60mm)'], ['mtb', 'yes']]",15.99,stem,pro
5943,3T R-Arx Pro Stem,"[['material', 'aluminium'], ['bar clamp diameter', '31.8mm'], ['steerer diameter', '1 1/8""'], ['bar clamp type', '4-bolt, detachable'], ['angle in degree', '6 and 17 degree options available to select'], ['mtb', 'yes']]",62.5,stem,pro
5945,Pro Vibe 7S Stem,"[['angle', '-10 degrees'], ['weight', '120g (110mm)'], ['mtb', 'yes']]",18.49,stem,pro
6081,Manitou R7 Pro Suspension Fork,"[['material', 'leg'], ['axle', '15mm x110mm hexlock'], ['use', 'mtb, xc'], ['steerer diameter', '1.5"" tapered; leg diameter'], ['spring', 'dorado air with iva'], ['compression damping', 'vtt pro'], ['rebound damping', 'half cartridge adjustable tpc'], ['adjustments', 'air, rebound, 3-position compression (open, trail, lock) with open mode adjust, iva position'], ['brake post mount', '160mm (203mm max)'], ['weight', '1625g (27.5""); 1648g (27.5+/29"")'], ['lockout', 'yes'], ['fork material', 'aluminium alloy'], ['mtb', 'yes']]",751.99,suspension_fork,pro
6235,Manitou R7 Pro Suspension Fork,"[['material', 'leg'], ['axle', '15mm x110mm hexlock'], ['use', 'mtb, xc'], ['steerer diameter', '1.5"" tapered; leg diameter'], ['spring', 'dorado air with iva'], ['compression damping', 'vtt pro'], ['rebound damping', 'half cartridge adjustable tpc'], ['adjustments', 'air, rebound, 3-position compression (open, trail, lock) with open mode adjust, iva position'], ['brake post mount', '160mm (203mm max)'], ['weight', '1625g (27.5""); 1648g (27.5+/29"")'], ['lockout', 'yes'], ['fork material', 'aluminium alloy'], ['mtb', 'yes']]",751.99,suspension_fork,pro
6120,Nukeproof Rear shock Spring Reducer,"[['includes', '1 pair of reducers'], ['size', '38mm to 36mm'], ['part number', 'np19shkred']]",5.49,rear_shock,pro
6323,Nukeproof Rear shock Spring Reducer,"[['includes', '1 pair of reducers'], ['size', '38mm to 36mm'], ['part number', 'np19shkred']]",5.49,rear_shock,pro
6382,Nukeproof Horizon CL CrMo Downhill Pedals,"[['weight', '526g'], ['commuter', 'yes'], ['touring', 'yes'], ['mtb', 'yes']]",69.99,pedals,pro
6383,Nukeproof Horizon CS CrMo Trail Pedals,"[['weight', '432g'], ['commuter', 'yes'], ['touring', 'yes'], ['mtb', 'yes']]",69.99,pedals,pro
6416,Time XPro 10 Road Pedals,"[['material', 'body'], ['cleats', 'atac cleats'], ['contact surface area', '725 mm2'], ['pedal stack height', '13, 5 mm'], ['release angle', '2,5 mm avec les cales mobiles, 0 mm avec les cales fixes'], ['tension', '3 different settings of carbon blade'], ['threading', '9/16 - 20 inch'], ['weight', '226'], ['road', 'yes']]",139.99,pedals,pro
6425,Nukeproof Horizon CL Ti Downhill Pedals,"[['weight', '462g'], ['commuter', 'yes'], ['touring', 'yes'], ['mtb', 'yes']]",159.99,pedals,pro
6437,Time XPro 15 Road Pedals,"[['material', 'body'], ['contact surface area', '725mm2'], ['stack height', '13.5mm'], ['cleats', 'iclic - free foot'], ['tension adjust', '3 different settings'], ['commuter', 'yes'], ['touring', 'yes'], ['cyclocross', 'yes'], ['time trial', 'yes'], ['road', 'yes'], ['mtb', 'yes']]",263.99,pedals,pro
6439,Nukeproof Horizon CS Ti Trail Pedals,"[['weight', '385g'], ['commuter', 'yes'], ['touring', 'yes'], ['mtb', 'yes']]",139.99,pedals,pro
6441,Time XPro 12 Road Pedals,"[['material', 'body'], ['contact surface area', '725mm2'], ['stack height', '13,5mm'], ['cleats', 'iclic - free foot'], ['tension adjust', '3 different settings'], ['weight', '188g (pair)'], ['commuter', 'yes'], ['cyclocross', 'yes'], ['time trial', 'yes'], ['road', 'yes']]",249.99,pedals,pro
6477,Nukeproof Horizon Pro Sam Hill Downhill Flat Pedals,"[['material', 'forged 6061-t6 alloy (body) with cnc finishing; crmo (axle)'], ['weight', '430g'], ['commuter', 'yes'], ['touring', 'yes'], ['mtb', 'yes']]",59.99,pedals,pro
6485,Nukeproof Neutron EVO (Electron EVO) Flat Pedals,"[['body', 'nylon-reinforced composite'], ['axle', 'crmo'], ['dimensions', '98mm (w) x 95mm x 17mm'], ['built for', 'am/xc/dh/fr'], ['weight (per pair)', '354g'], ['commuter', 'yes'], ['touring', 'yes'], ['mtb', 'yes']]",26.99,pedals,pro
6486,Nukeproof Horizon Pro Downhill Flat Pedals,"[['material', 'forged 6061-t6 alloy body with cnc finishing'], ['axle', 'cro-mo'], ['platfrom dimensions', '100mm x 110mm'], ['weight', '430g'], ['commuter', 'yes'], ['touring', 'yes'], ['mtb', 'yes']]",59.99,pedals,pro
6487,Nukeproof Horizon Pro Sam Hill Enduro Pedals,"[['body material', 'forged and cnc-machined 6061-t6 aluminium'], ['axle material', 'crmo'], ['use', 'mtb, enduro'], ['axle', '9/16""'], ['bushings', '2x du bushings'], ['bearings', '4x sealed z989 cartridge bearings (per pair)'], ['spare pins included', 'no'], ['dimensions', '111x99x18mm (lxwxd)'], ['weight', '407g (pair, approx)'], ['cyclocross', 'yes'], ['mtb', 'yes']]",69.99,pedals,pro
6503,Nukeproof Urchin Youth Flat Pedals,"[['material', 'alloy body with cnc finishing'], ['axle', '9/16"" crmo (chromoly)'], ['dimensions', '94mm x 76.5mm x 17mm'], ['weight', '330g'], ['mtb', 'yes']]",41.99,pedals,pro
6513,Nukeproof Horizon Pro Ti Sam Hill Enduro Pedals,"[['body material', 'forged and cnc-machined 6061-t6 aluminium'], ['axle material', 'titanium'], ['use', 'mtb, enduro'], ['axle', '9/16""'], ['bushings', '2x du bushings'], ['bearings', '4x sealed z989 cartridge bearings (per pair)'], ['spare pins included', 'no'], ['part number', '102270558sh03pedfltiblk'], ['weight', '337g (approx)'], ['cyclocross', 'yes'], ['mtb', 'yes']]",139.99,pedals,pro
6574,Nukeproof Horizon Pro Sam Hill Downhill Flat Pedals,"[['material', 'forged 6061-t6 alloy (body) with cnc finishing; crmo (axle)'], ['weight', '430g'], ['commuter', 'yes'], ['touring', 'yes'], ['mtb', 'yes']]",59.99,pedals,pro
6577,Nukeproof Horizon CL CrMo Downhill Pedals,"[['weight', '526g'], ['commuter', 'yes'], ['touring', 'yes'], ['mtb', 'yes']]",69.99,pedals,pro
6578,Nukeproof Horizon CS CrMo Trail Pedals,"[['weight', '432g'], ['commuter', 'yes'], ['touring', 'yes'], ['mtb', 'yes']]",69.99,pedals,pro
6599,Nukeproof Neutron EVO (Electron EVO) Flat Pedals,"[['body', 'nylon-reinforced composite'], ['axle', 'crmo'], ['dimensions', '98mm (w) x 95mm x 17mm'], ['built for', 'am/xc/dh/fr'], ['weight (per pair)', '354g'], ['commuter', 'yes'], ['touring', 'yes'], ['mtb', 'yes']]",26.99,pedals,pro
6603,Nukeproof Horizon Pro Downhill Flat Pedals,"[['material', 'forged 6061-t6 alloy body with cnc finishing'], ['axle', 'cro-mo'], ['platfrom dimensions', '100mm x 110mm'], ['weight', '430g'], ['commuter', 'yes'], ['touring', 'yes'], ['mtb', 'yes']]",59.99,pedals,pro
6605,Nukeproof Horizon Pro Sam Hill Enduro Pedals,"[['body material', 'forged and cnc-machined 6061-t6 aluminium'], ['axle material', 'crmo'], ['use', 'mtb, enduro'], ['axle', '9/16""'], ['bushings', '2x du bushings'], ['bearings', '4x sealed z989 cartridge bearings (per pair)'], ['spare pins included', 'no'], ['dimensions', '111x99x18mm (lxwxd)'], ['weight', '407g (pair, approx)'], ['cyclocross', 'yes'], ['mtb', 'yes']]",69.99,pedals,pro
