,title,topFeatures,price,categorie,brand
6665,DMR Vault Midi V2 Pedals,"[['material', 'body'], ['size', '105x95mm (lxw) with 17mm concave foot bed'], ['tuneable', ""11 'flippin' per pedal can be fitted 'short' or 'long' to fine tune the grip available""], ['serviceable', 'high load du bush and cartridge bearing'], ['weight', '420g (pair)'], ['mtb', 'yes']]",95.99,pedals,dmr
6672,DMR Flip Pin Set for Vault Pedals,"[['commuter', 'yes'], ['touring', 'yes'], ['cyclocross', 'yes'], ['time trial', 'yes'], ['road', 'yes'], ['mtb', 'yes']]",13.0,pedals,dmr
6677,DMR Vault V2 Lacon Signature Pedals,"[['material', 'body'], ['size', '105x105mm with 17mm concave footbed'], ['tuneable', ""11 'flippin' per pedal can be fitted 'short' or 'long' to fine tune the grip available""], ['serviceable', 'high load du bush and cartridge bearing'], ['weight', '430g per pair'], ['mtb', 'yes']]",114.99,pedals,dmr
6706,DMR V8 Classic Flat Pedals,"[['weight', '528g'], ['commuter', 'yes'], ['touring', 'yes'], ['mtb', 'yes']]",26.99,pedals,dmr
6734,DMR Vault Brendog Ice Pedals,"[['body material', 'extruded 6061 aluminium'], ['axle material', '4140 crmo steel'], ['size', '105x105mm with 17mm concave foot bed'], ['tuneable', ""11 'flippin' per pedal can be fitted 'short' or 'long' to fine tune the grip available""], ['serviceable', 'high load du bush and cartridge bearing'], ['weight', '430g (pair)'], ['mtb', 'yes']]",87.99,pedals,dmr
6743,DMR Vault Magnesium V2 Pedals,"[['body material', 'magnesium'], ['axle material', 'cr-mo'], ['size', '105mmx105mm platform area; 17mm concave'], ['tuneable', 'stud or bolt pins can be fitted to fine-tune the grip.'], ['serviceable', 'high load du bush and cartridge bearing'], ['weight', '366g (pair)'], ['mtb', 'yes']]",97.5,pedals,dmr
6168,DT Swiss O.D.L. Race Carbon Suspension Fork,"[['material', 'carbon'], ['use', 'mtb, xc'], ['tuning adjustment', 'adaptable progression tune (apt)'], ['damping', 'adjustable open drive lock (o.d.l.)'], ['spring', 'negative coil spring (ncs) system'], ['seals', 'legendary skf seals from sweden'], ['includes', 'includes dt swiss 100x15 mm rws axle, shock pump, steerer bung and top cap'], ['weight', '1465g'], ['fork material', 'carbon'], ['fork travel', '100mm'], ['mtb', 'yes']]",883.49,suspension_fork,dt_swiss
6275,DT Swiss O.D.L. Race Carbon Suspension Fork,"[['material', 'carbon'], ['use', 'mtb, xc'], ['tuning adjustment', 'adaptable progression tune (apt)'], ['damping', 'adjustable open drive lock (o.d.l.)'], ['spring', 'negative coil spring (ncs) system'], ['seals', 'legendary skf seals from sweden'], ['includes', 'includes dt swiss 100x15 mm rws axle, shock pump, steerer bung and top cap'], ['weight', '1465g'], ['fork material', 'carbon'], ['fork travel', '100mm'], ['mtb', 'yes']]",883.49,suspension_fork,dt_swiss
2189,e.thirteen BSA Threaded Bottom Bracket,"[['cup material', 'exa+ aluminium'], ['bottom bracket type', 'bsa threaded'], ['bottom bracket', 'bsa'], ['commuter', 'yes'], ['touring', 'yes'], ['mtb', 'yes']]",39.99,bottom_bracket,e.thirteen
2272,e.thirteen T47 Threaded Bottom Bracket,"[['material', 'aluminium'], ['use', 'road, gravel'], ['compatibility', 't47'], ['size', '68/73mm'], ['spindle size', '30mm'], ['bearings', 'sealed'], ['included', 'bottom bracket, bottom bracket spacers, sticker, and user manual'], ['weight', '94g'], ['bottom bracket type', 'threaded'], ['road', 'yes']]",55.99,bottom_bracket,e.thirteen
2362,e.thirteen BSA Threaded Bottom Bracket,"[['material', 'aluminium'], ['use', 'road, gravel'], ['compatibility', 'bsa'], ['size', '68mm'], ['spindle size', '30mm'], ['bearings', 'sealed'], ['included', 'bottom bracket, bottom bracket spacers, sticker, and user manual'], ['weight', '94g'], ['bottom bracket type', 'threaded'], ['bottom bracket', 'bsa'], ['road', 'yes']]",54.99,bottom_bracket,e.thirteen
3590,e.thirteen BSA Threaded Bottom Bracket,"[['cup material', 'exa+ aluminium'], ['bottom bracket type', 'bsa threaded'], ['bottom bracket', 'bsa'], ['commuter', 'yes'], ['touring', 'yes'], ['mtb', 'yes']]",39.99,bottom_bracket,e.thirteen
3658,e.thirteen T47 Threaded Bottom Bracket,"[['material', 'aluminium'], ['use', 'road, gravel'], ['compatibility', 't47'], ['size', '68/73mm'], ['spindle size', '30mm'], ['bearings', 'sealed'], ['included', 'bottom bracket, bottom bracket spacers, sticker, and user manual'], ['weight', '94g'], ['bottom bracket type', 'threaded'], ['road', 'yes']]",55.99,bottom_bracket,e.thirteen
3737,e.thirteen BSA Threaded Bottom Bracket,"[['material', 'aluminium'], ['use', 'road, gravel'], ['compatibility', 'bsa'], ['size', '68mm'], ['spindle size', '30mm'], ['bearings', 'sealed'], ['included', 'bottom bracket, bottom bracket spacers, sticker, and user manual'], ['weight', '94g'], ['bottom bracket type', 'threaded'], ['bottom bracket', 'bsa'], ['road', 'yes']]",54.99,bottom_bracket,e.thirteen
2756,e.thirteen Helix 11 Speed Cassette,"[['speed', '11-speed'], ['cluster material', 'aluminium (except nickel option which is steel)'], ['freehub compatibility', 'sram xd'], ['drivetrain compatibility', 'sram and shimano mountain bike (mtb) 11-speed drivetrains (check rear derailleur capacity)'], ['use', 'mtb'], ['aluminium cluster option tooth count', '46t'], ['steel cluster tooth count (nickel option)', '9,11,13,15,17,20,24,28,33,39t'], ['mtb', 'yes']]",114.75,cassette,e.thirteen
3903,e.thirteen Helix 11 Speed Cassette,"[['speed', '11-speed'], ['cluster material', 'aluminium (except nickel option which is steel)'], ['freehub compatibility', 'sram xd'], ['drivetrain compatibility', 'sram and shimano mountain bike (mtb) 11-speed drivetrains (check rear derailleur capacity)'], ['use', 'mtb'], ['aluminium cluster option tooth count', '46t'], ['steel cluster tooth count (nickel option)', '9,11,13,15,17,20,24,28,33,39t'], ['mtb', 'yes']]",114.75,cassette,e.thirteen
4532,e.thirteen Base 35 Handlebar,"[['material', '6061 aluminium'], ['use', 'mtb'], ['width', '800mm standard (760mm minimum width)'], ['clamp diameter', '35mm'], ['sweep', '9 degrees back, 5 degrees up'], ['weight', '20mm rise option'], ['mtb', 'yes']]",25.99,handlebar,e.thirteen
4551,e.thirteen Plus 35 Handlebar,"[['material', '7050 aluminium'], ['use', 'mtb'], ['compatibility', '35mm clamp diameter'], ['rise', 'multiple options available to select'], ['backsweep', '9 degrees'], ['upsweep', '5 degrees'], ['width', '800mm standard (760mm minimum width)'], ['weight', '20mm rise option'], ['mtb', 'yes']]",65.0,handlebar,e.thirteen
4562,e.thirteen Race 35 Handlebar,"[['material', 'carbon fibre'], ['use', 'mtb'], ['compatibility', '35mm clamp diameter'], ['rise', 'multiple options available to select'], ['backsweep', '9 degrees'], ['upsweep', '5 degrees'], ['width', '800mm standard (760mm minimum width)'], ['weight', '20mm rise option'], ['mtb', 'yes']]",125.0,handlebar,e.thirteen
4839,e.thirteen Base 35 Handlebar,"[['material', '6061 aluminium'], ['use', 'mtb'], ['width', '800mm standard (760mm minimum width)'], ['clamp diameter', '35mm'], ['sweep', '9 degrees back, 5 degrees up'], ['weight', '20mm rise option'], ['mtb', 'yes']]",25.99,handlebar,e.thirteen
4895,e.thirteen Plus 35 Handlebar,"[['material', '7050 aluminium'], ['use', 'mtb'], ['compatibility', '35mm clamp diameter'], ['rise', 'multiple options available to select'], ['backsweep', '9 degrees'], ['upsweep', '5 degrees'], ['width', '800mm standard (760mm minimum width)'], ['weight', '20mm rise option'], ['mtb', 'yes']]",65.0,handlebar,e.thirteen
4912,e.thirteen Race 35 Handlebar,"[['material', 'carbon fibre'], ['use', 'mtb'], ['compatibility', '35mm clamp diameter'], ['rise', 'multiple options available to select'], ['backsweep', '9 degrees'], ['upsweep', '5 degrees'], ['width', '800mm standard (760mm minimum width)'], ['weight', '20mm rise option'], ['mtb', 'yes']]",125.0,handlebar,e.thirteen
5566,e.thirteen Plus 35 Stem,"[['material', '7050 aluminium'], ['finish', 'water decals, dual machine body finish and polished faceplate'], ['hardware', 'integrated t25 hardware with rounded heads'], ['use', 'mtb'], ['bar clamp diameter', '35mm; steerer clamp diameter'], ['steerer clamp stack', '40mm'], ['rise', '0 degrees'], ['width', '58mm'], ['length', 'multiple options available to select'], ['weight', '40mm option'], ['mtb', 'yes']]",80.0,stem,e.thirteen
5613,e.thirteen Base 35 Stem,"[['material', '6061 aluminium'], ['finish', 'anodised bead blast with laser artwork'], ['hardware', 'integrated t25 hardware with rounded heads'], ['use', 'mtb'], ['bar clamp diameter', '35mm; steerer clamp diameter'], ['steerer clamp stack', '40mm'], ['rise', '0 degrees'], ['width', '58mm'], ['length', 'multiple options available to select'], ['weight', '40mm; 155g; 50mm'], ['mtb', 'yes']]",45.0,stem,e.thirteen
5900,e.thirteen Plus 35 Stem,"[['material', '7050 aluminium'], ['finish', 'water decals, dual machine body finish and polished faceplate'], ['hardware', 'integrated t25 hardware with rounded heads'], ['use', 'mtb'], ['bar clamp diameter', '35mm; steerer clamp diameter'], ['steerer clamp stack', '40mm'], ['rise', '0 degrees'], ['width', '58mm'], ['length', 'multiple options available to select'], ['weight', '40mm option'], ['mtb', 'yes']]",80.0,stem,e.thirteen
5946,e.thirteen Base 35 Stem,"[['material', '6061 aluminium'], ['finish', 'anodised bead blast with laser artwork'], ['hardware', 'integrated t25 hardware with rounded heads'], ['use', 'mtb'], ['bar clamp diameter', '35mm; steerer clamp diameter'], ['steerer clamp stack', '40mm'], ['rise', '0 degrees'], ['width', '58mm'], ['length', 'multiple options available to select'], ['weight', '40mm; 155g; 50mm'], ['mtb', 'yes']]",45.0,stem,e.thirteen
2359,Easton Bottom Bracket,"[['road', 'yes']]",44.49,bottom_bracket,easton
3734,Easton Bottom Bracket,"[['road', 'yes']]",44.49,bottom_bracket,easton
4354,Easton EC70 Aero Carbon Road Handlebar,"[['material', 'easton ec70 carbon; finish'], ['technologies', 'taperwall technology, monocoque construction, mcd drop technology'], ['stem clamp area', '31.8mm'], ['reach', '85mm; drop'], ['lever compatibility', 'standard 23.8mm lever clamps'], ['gps/light compatibility', 'yes; aero bar compatibility'], ['weight', '255g (42cm)'], ['road', 'yes']]",159.99,handlebar,easton
4403,Easton EA70 AX Handlebar,"[['material', 'easton ea70 aluminium (use'], ['stem clamp diameter', '31.8mm'], ['reach', '80mm; drop'], ['lever compatibility', 'standard 23.8mm lever clamps'], ['gps/lights compatibility', 'yes'], ['compatible with aero bars', 'yes'], ['internal cable routing', 'no'], ['technology', 'taperwall'], ['shape', 'maximum contact drop (mcd) - designed for comfort'], ['weight', '290g (approx.)'], ['road', 'yes']]",62.99,handlebar,easton
4575,Easton Haven 35 Aluminium Riser Handlebar,"[['mtb', 'yes']]",64.99,handlebar,easton
4625,Easton EC70 AX Di2 Handlebar,"[['material', 'ec70 carbon'], ['width (c to c)', '40, 42, 44cm at hoods (at drops plus 68mm)'], ['flare', '16 degrees'], ['clamp diameter', '31.8mm'], ['reach', '80mm'], ['drop', '120mm'], ['weight', '220g (42cm version)'], ['road', 'yes']]",168.99,handlebar,easton
4660,Easton EC70 SL Di2 Handlebar,"[['material', 'ec70 carbon'], ['bar clamp diameter', '31.8mm'], ['reach', '80mm'], ['drop', '125mm'], ['finish', 'matte ud carbon'], ['weight', '220g (approx)'], ['road', 'yes']]",151.49,handlebar,easton
4663,Easton E100 Di2 Handlebar,"[['material', 'e100 carbon'], ['bar clamp diameter', '31.8mm'], ['reach', '80mm'], ['drop', '125mm'], ['finish', 'matte ud carbon with ultra gloss decals'], ['weight', '178g (approx)'], ['road', 'yes']]",213.99,handlebar,easton
4687,Easton EC70 Aero Carbon Road Handlebar,"[['material', 'easton ec70 carbon; finish'], ['technologies', 'taperwall technology, monocoque construction, mcd drop technology'], ['stem clamp area', '31.8mm'], ['reach', '85mm; drop'], ['lever compatibility', 'standard 23.8mm lever clamps'], ['gps/light compatibility', 'yes; aero bar compatibility'], ['weight', '255g (42cm)'], ['road', 'yes']]",159.99,handlebar,easton
4823,Easton EA70 AX Handlebar,"[['material', 'easton ea70 aluminium (use'], ['stem clamp diameter', '31.8mm'], ['reach', '80mm; drop'], ['lever compatibility', 'standard 23.8mm lever clamps'], ['gps/lights compatibility', 'yes'], ['compatible with aero bars', 'yes'], ['internal cable routing', 'no'], ['technology', 'taperwall'], ['shape', 'maximum contact drop (mcd) - designed for comfort'], ['weight', '290g (approx.)'], ['road', 'yes']]",62.99,handlebar,easton
4842,Easton EC70 AX Di2 Handlebar,"[['material', 'ec70 carbon'], ['width (c to c)', '40, 42, 44cm at hoods (at drops plus 68mm)'], ['flare', '16 degrees'], ['clamp diameter', '31.8mm'], ['reach', '80mm'], ['drop', '120mm'], ['weight', '220g (42cm version)'], ['road', 'yes']]",168.99,handlebar,easton
4964,Easton Haven 35 Aluminium Riser Handlebar,"[['mtb', 'yes']]",64.99,handlebar,easton
4990,Easton EC70 SL Di2 Handlebar,"[['material', 'ec70 carbon'], ['bar clamp diameter', '31.8mm'], ['reach', '80mm'], ['drop', '125mm'], ['finish', 'matte ud carbon'], ['weight', '220g (approx)'], ['road', 'yes']]",151.49,handlebar,easton
5016,Easton E100 Di2 Handlebar,"[['material', 'e100 carbon'], ['bar clamp diameter', '31.8mm'], ['reach', '80mm'], ['drop', '125mm'], ['finish', 'matte ud carbon with ultra gloss decals'], ['weight', '178g (approx)'], ['road', 'yes']]",213.99,handlebar,easton
5035,Easton Pinline Foam Bar Tape,"[['road', 'yes']]",8.99,bar_tape,easton
5037,Easton Microfibre Road Handlebar Tape,"[['material', 'microfibre cloth surface, anit-shock foam'], ['available in', 'black, red, white, green'], ['road', 'yes']]",24.99,bar_tape,easton
5521,Easton EA70 Stem,"[['material', 'easton ea70 aluminum, 3d forged'], ['diameter', '31.8mm'], ['weight', '145g (120mm version)'], ['road', 'yes']]",49.99,stem,easton
5527,Easton EA90 Stem,"[['material', 'ea90 alloy'], ['bar clamp diameter', '31.8mm'], ['steerer', '1 1/8""'], ['weight', '120g (approx)'], ['mtb', 'yes']]",81.49,stem,easton
5535,Easton EA50 Stem,"[['material', 'aluminium'], ['finish', 'black anodised'], ['steerer clamp diameter', '1.1/8"" (28.6mm)'], ['handlebar clamp diameter', '31.8mm'], ['stack height', '38mm'], ['weight', '175g (120mm version)'], ['road', 'yes']]",34.99,stem,easton
5594,Easton EC70 SL Stem,"[['weight', '140g (100mm)']]",99.99,stem,easton
5858,Easton EA70 Stem,"[['material', 'easton ea70 aluminum, 3d forged'], ['diameter', '31.8mm'], ['weight', '145g (120mm version)'], ['road', 'yes']]",49.99,stem,easton
5864,Easton EA90 Stem,"[['material', 'ea90 alloy'], ['bar clamp diameter', '31.8mm'], ['steerer', '1 1/8""'], ['weight', '120g (approx)'], ['mtb', 'yes']]",81.49,stem,easton
5872,Easton EA50 Stem,"[['material', 'aluminium'], ['finish', 'black anodised'], ['steerer clamp diameter', '1.1/8"" (28.6mm)'], ['handlebar clamp diameter', '31.8mm'], ['stack height', '38mm'], ['weight', '175g (120mm version)'], ['road', 'yes']]",34.99,stem,easton
5928,Easton EC70 SL Stem,"[['weight', '140g (100mm)']]",99.99,stem,easton
72,Fabric Scoop Radius Elite Saddle,"[['cover material', 'microfibre'], ['shell material', 'nylon'], ['rail material', 'crmo'], ['use', 'road, mtb'], ['profile', 'radius'], ['dimensions', '142x282mm'], ['rail dimensions', '7mm'], ['weight', '256g (approx)'], ['rail material', 'steel'], ['road', 'yes'], ['mtb', 'yes']]",24.99,saddle,elite
93,Fabric Scoop Radius Elite Gel Saddle,"[['cover material', 'microfibre with 3 large gel inserts'], ['shell material', 'nylon'], ['rail material', 'crmo'], ['padding', 'foam'], ['use', 'road, mtb'], ['profile', 'radius'], ['dimensions', '155x260mm'], ['weight', '280g (approx)'], ['rail material', 'steel'], ['road', 'yes'], ['mtb', 'yes']]",26.99,saddle,elite
123,Fabric Magic Elite Team Saddle,"[['cover material', 'microfibre'], ['shell material', 'nylon'], ['rail material', 'crmo'], ['padding', 'foam'], ['use', 'mtb'], ['profile', 'radius'], ['dimensions', '142x255mm'], ['weight', '274g (approx)'], ['rail material', 'steel'], ['mtb', 'yes']]",27.99,saddle,elite
132,Fabric Cell Elite Radius Saddle,"[['cover material', 'thermoplastic polyurethane'], ['base material', 'nylon'], ['rail material', 'crmo'], ['use', 'road, mtb'], ['profile', 'radius'], ['dimensions', '155x282mm'], ['rail dimensions', '7mm'], ['weight', '355g (approx)'], ['rail material', 'steel'], ['road', 'yes'], ['mtb', 'yes']]",59.99,saddle,elite
138,ISM PN 3.1 Elite Saddle,"[['rail material', 'crmo'], ['padding', '40-series foam'], ['dimensions', '255x120mm'], ['rail material', 'steel'], ['road', 'yes']]",153.99,saddle,elite
254,Selle Royal Avio BGM Elite Saddle,"[['cover material', 'synthetic'], ['rails material', 'steel'], ['use', 'road, mtb'], ['dimensions', '135x285mm'], ['weight', '275g'], ['rail material', 'steel'], ['road', 'yes'], ['mtb', 'yes']]",19.99,saddle,elite
352,Fabric Line-S Elite Flat Saddle,"[['cover material', 'microfibre'], ['base material', 'flexible nylon'], ['rail material', 'crmo steel'], ['use', 'road'], ['rail size', '7mm'], ['profile', 'flat'], ['gender', 'unisex'], ['size', 'narrow'], ['mid rail to saddle topper', '45mm'], ['weight', 'narrow'], ['rail material', 'steel'], ['road', 'yes']]",44.99,saddle,elite
399,Fabric Scoop Shallow Elite Saddle,"[['cover material', 'microfibre'], ['shell material', 'nylon'], ['rail material', 'crmo'], ['padding', 'foam'], ['use', 'road, mtb'], ['profile', 'shallow'], ['dimensions', '142x282mm'], ['rail dimensions', '7mm'], ['weight', '266g (approx)'], ['rail material', 'steel'], ['road', 'yes'], ['mtb', 'yes']]",42.99,saddle,elite
476,Fox Suspension Transfer SL Performance Elite Dropper Seat Post,"[['upper coating', 'black anodised'], ['lower coating', 'powdercoat black'], ['use', 'mountain bike (mtb), cross country (xc) and gravel'], ['cable routing', 'internal only'], ['remote included', 'no, available separately'], ['weight', '27.2x50mm option'], ['mtb', 'yes']]",341.99,seat_post,elite
1152,Clarks Avid Juicy/BB7 Elite Disc Brake Pads,"[['material', 'mixed copper and ceramic for perfect performance during low & high speed'], ['compatibility', 'avid juicy 3,5.7 and ultimate brake system']]",8.99,disc_brake,elite
1152,Clarks Avid Juicy/BB7 Elite Disc Brake Pads,"[['material', 'mixed copper and ceramic for perfect performance during low & high speed'], ['compatibility', 'avid juicy 3,5.7 and ultimate brake system']]",8.99,disc_brake_pads,elite
5145,ODI Elite Grip Pro Lock-On Grips,"[['mtb', 'yes']]",26.99,grips,elite
5156,ODI Elite Flow Lock-On Handlebar Grips,"[['mtb', 'yes']]",26.99,grips,elite
13,Prime Womens Endurance Saddle,"[['weight (g)', '274'], ['length (mm)', '266'], ['rail material', 'cr-mo'], ['width (mm)', '141'], ['rail material', 'alloy'], ['road', 'yes'], ['mtb', 'yes']]",9.99,saddle,endura
82,Prime Doyenne Endurance Saddle,"[['cover material', 'waterproof microfibre'], ['shell material', 'nylon fibre'], ['rails material', 'titanium alloy with a chromium nitride (crn) coating'], ['use', 'road'], ['size', 'narrow'], ['weight', 'narrow option'], ['rail material', 'alloy'], ['road', 'yes']]",15.99,saddle,endura
124,Prime Doyenne Womens Endurance Saddle,"[['cover material', 'waterproof microfibre'], ['shell material', 'nylon'], ['rails material', 'titanium (141mm option); crmo (159mm option)'], ['padding', 'polyurethane (pu) foam'], ['use', 'road'], ['size', 'narrow option'], ['road', 'yes']]",14.99,saddle,endura
131,Selle Italia SLR Boost Endurance TI316 Superflow Bike Saddle,"[['cover material', 'fibra-tek'], ['rail material', 'ti 316 tube'], ['padding', 'gel'], ['use', 'road, endurance, touring'], ['dimensions', 'small'], ['rail dimensions', '7mm'], ['category', 'performance'], ['weight', 'small'], ['rail material', 'alloy'], ['road', 'yes']]",171.0,saddle,endura
327,Selle Italia NOVUS Endurance TM Boost EVO Superflow Saddle,"[['cover material', 'duro-tek'], ['rails material', 'manganese (7mm)'], ['padding', 'extra padding'], ['use', 'road, endurance'], ['gender', 'unisex'], ['dimensions', '145x245mm'], ['idmatch', 'l3'], ['category', 'performance'], ['central cut out', 'superflow channel'], ['weight', '242g'], ['rail material', 'alloy'], ['road', 'yes']]",99.49,saddle,endura
379,Selle Italia Novus Super Flow Endurance Saddle,"[['cover material', 'fibra-tek'], ['rail material', 'ti 316'], ['rail diameter', '7mm'], ['size', 's'], ['weight', 's'], ['rail material', 'titanium'], ['road', 'yes'], ['mtb', 'yes']]",139.99,saddle,endura
74,Nukeproof Horizon Enduro Saddle,"[['material', 'glass fibre-reinforced nylon (base), microfibre (cover)'], ['padding', 'airform light weight foam'], ['width', '143mm'], ['rails', 'crmo ti'], ['intended use', 'trail, all mountain, enduro, downhill, freeride'], ['rail dimensions', '7mm'], ['weight', '261g'], ['rail material', 'steel'], ['mtb', 'yes']]",59.99,saddle,enduro
128,Nukeproof Sam Hill Enduro Saddle Oil Slick.,"[['material', 'glass fibre-reinforced nylon (base), microfibre (cover)'], ['padding', 'airform light weight foam'], ['width', '143mm'], ['rails', 'crmo ti'], ['intended use', 'trail, all mountain, enduro, downhill, freeride'], ['rail dimensions', '7mm'], ['weight', '261g'], ['rail material', 'steel'], ['mtb', 'yes']]",49.99,saddle,enduro
145,Nukeproof Sam Hill Enduro Saddle,"[['material', 'glass fibre-reinforced nylon (base), microfibre (cover)'], ['padding', 'airform lightweight foam'], ['width', '143mm'], ['rails', 'crmo ti'], ['intended use', 'trail, all mountain, enduro, downhill, freeride'], ['rail dimensions', '7mm'], ['weight', '261g'], ['rail material', 'steel'], ['mtb', 'yes']]",49.99,saddle,enduro
304,Ergon SM Enduro Pro Titanium Men's Saddle,"[['shell', 'carbon composite'], ['rails', 'titanium'], ['cover', 'microfibre'], ['side flanks', 'yes'], ['edge protection', 'yes'], ['padding', 'orthopedic aircell foam'], ['dimensions', 'small/medium'], ['weight', '225g (s/m), 230g (m/l)'], ['rail material', 'titanium'], ['road', 'yes']]",174.99,saddle,enduro
5463,Brand-X Enduro MTB Stem,"[['material', '3d forged aluminium'], ['clamp diameter', '31.8mm'], ['rise', '3 degrees'], ['weight', '114g (35mm), 131g (45mm) and 134g (55mm)'], ['finish', 'anodised'], ['colour', 'black']]",11.49,stem,enduro
5801,Brand-X Enduro MTB Stem,"[['material', '3d forged aluminium'], ['clamp diameter', '31.8mm'], ['rise', '3 degrees'], ['weight', '114g (35mm), 131g (45mm) and 134g (55mm)'], ['finish', 'anodised'], ['colour', 'black']]",11.49,stem,enduro
6393,Time ATAC MX 4 Enduro Pedals,"[['weight', '437g/pair'], ['commuter', 'yes'], ['touring', 'yes'], ['mtb', 'yes']]",63.99,pedals,enduro
6394,Time ATAC MX 2 Enduro Pedals,"[['weight', '420g (pair)'], ['commuter', 'yes'], ['touring', 'yes'], ['mtb', 'yes']]",56.99,pedals,enduro
6415,Time ATAC MX 6 Enduro Pedals,"[['material', 'body'], ['finish', 'french edition grey'], ['use', 'enduro'], ['cleats', 'atac cleats (included)'], ['pedal stack height', '19mm'], ['threading', '9/16 - 20""'], ['release angle', '10 degrees with atac easy cleats, 13 or 17 degrees with atac cleats'], ['distance pedal spindle / crank arm', '54mm; lateral freedom'], ['single or pair', 'pair'], ['weight', '190g (per pedal)'], ['mtb', 'yes']]",88.99,pedals,enduro
6435,Time Speciale 12 Enduro Pedals,"[['material', '6106 t6 - aluminum'], ['cleats', 'atac cleats'], ['axle component', 'oversized hollow steel axle'], ['bearings', 'steel bearings'], ['pedal stack height', '17mm'], ['release angle', '10 degrees with atac easy cleats, 13 or 17 degrees with atac cleats'], ['tension', 'micro adjustment'], ['threading', '9/16 - 20 inch'], ['weight', '404g (pair)'], ['cyclocross', 'yes'], ['mtb', 'yes']]",245.99,pedals,enduro
6445,Time Speciale 8 Enduro Pedals,"[['material', 'body'], ['use', 'mtb, enduro'], ['tension', 'micro-adjustment'], ['binding', 'dual-sided'], ['pins', '4 per pedal'], ['stack height', '17mm'], ['compatibility', 'shoes with spd system'], ['weight', '392g (approx)'], ['mtb', 'yes']]",133.99,pedals,enduro
6487,Nukeproof Horizon Pro Sam Hill Enduro Pedals,"[['body material', 'forged and cnc-machined 6061-t6 aluminium'], ['axle material', 'crmo'], ['use', 'mtb, enduro'], ['axle', '9/16""'], ['bushings', '2x du bushings'], ['bearings', '4x sealed z989 cartridge bearings (per pair)'], ['spare pins included', 'no'], ['dimensions', '111x99x18mm (lxwxd)'], ['weight', '407g (pair, approx)'], ['cyclocross', 'yes'], ['mtb', 'yes']]",69.99,pedals,enduro
6513,Nukeproof Horizon Pro Ti Sam Hill Enduro Pedals,"[['body material', 'forged and cnc-machined 6061-t6 aluminium'], ['axle material', 'titanium'], ['use', 'mtb, enduro'], ['axle', '9/16""'], ['bushings', '2x du bushings'], ['bearings', '4x sealed z989 cartridge bearings (per pair)'], ['spare pins included', 'no'], ['part number', '102270558sh03pedfltiblk'], ['weight', '337g (approx)'], ['cyclocross', 'yes'], ['mtb', 'yes']]",139.99,pedals,enduro
6592,Time ATAC MX 4 Enduro Pedals,"[['weight', '437g/pair'], ['commuter', 'yes'], ['touring', 'yes'], ['mtb', 'yes']]",63.99,pedals,enduro
6593,Time ATAC MX 2 Enduro Pedals,"[['weight', '420g (pair)'], ['commuter', 'yes'], ['touring', 'yes'], ['mtb', 'yes']]",56.99,pedals,enduro
6605,Nukeproof Horizon Pro Sam Hill Enduro Pedals,"[['body material', 'forged and cnc-machined 6061-t6 aluminium'], ['axle material', 'crmo'], ['use', 'mtb, enduro'], ['axle', '9/16""'], ['bushings', '2x du bushings'], ['bearings', '4x sealed z989 cartridge bearings (per pair)'], ['spare pins included', 'no'], ['dimensions', '111x99x18mm (lxwxd)'], ['weight', '407g (pair, approx)'], ['cyclocross', 'yes'], ['mtb', 'yes']]",69.99,pedals,enduro
6631,Time ATAC MX 6 Enduro Pedals,"[['material', 'body'], ['finish', 'french edition grey'], ['use', 'enduro'], ['cleats', 'atac cleats (included)'], ['pedal stack height', '19mm'], ['threading', '9/16 - 20""'], ['release angle', '10 degrees with atac easy cleats, 13 or 17 degrees with atac cleats'], ['distance pedal spindle / crank arm', '54mm; lateral freedom'], ['single or pair', 'pair'], ['weight', '190g (per pedal)'], ['mtb', 'yes']]",88.99,pedals,enduro
6656,Nukeproof Horizon Pro Ti Sam Hill Enduro Pedals,"[['body material', 'forged and cnc-machined 6061-t6 aluminium'], ['axle material', 'titanium'], ['use', 'mtb, enduro'], ['axle', '9/16""'], ['bushings', '2x du bushings'], ['bearings', '4x sealed z989 cartridge bearings (per pair)'], ['spare pins included', 'no'], ['part number', '102270558sh03pedfltiblk'], ['weight', '337g (approx)'], ['cyclocross', 'yes'], ['mtb', 'yes']]",139.99,pedals,enduro
6678,Time Speciale 12 Enduro Pedals,"[['material', '6106 t6 - aluminum'], ['cleats', 'atac cleats'], ['axle component', 'oversized hollow steel axle'], ['bearings', 'steel bearings'], ['pedal stack height', '17mm'], ['release angle', '10 degrees with atac easy cleats, 13 or 17 degrees with atac cleats'], ['tension', 'micro adjustment'], ['threading', '9/16 - 20 inch'], ['weight', '404g (pair)'], ['cyclocross', 'yes'], ['mtb', 'yes']]",245.99,pedals,enduro
6695,Time Speciale 8 Enduro Pedals,"[['material', 'body'], ['use', 'mtb, enduro'], ['tension', 'micro-adjustment'], ['binding', 'dual-sided'], ['pins', '4 per pedal'], ['stack height', '17mm'], ['compatibility', 'shoes with spd system'], ['weight', '392g (approx)'], ['mtb', 'yes']]",133.99,pedals,enduro
