Character1,Character2,MidWithOffLane,MidWithSemiSupport,MidWithFullSupport,MidWithCarry,OffLaneWithMid,OffLaneWithSemiSupport,OffLaneWithFullSupport,OffLaneWithCarry,SemiSupportWithMid,SemiSupportWithOffLane,SemiSupportWithFullSupport,SemiSupportWithCarry,FullSupportWithMid,FullSupportWithOffLane,FullSupportWithSemiSupport,FullSupportWithCarry,CarryWithMid,CarryWithOffLane,CarryWithSemiSupport,CarryWithFullSupport,MidAgainstMid,MidAgainstOffLane,MidAgainstSemiSupport,MidAgainstFullSupport,MidAgainstCarry,OffLaneAgainstMid,OffLaneAgainstOffLane,OffLaneAgainstSemiSupport,OffLaneAgainstFullSupport,OffLaneAgainstCarry,SemiSupportAgainstMid,SemiSupportAgainstOffLane,SemiSupportAgainstSemiSupport,SemiSupportAgainstFullSupport,SemiSupportAgainstCarry,FullSupportAgainstMid,FullSupportAgainstOffLane,FullSupportAgainstSemiSupport,FullSupportAgainstFullSupport,FullSupportAgainstCarry,CarryAgainstMid,CarryAgainstOffLane,CarryAgainstSemiSupport,CarryAgainstFullSupport,CarryAgainstCarry
Brewmaster,Oracle,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645
Brewmaster,Morphling,0.4786,0.4786,0.4786,0.4786,0.4786,0.4786,0.4786,0.4786,0.4786,0.4786,0.4786,0.4786,0.4786,0.4786,0.4786,0.4786,0.4786,0.4786,0.4786,0.4786,0.4737,0.4737,0.4737,0.4737,0.4737,0.4737,0.4737,0.4737,0.4737,0.4737,0.4737,0.4737,0.4737,0.4737,0.4737,0.4737,0.4737,0.4737,0.4737,0.4737,0.4737,0.4737,0.4737,0.4737,0.4737
Brewmaster,Warlock,0.5171,0.5171,0.5171,0.5171,0.5171,0.5171,0.5171,0.5171,0.5171,0.5171,0.5171,0.5171,0.5171,0.5171,0.5171,0.5171,0.5171,0.5171,0.5171,0.5171,0.5177,0.5177,0.5177,0.5177,0.5177,0.5177,0.5177,0.5177,0.5177,0.5177,0.5177,0.5177,0.5177,0.5177,0.5177,0.5177,0.5177,0.5177,0.5177,0.5177,0.5177,0.5177,0.5177,0.5177,0.5177
Brewmaster,Elder Titan,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.5345,0.5345,0.5345,0.5345,0.5345,0.5345,0.5345,0.5345,0.5345,0.5345,0.5345,0.5345,0.5345,0.5345,0.5345,0.5345,0.5345,0.5345,0.5345,0.5345,0.5345,0.5345,0.5345,0.5345,0.5345
Brewmaster,Skywrath Mage,0.5043,0.5043,0.5043,0.5043,0.5043,0.5043,0.5043,0.5043,0.5043,0.5043,0.5043,0.5043,0.5043,0.5043,0.5043,0.5043,0.5043,0.5043,0.5043,0.5043,0.5046,0.5046,0.5046,0.5046,0.5046,0.5046,0.5046,0.5046,0.5046,0.5046,0.5046,0.5046,0.5046,0.5046,0.5046,0.5046,0.5046,0.5046,0.5046,0.5046,0.5046,0.5046,0.5046,0.5046,0.5046
Brewmaster,Dawnbreaker,0.5232,0.5232,0.5232,0.5232,0.5232,0.5232,0.5232,0.5232,0.5232,0.5232,0.5232,0.5232,0.5232,0.5232,0.5232,0.5232,0.5232,0.5232,0.5232,0.5232,0.4471,0.4471,0.4471,0.4471,0.4471,0.4471,0.4471,0.4471,0.4471,0.4471,0.4471,0.4471,0.4471,0.4471,0.4471,0.4471,0.4471,0.4471,0.4471,0.4471,0.4471,0.4471,0.4471,0.4471,0.4471
Brewmaster,Batrider,0.5255,0.5255,0.5255,0.5255,0.5255,0.5255,0.5255,0.5255,0.5255,0.5255,0.5255,0.5255,0.5255,0.5255,0.5255,0.5255,0.5255,0.5255,0.5255,0.5255,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339
Brewmaster,Lone Druid,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.4818,0.4818,0.4818,0.4818,0.4818,0.4818,0.4818,0.4818,0.4818,0.4818,0.4818,0.4818,0.4818,0.4818,0.4818,0.4818,0.4818,0.4818,0.4818,0.4818,0.4818,0.4818,0.4818,0.4818,0.4818
Brewmaster,Omniknight,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4783,0.4783,0.4783,0.4783,0.4783,0.4783,0.4783,0.4783,0.4783,0.4783,0.4783,0.4783,0.4783,0.4783,0.4783,0.4783,0.4783,0.4783,0.4783,0.4783,0.4783,0.4783,0.4783,0.4783,0.4783
Brewmaster,Outworld Destroyer,0.4949,0.4949,0.4949,0.4949,0.4949,0.4949,0.4949,0.4949,0.4949,0.4949,0.4949,0.4949,0.4949,0.4949,0.4949,0.4949,0.4949,0.4949,0.4949,0.4949,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059
Brewmaster,Keeper Of The Light,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Brewmaster,Visage,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.432,0.432,0.432,0.432,0.432,0.432,0.432,0.432,0.432,0.432,0.432,0.432,0.432,0.432,0.432,0.432,0.432,0.432,0.432,0.432,0.432,0.432,0.432,0.432,0.432
Brewmaster,Legion Commander,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736
Brewmaster,Grimstroke,0.4762,0.4762,0.4762,0.4762,0.4762,0.4762,0.4762,0.4762,0.4762,0.4762,0.4762,0.4762,0.4762,0.4762,0.4762,0.4762,0.4762,0.4762,0.4762,0.4762,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815
Brewmaster,Undying,0.4671,0.4671,0.4671,0.4671,0.4671,0.4671,0.4671,0.4671,0.4671,0.4671,0.4671,0.4671,0.4671,0.4671,0.4671,0.4671,0.4671,0.4671,0.4671,0.4671,0.4854,0.4854,0.4854,0.4854,0.4854,0.4854,0.4854,0.4854,0.4854,0.4854,0.4854,0.4854,0.4854,0.4854,0.4854,0.4854,0.4854,0.4854,0.4854,0.4854,0.4854,0.4854,0.4854,0.4854,0.4854
Brewmaster,Leshrac,0.4579,0.4579,0.4579,0.4579,0.4579,0.4579,0.4579,0.4579,0.4579,0.4579,0.4579,0.4579,0.4579,0.4579,0.4579,0.4579,0.4579,0.4579,0.4579,0.4579,0.5027,0.5027,0.5027,0.5027,0.5027,0.5027,0.5027,0.5027,0.5027,0.5027,0.5027,0.5027,0.5027,0.5027,0.5027,0.5027,0.5027,0.5027,0.5027,0.5027,0.5027,0.5027,0.5027,0.5027,0.5027
Brewmaster,Bloodseeker,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547
Brewmaster,Death Prophet,0.5556,0.5556,0.5556,0.5556,0.5556,0.5556,0.5556,0.5556,0.5556,0.5556,0.5556,0.5556,0.5556,0.5556,0.5556,0.5556,0.5556,0.5556,0.5556,0.5556,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808
Brewmaster,Enigma,0.5294,0.5294,0.5294,0.5294,0.5294,0.5294,0.5294,0.5294,0.5294,0.5294,0.5294,0.5294,0.5294,0.5294,0.5294,0.5294,0.5294,0.5294,0.5294,0.5294,0.5028,0.5028,0.5028,0.5028,0.5028,0.5028,0.5028,0.5028,0.5028,0.5028,0.5028,0.5028,0.5028,0.5028,0.5028,0.5028,0.5028,0.5028,0.5028,0.5028,0.5028,0.5028,0.5028,0.5028,0.5028
Brewmaster,Arc Warden,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5227,0.5227,0.5227,0.5227,0.5227,0.5227,0.5227,0.5227,0.5227,0.5227,0.5227,0.5227,0.5227,0.5227,0.5227,0.5227,0.5227,0.5227,0.5227,0.5227,0.5227,0.5227,0.5227,0.5227,0.5227
Brewmaster,Naga Siren,0.5313,0.5313,0.5313,0.5313,0.5313,0.5313,0.5313,0.5313,0.5313,0.5313,0.5313,0.5313,0.5313,0.5313,0.5313,0.5313,0.5313,0.5313,0.5313,0.5313,0.5402,0.5402,0.5402,0.5402,0.5402,0.5402,0.5402,0.5402,0.5402,0.5402,0.5402,0.5402,0.5402,0.5402,0.5402,0.5402,0.5402,0.5402,0.5402,0.5402,0.5402,0.5402,0.5402,0.5402,0.5402
Brewmaster,Sven,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4538,0.4538,0.4538,0.4538,0.4538,0.4538,0.4538,0.4538,0.4538,0.4538,0.4538,0.4538,0.4538,0.4538,0.4538,0.4538,0.4538,0.4538,0.4538,0.4538,0.4538,0.4538,0.4538,0.4538,0.4538
Brewmaster,Clinkz,0.4174,0.4174,0.4174,0.4174,0.4174,0.4174,0.4174,0.4174,0.4174,0.4174,0.4174,0.4174,0.4174,0.4174,0.4174,0.4174,0.4174,0.4174,0.4174,0.4174,0.4909,0.4909,0.4909,0.4909,0.4909,0.4909,0.4909,0.4909,0.4909,0.4909,0.4909,0.4909,0.4909,0.4909,0.4909,0.4909,0.4909,0.4909,0.4909,0.4909,0.4909,0.4909,0.4909,0.4909,0.4909
Brewmaster,Riki,0.419,0.419,0.419,0.419,0.419,0.419,0.419,0.419,0.419,0.419,0.419,0.419,0.419,0.419,0.419,0.419,0.419,0.419,0.419,0.419,0.5433,0.5433,0.5433,0.5433,0.5433,0.5433,0.5433,0.5433,0.5433,0.5433,0.5433,0.5433,0.5433,0.5433,0.5433,0.5433,0.5433,0.5433,0.5433,0.5433,0.5433,0.5433,0.5433,0.5433,0.5433
Brewmaster,Meepo,0.4459,0.4459,0.4459,0.4459,0.4459,0.4459,0.4459,0.4459,0.4459,0.4459,0.4459,0.4459,0.4459,0.4459,0.4459,0.4459,0.4459,0.4459,0.4459,0.4459,0.4494,0.4494,0.4494,0.4494,0.4494,0.4494,0.4494,0.4494,0.4494,0.4494,0.4494,0.4494,0.4494,0.4494,0.4494,0.4494,0.4494,0.4494,0.4494,0.4494,0.4494,0.4494,0.4494,0.4494,0.4494
Brewmaster,Wraith King,0.4268,0.4268,0.4268,0.4268,0.4268,0.4268,0.4268,0.4268,0.4268,0.4268,0.4268,0.4268,0.4268,0.4268,0.4268,0.4268,0.4268,0.4268,0.4268,0.4268,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299
Brewmaster,Chen,0.4878,0.4878,0.4878,0.4878,0.4878,0.4878,0.4878,0.4878,0.4878,0.4878,0.4878,0.4878,0.4878,0.4878,0.4878,0.4878,0.4878,0.4878,0.4878,0.4878,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405
Brewmaster,Chaos Knight,0.4407,0.4407,0.4407,0.4407,0.4407,0.4407,0.4407,0.4407,0.4407,0.4407,0.4407,0.4407,0.4407,0.4407,0.4407,0.4407,0.4407,0.4407,0.4407,0.4407,0.5231,0.5231,0.5231,0.5231,0.5231,0.5231,0.5231,0.5231,0.5231,0.5231,0.5231,0.5231,0.5231,0.5231,0.5231,0.5231,0.5231,0.5231,0.5231,0.5231,0.5231,0.5231,0.5231,0.5231,0.5231
Brewmaster,Lycan,0.4722,0.4722,0.4722,0.4722,0.4722,0.4722,0.4722,0.4722,0.4722,0.4722,0.4722,0.4722,0.4722,0.4722,0.4722,0.4722,0.4722,0.4722,0.4722,0.4722,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505
Brewmaster,Tidehunter,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.5238,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495
Brewmaster,Phantom Lancer,0.3115,0.3115,0.3115,0.3115,0.3115,0.3115,0.3115,0.3115,0.3115,0.3115,0.3115,0.3115,0.3115,0.3115,0.3115,0.3115,0.3115,0.3115,0.3115,0.3115,0.5357,0.5357,0.5357,0.5357,0.5357,0.5357,0.5357,0.5357,0.5357,0.5357,0.5357,0.5357,0.5357,0.5357,0.5357,0.5357,0.5357,0.5357,0.5357,0.5357,0.5357,0.5357,0.5357,0.5357,0.5357
Brewmaster,Dark Seer,0.4667,0.4667,0.4667,0.4667,0.4667,0.4667,0.4667,0.4667,0.4667,0.4667,0.4667,0.4667,0.4667,0.4667,0.4667,0.4667,0.4667,0.4667,0.4667,0.4667,0.4299,0.4299,0.4299,0.4299,0.4299,0.4299,0.4299,0.4299,0.4299,0.4299,0.4299,0.4299,0.4299,0.4299,0.4299,0.4299,0.4299,0.4299,0.4299,0.4299,0.4299,0.4299,0.4299,0.4299,0.4299
Bristleback,Witch Doctor,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.5167,0.5167,0.5167,0.5167,0.5167,0.5167,0.5167,0.5167,0.5167,0.5167,0.5167,0.5167,0.5167,0.5167,0.5167,0.5167,0.5167,0.5167,0.5167,0.5167,0.5167,0.5167,0.5167,0.5167,0.5167
Bristleback,Beastmaster,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162
Bristleback,Lina,0.4486,0.4486,0.4486,0.4486,0.4486,0.4486,0.4486,0.4486,0.4486,0.4486,0.4486,0.4486,0.4486,0.4486,0.4486,0.4486,0.4486,0.4486,0.4486,0.4486,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195
Bristleback,Rubick,0.4408,0.4408,0.4408,0.4408,0.4408,0.4408,0.4408,0.4408,0.4408,0.4408,0.4408,0.4408,0.4408,0.4408,0.4408,0.4408,0.4408,0.4408,0.4408,0.4408,0.4913,0.4913,0.4913,0.4913,0.4913,0.4913,0.4913,0.4913,0.4913,0.4913,0.4913,0.4913,0.4913,0.4913,0.4913,0.4913,0.4913,0.4913,0.4913,0.4913,0.4913,0.4913,0.4913,0.4913,0.4913
Bristleback,Jakiro,0.4469,0.4469,0.4469,0.4469,0.4469,0.4469,0.4469,0.4469,0.4469,0.4469,0.4469,0.4469,0.4469,0.4469,0.4469,0.4469,0.4469,0.4469,0.4469,0.4469,0.5047,0.5047,0.5047,0.5047,0.5047,0.5047,0.5047,0.5047,0.5047,0.5047,0.5047,0.5047,0.5047,0.5047,0.5047,0.5047,0.5047,0.5047,0.5047,0.5047,0.5047,0.5047,0.5047,0.5047,0.5047
Bristleback,Timbersaw,0.4439,0.4439,0.4439,0.4439,0.4439,0.4439,0.4439,0.4439,0.4439,0.4439,0.4439,0.4439,0.4439,0.4439,0.4439,0.4439,0.4439,0.4439,0.4439,0.4439,0.5083,0.5083,0.5083,0.5083,0.5083,0.5083,0.5083,0.5083,0.5083,0.5083,0.5083,0.5083,0.5083,0.5083,0.5083,0.5083,0.5083,0.5083,0.5083,0.5083,0.5083,0.5083,0.5083,0.5083,0.5083
Bristleback,Doom,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049,0.5049
Bristleback,Gyrocopter,0.4351,0.4351,0.4351,0.4351,0.4351,0.4351,0.4351,0.4351,0.4351,0.4351,0.4351,0.4351,0.4351,0.4351,0.4351,0.4351,0.4351,0.4351,0.4351,0.4351,0.5457,0.5457,0.5457,0.5457,0.5457,0.5457,0.5457,0.5457,0.5457,0.5457,0.5457,0.5457,0.5457,0.5457,0.5457,0.5457,0.5457,0.5457,0.5457,0.5457,0.5457,0.5457,0.5457,0.5457,0.5457
Bristleback,Razor,0.4303,0.4303,0.4303,0.4303,0.4303,0.4303,0.4303,0.4303,0.4303,0.4303,0.4303,0.4303,0.4303,0.4303,0.4303,0.4303,0.4303,0.4303,0.4303,0.4303,0.5205,0.5205,0.5205,0.5205,0.5205,0.5205,0.5205,0.5205,0.5205,0.5205,0.5205,0.5205,0.5205,0.5205,0.5205,0.5205,0.5205,0.5205,0.5205,0.5205,0.5205,0.5205,0.5205,0.5205,0.5205
Bristleback,Natures Prophet,0.4173,0.4173,0.4173,0.4173,0.4173,0.4173,0.4173,0.4173,0.4173,0.4173,0.4173,0.4173,0.4173,0.4173,0.4173,0.4173,0.4173,0.4173,0.4173,0.4173,0.5039,0.5039,0.5039,0.5039,0.5039,0.5039,0.5039,0.5039,0.5039,0.5039,0.5039,0.5039,0.5039,0.5039,0.5039,0.5039,0.5039,0.5039,0.5039,0.5039,0.5039,0.5039,0.5039,0.5039,0.5039
Bristleback,Techies,0.4225,0.4225,0.4225,0.4225,0.4225,0.4225,0.4225,0.4225,0.4225,0.4225,0.4225,0.4225,0.4225,0.4225,0.4225,0.4225,0.4225,0.4225,0.4225,0.4225,0.5454,0.5454,0.5454,0.5454,0.5454,0.5454,0.5454,0.5454,0.5454,0.5454,0.5454,0.5454,0.5454,0.5454,0.5454,0.5454,0.5454,0.5454,0.5454,0.5454,0.5454,0.5454,0.5454,0.5454,0.5454
Bristleback,Kez,0.4071,0.4071,0.4071,0.4071,0.4071,0.4071,0.4071,0.4071,0.4071,0.4071,0.4071,0.4071,0.4071,0.4071,0.4071,0.4071,0.4071,0.4071,0.4071,0.4071,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412
Bristleback,Windranger,0.4089,0.4089,0.4089,0.4089,0.4089,0.4089,0.4089,0.4089,0.4089,0.4089,0.4089,0.4089,0.4089,0.4089,0.4089,0.4089,0.4089,0.4089,0.4089,0.4089,0.5531,0.5531,0.5531,0.5531,0.5531,0.5531,0.5531,0.5531,0.5531,0.5531,0.5531,0.5531,0.5531,0.5531,0.5531,0.5531,0.5531,0.5531,0.5531,0.5531,0.5531,0.5531,0.5531,0.5531,0.5531
Bristleback,Enchantress,0.3891,0.3891,0.3891,0.3891,0.3891,0.3891,0.3891,0.3891,0.3891,0.3891,0.3891,0.3891,0.3891,0.3891,0.3891,0.3891,0.3891,0.3891,0.3891,0.3891,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522
Bristleback,Mirana,0.3838,0.3838,0.3838,0.3838,0.3838,0.3838,0.3838,0.3838,0.3838,0.3838,0.3838,0.3838,0.3838,0.3838,0.3838,0.3838,0.3838,0.3838,0.3838,0.3838,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366
Bristleback,Sven,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406
Dark Willow,Doom,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218
Dark Willow,Primal Beast,0.4964,0.4964,0.4964,0.4964,0.4964,0.4964,0.4964,0.4964,0.4964,0.4964,0.4964,0.4964,0.4964,0.4964,0.4964,0.4964,0.4964,0.4964,0.4964,0.4964,0.5284,0.5284,0.5284,0.5284,0.5284,0.5284,0.5284,0.5284,0.5284,0.5284,0.5284,0.5284,0.5284,0.5284,0.5284,0.5284,0.5284,0.5284,0.5284,0.5284,0.5284,0.5284,0.5284,0.5284,0.5284
Dark Willow,Monkey King,0.4816,0.4816,0.4816,0.4816,0.4816,0.4816,0.4816,0.4816,0.4816,0.4816,0.4816,0.4816,0.4816,0.4816,0.4816,0.4816,0.4816,0.4816,0.4816,0.4816,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233
Dark Willow,Tiny,0.4735,0.4735,0.4735,0.4735,0.4735,0.4735,0.4735,0.4735,0.4735,0.4735,0.4735,0.4735,0.4735,0.4735,0.4735,0.4735,0.4735,0.4735,0.4735,0.4735,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218
Dark Willow,Snapfire,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.5249,0.5249,0.5249,0.5249,0.5249,0.5249,0.5249,0.5249,0.5249,0.5249,0.5249,0.5249,0.5249,0.5249,0.5249,0.5249,0.5249,0.5249,0.5249,0.5249,0.5249,0.5249,0.5249,0.5249,0.5249
Dark Willow,Faceless Void,0.4592,0.4592,0.4592,0.4592,0.4592,0.4592,0.4592,0.4592,0.4592,0.4592,0.4592,0.4592,0.4592,0.4592,0.4592,0.4592,0.4592,0.4592,0.4592,0.4592,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412
Clinkz,Medusa,0.5642,0.5642,0.5642,0.5642,0.5642,0.5642,0.5642,0.5642,0.5642,0.5642,0.5642,0.5642,0.5642,0.5642,0.5642,0.5642,0.5642,0.5642,0.5642,0.5642,0.4832,0.4832,0.4832,0.4832,0.4832,0.4832,0.4832,0.4832,0.4832,0.4832,0.4832,0.4832,0.4832,0.4832,0.4832,0.4832,0.4832,0.4832,0.4832,0.4832,0.4832,0.4832,0.4832,0.4832,0.4832
Clinkz,Abaddon,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454,0.454
Clinkz,Tinker,0.5773,0.5773,0.5773,0.5773,0.5773,0.5773,0.5773,0.5773,0.5773,0.5773,0.5773,0.5773,0.5773,0.5773,0.5773,0.5773,0.5773,0.5773,0.5773,0.5773,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844
