artist,song,chordAbs,chordRel,link,keyTonic,keyScale
ZUN,UFO Romance in the Night Sky,"['Gm/Bb', 'F/A', 'Db/Ab', 'Eb/G', 'Fm', 'Eb', 'Db', 'Eb', 'F/A', 'Gm/Bb', 'F/A', 'Db/Ab', 'Eb/G', 'Fm', 'Eb', 'Db', 'Eb', 'F/A', 'Gb', 'Ab', 'Bbm', 'Ab/C', 'Gb/Db', 'Ab/Eb', 'Bbm/F', 'Ab', 'Gb', 'Ao', 'Bbm', 'Ab/C', 'Gb/Db', 'Ab/C', 'Bbm', 'Bbsus4', 'Bbm/Ab', 'Gb', 'Ab', 'Bbm', 'Ab/C', 'Gb/Db', 'Ab/Eb', 'Bbm/F', 'Ab', 'Gb', 'Ao', 'Bbm', 'Ab/C', 'Gb/Db', 'Ab/C', 'Bbm', 'Bbm(add9)', 'Bbm/Ab']","['#vi6', 'V6', 'III64', 'IV6', 'v', 'IV', 'III', 'IV', 'V6', '#vi6', 'V6', 'III64', 'IV6', 'v', 'IV', 'III', 'IV', 'V6', 'VI', 'VII', 'i', 'VII6', 'VI64', 'VII64', 'i64', 'VII', 'VI', 'viio', 'i', 'VII6', 'VI64', 'VII6', 'i', 'isus4', 'i42', 'VI', 'VII', 'i', 'VII6', 'VI64', 'VII64', 'i64', 'VII', 'VI', 'viio', 'i', 'VII6', 'VI64', 'VII6', 'i', 'i(add9)', 'i42']",/theorytab/view/zun/ufo-romance-in-the-night-sky,Bb,minor
ZUN,Unknown X - Unfound Adventure,"['Dm', 'Dbm', 'Cm', 'Cbm', 'Bbm', 'Asus4', 'Absus4', 'Eb7/Bb', 'A/E', 'Dm', 'Dbm', 'Cm', 'Cbm', 'Bbm', 'Dm/A', 'Dbm/Ab', 'Em7(b5)/Bb', 'A/C#']","['i', 'bi', 'vii', 'bvii', 'vi', 'vsus4', 'bVsus4', 'bII43', 'V64', 'i', 'bi', 'vii', 'bvii', 'vi', 'i64', 'bi64', 'iiø43', 'V6']",/theorytab/view/zun/unknown-x---unfound-adventure,D,minor
ZUN,Unlocated Hell,"['Dm', 'Dm', 'Dm/F', 'Dm', 'Dm/A', 'Dm', 'Dm', 'Dm/F', 'Dm', 'Dm/A', 'Dm', 'Dm', 'C#m', 'C#o', 'Dm', 'Dm', 'C#o/E', 'C#o/E', 'Dm/F', 'Dm/F', 'C#o/G', 'C#o/G', 'Dm/A', 'Dm/A', 'C#o', 'C#o', 'F', 'G', 'Em', 'Am', 'Dm', 'Em', 'F', 'G#m', 'E/B', 'F', 'G', 'Em', 'Am', 'Dm', 'Em', 'F', 'G#m', 'E/B', 'Db', 'Eb', 'C', 'Fm', 'Bbm', 'C', 'Db', 'Em', 'C/G', 'Db', 'Eb', 'C', 'Fm', 'Bbm', 'C', 'Db', 'Em', 'C/G', 'Dm/A', 'Dm/A', 'Dm', 'A/C#', 'Dm', 'A/E', 'Fm', 'C/E', 'Fm', 'C/G', 'Abm', 'Eb/G', 'Abm', 'C', 'Dm', 'Dm', 'Dm', 'Dm', 'Bbmaj7', 'Bbmaj7', 'Bbmaj7', 'Bbmaj7', 'Dm', 'Dm', 'C', 'C', 'Bbmaj7', 'Bbmaj7', 'Bbmaj7', 'Bbmaj7']","['i', 'i', 'i6', 'i', 'i64', 'i', 'i', 'i6', 'i', 'i64', 'i', 'i', '#vii', '#viio', 'i', 'i', '#viio6', '#viio6', 'i6', 'i6', '#viio64', '#viio64', 'i64', 'i64', '#viio', '#viio', 'VI', 'VII', 'v', 'i', 'iv', 'v', 'VI', '#vii', 'V64', 'VI', 'VII', 'v', 'i', 'iv', 'v', 'VI', '#vii', 'V64', 'VI', 'VII', 'V', 'i', 'iv', 'V', 'VI', '#vii', 'V64', 'VI', 'VII', 'V', 'i', 'iv', 'V', 'VI', '#vii', 'V64', 'i64', 'i64', 'i', 'V6', 'i', 'V64', 'iii', 'VII6', 'iii', 'VII64', 'bv', 'bII6', 'bv', 'VII', 'i', 'i', 'i', 'i', 'VI7', 'VI7', 'VI7', 'VI7', 'i', 'i', 'VII', 'VII', 'VI7', 'VI7', 'VI7', 'VI7']",/theorytab/view/zun/unlocated-hell,D,minor
ZUN,Vanishing Dream - Lost Dream,"['Gm', 'Bb/F', 'C/E', 'Eb', 'F', 'Gm', 'Bb/F', 'C/E', 'Eb', 'F', 'Gm', 'Bb/F', 'C/E', 'Eb', 'F', 'Gm', 'Bb/F', 'C/E', 'Eb', 'F', 'Gm', 'Bb/F', 'C/E', 'Eb', 'F', 'Gm', 'Bb/F', 'C/E', 'Eb', 'F', 'Gm', 'Bb/F', 'C/E', 'Eb', 'F', 'Gm', 'Bb/F', 'C/E', 'Eb', 'F', 'Abmaj7', 'Bb', 'Cm', 'Abmaj7', 'Bb', 'Cm', 'Abmaj7', 'Bb', 'Cm', 'Abmaj7', 'Bb', 'G', 'Cm', 'Bb', 'Ab', 'Cm/G', 'Fm', 'Eb', 'Db', 'C', 'C/E', 'Fm', 'Eb/G', 'Fm/Ab', 'Eb/G', 'Db', 'Eb', 'F', 'Fm/Ab']","['i', 'III64', 'IV6', 'VI', 'VII', 'i', 'III64', 'IV6', 'VI', 'VII', 'i', 'III64', 'IV6', 'VI', 'VII', 'i', 'III64', 'IV6', 'VI', 'VII', 'i', 'III64', 'IV6', 'VI', 'VII', 'i', 'III64', 'IV6', 'VI', 'VII', 'i', 'III64', 'IV6', 'VI', 'VII', 'i', 'III64', 'IV6', 'VI', 'VII', 'VI7', 'VII', 'i', 'VI7', 'VII', 'i', 'VI7', 'VII', 'i', 'VI7', 'VII', 'V', 'i', 'VII', 'VI', 'i64', 'iv', 'III', 'bII', 'V', 'V6', 'iv', 'III6', 'iv6', 'III6', 'bII', 'III', 'IV', 'iv6']",/theorytab/view/zun/vanishing-dream---lost-dream,G,minor
ZUN,Voyage 1969,"['Cmaj7', 'Em', 'Cmaj7', 'D', 'Em', 'Cmaj7', 'Em', 'Cmaj7', 'D', 'B/D#', 'Cmaj7', 'Em', 'Cmaj7', 'D', 'Em']","['VI7', 'i', 'VI7', 'VII', 'i', 'VI7', 'i', 'VI7', 'VII', 'V6', 'VI7', 'i', 'VI7', 'VII', 'i']",/theorytab/view/zun/voyage-1969,E,minor
ZUN,Warrior Maiden - Heart of Valkyrie,"['Dm', 'Dm', 'Bb', 'C#o', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C']","['i', 'i', 'VI', '#viio', 'i', 'i', 'VI', 'VII', 'i', 'i', 'VI', 'VII', 'i', 'i', 'VI', 'VII']",/theorytab/view/zun/warrior-maiden---heart-of-valkyrie,D,minor
ZUN,White Illusionary Traveler,"['Dmaj7', 'C#7', 'C#m7', 'B', 'Bm', 'A', 'G#o', 'C#7', 'Dmaj7', 'C#7', 'C#m7', 'B', 'Bm', 'A', 'G#o', 'C#7', 'F#m', 'F#m', 'F#m', 'F#m', 'F#m', 'F#m', 'F#m', 'F#m', 'F#m', 'F#m', 'F#m', 'F#m']","['VI7', 'V7', 'v7', 'IV', 'iv', 'III', 'iio', 'V7', 'VI7', 'V7', 'v7', 'IV', 'iv', 'III', 'iio', 'V7', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i']",/theorytab/view/zun/white-illusionary-traveler,F#,minor
ZUN,Wind Circulation - Wind Tour,"['Bbmaj7', 'C', 'Dm', 'C', 'Bbmaj7', 'C', 'Dm', 'Dm/C', 'Dm/A', 'Dbmaj7', 'Eb', 'Fm', 'Eb', 'Dbmaj7', 'Eb', 'Dbmaj7', 'Eo', 'Eo', 'Fmaj11(no3no5)', 'Eo/G', 'Bbmaj7', 'C', 'Dm', 'C', 'Bbmaj7', 'C', 'Dm', 'Dm/C', 'Dm/A', 'Dbmaj7', 'Eb', 'Fm', 'Eb', 'Dbmaj7', 'Eb', 'Dbmaj7', 'Eo', 'Eo', 'Fmaj11(no3no5)', 'Eo/G']","['VI7', 'VII', 'i', 'VII', 'VI7', 'VII', 'i', 'i42', 'i64', 'bI7', 'bII', 'iii', 'bII', 'bI7', 'bII', 'bI7', 'iio', 'iio', 'III11(no3no5)', 'iio6', 'VI7', 'VII', 'i', 'VII', 'VI7', 'VII', 'i', 'i42', 'i64', 'bI7', 'bII', 'iii', 'bII', 'bI7', 'bII', 'bI7', 'iio', 'iio', 'III11(no3no5)', 'iio6']",/theorytab/view/zun/wind-circulation---wind-tour,D,minor
ZUN,Wind God Girl,"['Fm', 'Fm', 'Fm', 'Fm', 'Fm', 'Eb', 'Db', 'C', 'Fm', 'Eb', 'Db', 'C', 'Fm', 'Eb', 'Db', 'C', 'Fm', 'Eb', 'Db', 'C', 'Fm', 'Eb', 'Db', 'C', 'Fm', 'Eb', 'Db', 'C', 'Fm', 'Eb', 'Db', 'C', 'Fm', 'Eb', 'Db', 'C', 'Dbmaj7', 'Eb', 'Fm', 'Fm', 'Eb', 'Db', 'Eb', 'Dbmaj7', 'Eb', 'Fm', 'Fm', 'Eb', 'Db', 'Eb', 'Db', 'Eb', 'Bb', 'C', 'Db', 'Eb', 'Fm', 'Fm', 'Eb', 'Db', 'Eb', 'Fm', 'Fm', 'Eb', 'Dm', 'Dm', 'Fm', 'Fm', 'Eb', 'Dm', 'Dm', 'Db', 'Db', 'Eb', 'Fm', 'Fm', 'Db', 'Db', 'Eb', 'C7/G', 'Go7(#11)', 'C/E']","['i', 'i', 'i', 'i', 'i', 'VII', 'VI', 'V', 'i', 'VII', 'VI', 'V', 'i', 'VII', 'VI', 'V', 'i', 'VII', 'VI', 'V', 'i', 'VII', 'VI', 'V', 'i', 'VII', 'VI', 'V', 'i', 'VII', 'VI', 'V', 'i', 'VII', 'VI', 'V', 'VI7', 'VII', 'i', 'i', 'VII', 'VI', 'VII', 'VI7', 'VII', 'i', 'i', 'VII', 'VI', 'VII', 'VI', 'VII', 'IV', 'V', 'VI', 'VII', 'i', 'i', 'VII', 'VI', 'VII', 'i', 'i', 'VII', '#vi', '#vi', 'i', 'i', 'VII', '#vi', '#vi', 'VI', 'VI', 'VII', 'i', 'i', 'VI', 'VI', 'VII', 'V43', 'iiob7(#11)', 'V6']",/theorytab/view/zun/wind-god-girl,F,minor
ZUN,Winds of Time,"['C#m', 'B', 'A/C#', 'B', 'C#m', 'C#sus2', 'C#m', 'B', 'A/C#', 'B', 'C#m/E']","['i', 'VII', 'VI6', 'VII', 'i', 'isus2', 'i', 'VII', 'VI6', 'VII', 'i6']",/theorytab/view/zun/winds-of-time,C#,minor
ZUN,Witching Dream,"['Bb', 'C#o', 'Dm', 'Bb', 'C#o', 'Dm', 'F/C', 'Bb', 'C#o', 'Dm', 'Gm7', 'A', 'Bb', 'C']","['VI', 'viio', 'i', 'VI', 'viio', 'i', 'III64', 'VI', 'viio', 'i', 'iv7', 'V', 'VI', 'VII']",/theorytab/view/zun/witching-dream,D,minor
ZUN,Youkai Space Travel,"['G', 'A', 'Bm', 'Em', 'F#', 'G', 'F#m', 'E7sus2', 'G6', 'F#/A#', 'Bm', 'A', 'Gmaj7', 'Em', 'F#', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'Gmaj7']","['VI', 'VII', 'i', 'iv', 'V', 'VI', 'v', 'iv7sus2', 'VI(add6)', 'V6', 'i', 'VII', 'VI7', 'iv', 'V', 'i', 'VII', 'VI', 'i', 'VII', 'VI', 'i', 'VII', 'VI', 'VI7']",/theorytab/view/zun/youkai-space-travel,B,minor
ZZ Top,Gimme All Your Lovin,"['Bb', 'F', 'C', 'Bb', 'F', 'C', 'F', 'Bb', 'C', 'F', 'Bb', 'C', 'F', 'Bb', 'C', 'F', 'Bb', 'C', 'C', 'F', 'Bb', 'C', 'F', 'Bb', 'C']","['VII', 'IV', 'I', 'VII', 'IV', 'I', 'IV', 'VII', 'I', 'IV', 'VII', 'I', 'IV', 'VII', 'I', 'IV', 'VII', 'I', 'I', 'IV', 'VII', 'I', 'IV', 'VII', 'I']",/theorytab/view/zz-top/gimme-all-your-lovin,C,mixolydian
Zara Larsson,Ain't My Fault,"['Em7', 'F#m7', 'Gmaj7', 'Em7', 'F#m7', 'Gmaj7', 'Bbmaj7', 'D/A', 'A#o']","['iv7', 'v7', 'VI7', 'iv7', 'v7', 'VI7', 'bI7', 'III64', 'viio']",/theorytab/view/zara-larsson/aint-my-fault,B,minor
Zara Larsson,Look What You've Done,"['Dm(no3no5)', 'Dm', 'Dm', 'Dsus2', 'Dm', 'G(no3no5)', 'G', 'G', 'Gsus2', 'G', 'C(no3no5)', 'C', 'C', 'Csus2', 'C', 'F(no3no5)', 'F', 'F', 'Fsus2', 'F']","['i(no3no5)', 'i', 'i', 'isus2', 'i', 'IV(no3no5)', 'IV', 'IV', 'IVsus2', 'IV', 'VII(no3no5)', 'VII', 'VII', 'VIIsus2', 'VII', 'III(no3no5)', 'III', 'III', 'IIIsus2', 'III']",/theorytab/view/zara-larsson/look-what-youve-done,D,dorian
Zara Larsson,Lush Life,"['Eb', 'Cm', 'Gm', 'F', 'Eb', 'Cm', 'Gm', 'F']","['VI', 'iv', 'i', 'VII', 'VI', 'iv', 'i', 'VII']",/theorytab/view/zara-larsson/lush-life,G,minor
Zara Larsson,Never Forget You,"['Bm', 'G', 'Em', 'Bm', 'G', 'Em', 'Bm', 'G', 'Em', 'Bm', 'G', 'Em', 'Bm', 'G', 'A', 'Bm', 'G', 'A', 'Bm', 'G', 'A', 'Bm', 'G', 'A']","['i', 'VI', 'iv', 'i', 'VI', 'iv', 'i', 'VI', 'iv', 'i', 'VI', 'iv', 'i', 'VI', 'VII', 'i', 'VI', 'VII', 'i', 'VI', 'VII', 'i', 'VI', 'VII']",/theorytab/view/zara-larsson/never-forget-you,B,minor
Zara Larsson,Uncover - Callaway and Rosta Remix,"['Gmaj7', 'F#m/A', 'D(add9)/F#', 'D(add9)/F#', 'D(add9)/F#', 'Bm', 'D/A', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'F#m/A', 'Bm7', 'Bm7', 'Bm7', 'D', 'D(add9)/F#', 'Gmaj7', 'Gmaj7', 'Gmaj7']","['VI7', 'v6', 'III6(add9)', 'III6(add9)', 'III6(add9)', 'i', 'III64', 'VI7', 'VI7', 'VI7', 'VI7', 'v6', 'i7', 'i7', 'i7', 'III', 'III6(add9)', 'VI7', 'VI7', 'VI7']",/theorytab/view/zara-larsson/uncover---callaway-and-rosta-remix,B,minor
Zayn,PILLOWTALK,"['C#m', 'E/B', 'B', 'C#m', 'Em/B', 'B', 'E', 'F#', 'E', 'F#', 'B']","['ii', 'IV64', 'I', 'ii', 'iv64', 'I', 'IV', 'V', 'IV', 'V', 'I']",/theorytab/view/zayn/pillowtalk,B,major
Zbigniew Preisner,Lacrimosa,"['Dm', 'C', 'Am', 'Dm', 'C', 'Am', 'Dm', 'C', 'A', 'Dm', 'C', 'A', 'Dm', 'C', 'Gm', 'Dm', 'C', 'Gm', 'Dm', 'C', 'A7', 'Dm', 'C', 'A7', 'Dm', 'Am', 'Bb', 'A7', 'Dm', 'Am', 'Bb', 'A', 'Dm']","['i', 'VII', 'v', 'i', 'VII', 'v', 'i', 'VII', 'V', 'i', 'VII', 'V', 'i', 'VII', 'iv', 'i', 'VII', 'iv', 'i', 'VII', 'V7', 'i', 'VII', 'V7', 'i', 'v', 'VI', 'V7', 'i', 'v', 'VI', 'V', 'i']",/theorytab/view/zbigniew-preisner/lacrimosa,D,minor
Zebrahead,Someday,"['E', 'C#m', 'E', 'A', 'B', 'E', 'C#m', 'E', 'A', 'B', 'E', 'C#m', 'E', 'A', 'B', 'E', 'C#m', 'E', 'A', 'B']","['I', 'vi', 'I', 'IV', 'V', 'I', 'vi', 'I', 'IV', 'V', 'I', 'vi', 'I', 'IV', 'V', 'I', 'vi', 'I', 'IV', 'V']",/theorytab/view/zebrahead/someday,E,major
Zedd,Addicted to a Memory feat Bahari,"['C#', 'B(add9)', 'F#m7', 'G#m7', 'Amaj7', 'E6', 'F#m', 'G#m', 'A', 'C#', 'C#/B#', 'B(add9)', 'C#/E#', 'F#m7', 'G#m7', 'Amaj7', 'E6', 'F#m', 'G#m', 'A', 'Db', 'Ebm(b5)/Db', 'Db', 'Ebm(b5)/Db']","['I', 'VII(add9)', 'iv7', 'v7', 'VI7', 'i65', 'iv', 'v', 'VI', 'I', 'I42', 'VII(add9)', 'V6', 'iv7', 'v7', 'VI7', 'i65', 'iv', 'v', 'VI', 'I', 'iiø42', 'I', 'iiø42']",/theorytab/view/zedd/addicted-to-a-memory-feat-bahari,C#,minor
Zedd,Beautiful Now,"['G', 'D', 'Bm7', 'F#m7', 'G', 'D', 'Bm7', 'F#m7', 'Bm', 'Bm', 'F#m/A', 'Em', 'Bm', 'A', 'F#m7', 'Gmaj7', 'A6', 'Bm7', 'Esus2sus4']","['VI', 'III', 'i7', 'v7', 'VI', 'III', 'i7', 'v7', 'i', 'i', 'v6', 'iv', 'i', 'VII', 'v7', 'VI7', 'v65', 'i7', 'ivsus2sus4']",/theorytab/view/zedd/beautiful-now,B,minor
Zedd,Break Free feat - Ariana Grande,"['Gm', 'Cm', 'Ebsus#4', 'Bb', 'Eb', 'Gm', 'Cm', 'Ebsus#4', 'Bb', 'Eb', 'Dm', 'Gm', 'Cm', 'Ebsus#4', 'Bb', 'Eb', 'Dm', 'Gm', 'Cm/Eb', 'Ebsus#4', 'Bb', 'Eb', 'Dm', 'Gm', 'Cm/Eb', 'Ebsus#4', 'Bb', 'D', 'Eb', 'Gm', 'F', 'Bb/D', 'Eb', 'Gm', 'F', 'Bb', 'Eb', 'Gm', 'F', 'Dm', 'Eb', 'Cm7', 'Bb/D']","['i', 'iv', 'VIsus4', 'III', 'VI', 'i', 'iv', 'VIsus4', 'III', 'VI', 'v', 'i', 'iv', 'VIsus4', 'III', 'VI', 'v', 'i', 'iv6', 'VIsus4', 'III', 'VI', 'v', 'i', 'iv6', 'VIsus4', 'III', 'V', 'VI', 'i', 'VII', 'III6', 'VI', 'i', 'VII', 'III', 'VI', 'i', 'VII', 'v', 'VI', 'iv7', 'III6']",/theorytab/view/zedd/break-free-feat---ariana-grande,G,minor
Zedd,Clarity,"['Bb7sus4', 'Eb7sus4', 'Fm7', 'Cm7', 'Db(add9)', 'Bb7sus4', 'Eb7sus4', 'Fm7', 'Cm7', 'Db(add9)', 'Ab', 'Bb7sus4', 'Eb7sus4', 'Fm7', 'Cm7', 'Db(add9)', 'Bb7sus4', 'Eb7sus4', 'Fm7', 'Cm7', 'Db(add9)', 'Ab', 'Bb7sus4', 'Eb7sus4', 'Fm7', 'Cm7', 'Db(add9)', 'Bb7sus4', 'Eb7sus4', 'Fm7', 'Cm7', 'Db(add9)', 'Ab', 'Bb7sus4', 'Eb7sus4', 'Fm7', 'Cm7', 'Db(add9)', 'Bb7sus4', 'Eb7sus4', 'Fm7']","['ii7sus4', 'V7sus4', 'vi7', 'iii7', 'IV(add9)', 'ii7sus4', 'V7sus4', 'vi7', 'iii7', 'IV(add9)', 'I', 'ii7sus4', 'V7sus4', 'vi7', 'iii7', 'IV(add9)', 'ii7sus4', 'V7sus4', 'vi7', 'iii7', 'IV(add9)', 'I', 'ii7sus4', 'V7sus4', 'vi7', 'iii7', 'IV(add9)', 'ii7sus4', 'V7sus4', 'vi7', 'iii7', 'IV(add9)', 'I', 'ii7sus4', 'V7sus4', 'vi7', 'iii7', 'IV(add9)', 'ii7sus4', 'V7sus4', 'vi7']",/theorytab/view/zedd/clarity,Ab,major
Zedd,Codec,"['Gm', 'Gm7', 'Bb/D', 'C7', 'Eb', 'F', 'Gm', 'Gm7', 'Bb/D', 'C7', 'Eb', 'F']","['i', 'i7', 'III6', 'IV7', 'bVI', 'VII', 'i', 'i7', 'III6', 'IV7', 'bVI', 'VII']",/theorytab/view/zedd/codec,G,dorian
Zedd,Daisy,"['D', 'Em7', 'Bm7', 'A7sus4', 'D', 'Em7', 'Bm7', 'Bm', 'A', 'Gmaj7', 'A6', 'Bm7', 'A6', 'Gmaj7', 'A6', 'D', 'A/C#', 'Bm7', 'A', 'Gmaj7', 'F#7', 'Bm7', 'D/A', 'E', 'F#sus4', 'G', 'Gm7', 'D']","['I', 'ii7', 'vi7', 'V7sus4', 'I', 'ii7', 'vi7', 'vi', 'V', 'IV7', 'iii65', 'vi7', 'iii65', 'IV7', 'iii65', 'I', 'V6', 'vi7', 'V', 'IV7', 'V7', 'vi7', 'I64', 'II', 'iiisus4', 'IV', 'iv7', 'I']",/theorytab/view/zedd/daisy,D,major
Zedd,Done With Love,"['Bb', 'C', 'C#o', 'Dm', 'Am7/E', 'F', 'Gm', 'Am', 'Bb', 'Bb', 'C', 'C#o', 'Dm', 'Am7/E', 'F', 'Gm', 'Am', 'Bb', 'Dm', 'Dm7', 'G/D', 'Bb/D', 'Bbmaj7', 'A7', 'Am7', 'D', 'Dm', 'F', 'Bbmaj7', 'A7', 'Dm', 'Bb', 'C', 'C', 'Bb', 'Am', 'C#o', 'Dm', 'Am/E', 'F', 'Gm', 'Am', 'Bb', 'Bbsus#4', 'Bb', 'Bb', 'C', 'C', 'Bb', 'Am', 'C#o', 'Dm', 'Am/E', 'F', 'Gm', 'Am', 'Bb', 'Bb', 'C', 'Gm', 'Am', 'Bb', 'C', 'Gm', 'Am']","['IV', 'V', 'viio', 'vi', 'iii43', 'I', 'ii', 'iii', 'IV', 'IV', 'V', 'viio', 'vi', 'iii43', 'I', 'ii', 'iii', 'IV', 'i', 'i7', 'IV64', 'VI6', 'VI7', 'V7', 'v7', 'I', 'i', 'III', 'VI7', 'V7', 'i', 'IV', 'V', 'V', 'IV', 'iii', 'viio', 'vi', 'iii64', 'I', 'ii', 'iii', 'IV', 'IVsus4', 'IV', 'IV', 'V', 'V', 'IV', 'iii', 'viio', 'vi', 'iii64', 'I', 'ii', 'iii', 'IV', 'IV', 'V', 'ii', 'iii', 'IV', 'V', 'ii', 'iii']",/theorytab/view/zedd/done-with-love,F,major
Zedd,Find You,"['Cm', 'Bb', 'Eb', 'Ab', 'Cm', 'Bb', 'Eb', 'Ab', 'Cm7', 'Bb/D', 'Eb', 'Fm7(add11)', 'Abmaj9', 'Gm7', 'Cm7', 'Bb', 'Eb', 'Fm7(add11)', 'Eb/G', 'Cm7', 'Bb', 'Abmaj9', 'Ab/Bb', 'Bb']","['vi', 'V', 'I', 'IV', 'vi', 'V', 'I', 'IV', 'vi7', 'V6', 'I', 'ii7(add11)', 'IV9', 'iii7', 'vi7', 'V', 'I', 'ii7(add11)', 'I6', 'vi7', 'V', 'IV9', 'V11', 'V']",/theorytab/view/zedd/find-you,Eb,major
Zedd,Follow You Down,"['F', 'Em', 'Am', 'C/G', 'G', 'F', 'Em', 'Am', 'D7']","['VI', 'v', 'i', 'III64', 'VII', 'VI', 'v', 'i', 'IVb7']",/theorytab/view/zedd/follow-you-down,A,minor
Zedd,Hourglass Feat - LIZ,"['C', 'C/G', 'Fm7', 'C/E', 'Cm/Eb', 'Ab', 'Fm7', 'Cm', 'Eb', 'Gm7', 'Fm7', 'Cm', 'Eb', 'Gm7', 'C', 'C/E', 'Am7', 'C/G', 'Fm7', 'C/E', 'Cm/Eb', 'Ab', 'Ab/G']","['I', 'I64', 'iv7', 'I6', 'i6', 'bVI', 'iv7', 'i', 'III', 'v7', 'iv7', 'i', 'III', 'v7', 'I', 'I6', 'vi7', 'I64', 'iv7', 'I6', 'i6', 'bVI', 'bVI42']",/theorytab/view/zedd/hourglass-feat---liz,C,major
Zedd,Middle,"['Cmaj7', 'G', 'D', 'Am7', 'Cmaj7', 'Em', 'D', 'Am7', 'Cmaj7', 'G', 'D', 'Am7', 'Cmaj7', 'Em', 'D', 'Am7']","['IV7', 'I', 'V', 'ii7', 'IV7', 'vi', 'V', 'ii7', 'IV7', 'I', 'V', 'ii7', 'IV7', 'vi', 'V', 'ii7']",/theorytab/view/zedd/middle,G,major
Zedd,One Strange Rock,"['C', 'C', 'Dm11', 'C/E', 'C', 'Ab', 'Eb', 'F', 'F/G', 'F/A', 'F', 'F/C', 'Ab', 'Ab/Eb', 'Eb', 'Bb', 'Gm7', 'F']","['I', 'I', 'ii11', 'I6', 'I', 'VI', 'III', 'IV', 'V11', 'IV6', 'IV', 'IV64', 'VI', 'VI64', 'III', 'VII', 'v7', 'IV']",/theorytab/view/zedd/one-strange-rock,C,minor
Zedd,Papercut feat Troye Sivan,"['Fm', 'Ab', 'Bb', 'Fm', 'Ab', 'Bb', 'Fm', 'Ab', 'Bb', 'Db', 'Db', 'Cm', 'Ab', 'Bb']","['i', 'III', 'IV', 'i', 'III', 'IV', 'i', 'III', 'IV', 'bVI', 'bVI', 'v', 'III', 'IV']",/theorytab/view/zedd/papercut-feat-troye-sivan,F,dorian
Zedd,Papercut feat Troye Sivan - Grey Remix,"['D', 'E', 'B', 'Bm', 'C#m', 'D', 'E', 'B', 'Bm', 'C#m', 'Dmaj7', 'Dmaj7', 'Dmaj7', 'Dmaj7', 'Dmaj7', 'Dmaj7', 'Dmaj7', 'Dmaj7', 'E(add9)', 'E(add9)', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bm', 'Bsus4', 'Dmaj7', 'Dmaj7', 'Dmaj7', 'Dmaj7', 'Dmaj7', 'Dmaj7', 'Dmaj7', 'Dmaj7', 'Dmaj7', 'Dmaj7', 'Dmaj7', 'Dmaj7', 'Dmaj7', 'Dmaj7', 'Dmaj7', 'Dmaj7', 'E(add9)', 'E(add9)', 'E(add9)', 'E(add9)', 'E(add9)', 'E(add9)', 'E(add9)', 'E(add9)', 'E(add9)', 'E(add9)', 'C#m/E', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B(add9)', 'Bm']","['bVI', 'VII', 'IV', 'iv', 'v', 'bVI', 'VII', 'IV', 'iv', 'v', 'VI7', 'VI7', 'VI7', 'VI7', 'VI7', 'VI7', 'VI7', 'VI7', 'VII(add9)', 'VII(add9)', 'VII', 'VII', 'VII', 'VII', 'VII', 'VII', 'VII', 'IV', 'IV', 'IV', 'IV', 'IV', 'IV', 'IV', 'IV', 'iv', 'iv', 'iv', 'iv', 'iv', 'iv', 'iv', 'iv', 'iv', 'ivsus4', 'VI7', 'VI7', 'VI7', 'VI7', 'VI7', 'VI7', 'VI7', 'VI7', 'VI7', 'VI7', 'VI7', 'VI7', 'VI7', 'VI7', 'VI7', 'VI7', 'VII(add9)', 'VII(add9)', 'VII(add9)', 'VII(add9)', 'VII(add9)', 'VII(add9)', 'VII(add9)', 'VII(add9)', 'VII(add9)', 'VII(add9)', 'v6', 'IV', 'IV', 'IV', 'IV', 'IV', 'IV', 'IV', 'IV(add9)', 'iv']",/theorytab/view/zedd/papercut---grey-remix,F#,dorian
Zedd,Spectrum - Arty Remix,"['Bb', 'Fm', 'Ab', 'Eb', 'Bb', 'Fm', 'Cm', 'Eb']","['I', 'v', 'VII', 'IV', 'I', 'v', 'ii', 'IV']",/theorytab/view/zedd/spectrum---arty-remix,Bb,mixolydian
Zedd,Spectrum feat Matthew Koma,"['Abmaj7', 'Ab(add9)', 'Bb', 'Cm7', 'Cm7', 'Cm', 'Eb', 'Fm7', 'Ab', 'Bb(add9)', 'C(add9)', 'Fm7', 'Fm7', 'Gm7']","['VI7', 'VI(add9)', 'VII', 'i7', 'i7', 'i', 'III', 'iv7', 'VI', 'VII(add9)', 'I(add9)', 'iv7', 'iv7', 'v7']",/theorytab/view/zedd/spectrum-feat-matthew-koma,C,minor
