artist,song,chordAbs,chordRel,link,keyTonic,keyScale
'Til Tuesday,Voices Carry,"['G', 'G/D', 'G', 'G/D', 'G', 'G/D', 'G', 'Bb', 'Bb/F', 'Bb', 'Bb/F', 'Bb', 'Bb/F', 'Gm7', 'G', 'G/D', 'G', 'G/D', 'G', 'G/D', 'G', 'Bb', 'Bb/F', 'Bb', 'Bb/F', 'Bb', 'Bb/F', 'Gm7', 'G', 'G/D', 'G', 'G/D', 'G', 'G/D', 'G', 'Bb', 'Bb/F', 'Bb', 'Bb/F', 'Bb', 'Bb/F', 'Gm7', 'G', 'G/D', 'G', 'G/D', 'G', 'G/D', 'G', 'Bb', 'Bb/F', 'Bb', 'Bb/F', 'Bb', 'Bb/F', 'Gm7']","['I', 'I64', 'I', 'I64', 'I', 'I64', 'I', 'IV', 'IV64', 'IV', 'IV64', 'IV', 'IV64', 'i7', 'I', 'I64', 'I', 'I64', 'I', 'I64', 'I', 'IV', 'IV64', 'IV', 'IV64', 'IV', 'IV64', 'i7', 'I', 'I64', 'I', 'I64', 'I', 'I64', 'I', 'IV', 'IV64', 'IV', 'IV64', 'IV', 'IV64', 'i7', 'I', 'I64', 'I', 'I64', 'I', 'I64', 'I', 'IV', 'IV64', 'IV', 'IV64', 'IV', 'IV64', 'i7']",/theorytab/view/til-tuesday/voices-carry,G,mixolydian
070 Shake,Guilty Conscience,"['G', 'Em7', 'Cmaj9', 'Am11', 'D']","['I', 'vi7', 'IV9', 'ii11', 'V']",/theorytab/view/070-shake/guilty-conscience,G,major
100 gecs,Hand Crushed By A Mallet,"['C#m', 'F#m', 'A', 'G#m', 'C#m', 'F#m', 'A', 'G#m']","['i', 'iv', 'VI', 'v', 'i', 'iv', 'VI', 'v']",/theorytab/view/100-gecs/hand-crushed-by-a-mallet,C#,minor
100 gecs,Money Machine,"['D#m', 'B', 'F#', 'A#m', 'D#m', 'B', 'F#', 'A#m', 'D#m', 'B', 'F#', 'A#m', 'D#m', 'B', 'F#', 'A#m']","['vi', 'IV', 'I', 'iii', 'vi', 'IV', 'I', 'iii', 'vi', 'IV', 'I', 'iii', 'vi', 'IV', 'I', 'iii']",/theorytab/view/100-gecs/money-machine,F#,major
10cc,I'm Not In Love,"['A', 'Am', 'G#m', 'G#/B#', 'C#m', 'C#m/B', 'A', 'B', 'E', 'A/E', 'Em7', 'A/E', 'Am', 'Am/G', 'D/F#', 'G', 'G/F#', 'Em', 'Em/D', 'Am', 'Am/G', 'D/F#', 'D/E', 'E', 'A/B', 'B', 'A/B', 'B', 'A/B', 'B', 'A/B', 'B', 'B#o']","['IV', 'iv', 'iii', 'V6', 'vi', 'vi42', 'IV', 'V', 'I', 'IV64', 'i7', 'IV64', 'ii', 'ii42', 'V6', 'I', 'I42', 'vi', 'vi42', 'ii', 'ii42', 'V6', 'V11', 'V', 'V11', 'V', 'V11', 'V', 'V11', 'V', 'V11', 'V', 'viio']",/theorytab/view/10cc/im-not-in-love,E,major
10cc,The Wall Street Shuffle,"['Dm', 'Bb', 'C', 'Dm', 'G', 'G', 'G', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'G', 'G', 'G', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb7', 'A7sus4', 'Dm', 'Dm', 'Bb7', 'A7sus4', 'Dm', 'F', 'Fmaj7sus2', 'Bb/F', 'Fmaj7', 'Am/E', 'Dm', 'Dm7', 'Bb/D', 'Dm7', 'Gm', 'Dm7(b5)/Ab', 'Bo', 'Dm7(b5)', 'Fm6', 'F', 'Bb/F', 'G7/F', 'F6', 'F6', 'F', 'Bb/F', 'G7/F', 'F6', 'F6', 'F7sus2', 'F7sus2', 'Fsus2sus4', 'Fsus2sus4', 'A', 'A', 'A', 'A7/G', 'A', 'Bbo', 'A', 'G', 'F', 'Dm/C', 'Dm', 'Bb7', 'A7sus4', 'Dm', 'Dm', 'Bb7', 'A7sus4', 'Dm', 'F', 'Bb/F', 'G7/F', 'Fsus2sus4', 'Fsus2sus4', 'F', 'Bb/F', 'G7/F', 'Fsus2sus4', 'Fsus2sus4', 'F7sus2', 'F', 'Fm(add9)', 'Fm', 'Db(add9)/F', 'Bbm7/F', 'Dm', 'Dm', 'Dm', 'Gm/D', 'Dm', 'Dm', 'Gm/D', 'Dm', 'Dm', 'Dm7', 'Gm/D', 'Dm', 'C', 'C', 'C', 'G/B', 'C', 'Csus2sus4', 'C', 'C', 'C', 'G/B', 'C', 'C', 'Dm', 'Dm', 'Dm', 'Gm/D', 'Dm', 'Dm', 'Gm/D', 'Dm', 'Dm', 'Dm7', 'Gm/D', 'Dm', 'C', 'C', 'C', 'G/B', 'C', 'Csus2sus4', 'C', 'C', 'C', 'G/B', 'C', 'C', 'Gm', 'Fm', 'Cm', 'Dm(b5)/C', 'Cmaj7sus4', 'F', 'C', 'Em', 'A']","['i', 'VI', 'VII', 'i', 'IV', 'IV', 'IV', 'i', 'VI', 'VII', 'i', 'i', 'VI', 'VII', 'i', 'IV', 'IV', 'IV', 'i', 'VI', 'VII', 'i', 'i', 'VI7', 'v7sus4', 'i', 'i', 'VI7', 'v7sus4', 'i', 'III', 'III7sus2', 'VI64', 'III7', 'v64', 'i', 'i7', 'VI6', 'i7', 'iv', 'iø43', '#vio', 'iø7', 'iø65', 'I', 'IV64', 'II42', 'vi65', 'vi65', 'I', 'IV64', 'II42', 'vi65', 'vi65', 'Ib7sus2', 'Ib7sus2', 'isus2sus4', 'isus2sus4', 'III', 'III', 'III', 'III42', 'III', 'ivo', 'III', 'II', 'I', 'vi42', 'vi', 'IVb7', 'iii7sus4', 'vi', 'vi', 'IVb7', 'iii7sus4', 'vi', 'I', 'IV64', 'II42', 'Isus2sus4', 'Isus2sus4', 'I', 'IV64', 'II42', 'Isus2sus4', 'Isus2sus4', 'Ib7sus2', 'I', 'i(add9)', 'i', 'bVI6(add9)', 'iv43', 'i', 'i', 'i', 'iv64', 'i', 'i', 'iv64', 'i', 'i', 'i7', 'iv64', 'i', 'VII', 'VII', 'VII', 'V6', 'VII', 'VIIsus2sus4', 'VII', 'VII', 'VII', 'V6', 'VII', 'VII', 'i', 'i', 'i', 'iv64', 'i', 'i', 'iv64', 'i', 'i', 'i7', 'iv64', 'i', 'VII', 'VII', 'VII', 'V6', 'VII', 'VIIsus2sus4', 'VII', 'VII', 'VII', 'V6', 'VII', 'VII', 'v', 'iv', 'i', 'iiø42', 'I7sus4', 'IV', 'I', '#iii', 'V']",/theorytab/view/10cc/the-wall-street-shuffle,D,minor
112,Cupid,"['Bbm/Db', 'Eb', 'Cm', 'Fm/Eb', 'Eb/G', 'Abmaj7', 'Eb', 'Bbm/Db', 'Eb', 'Cm', 'Fm/Eb', 'Eb/G', 'Abmaj7', 'Eb']","['v6', 'I', 'vi', 'ii42', 'I6', 'IV7', 'I', 'v6', 'I', 'vi', 'ii42', 'I6', 'IV7', 'I']",/theorytab/view/112/cupid,Eb,major
2 Unlimited,Get Ready For This,"['A', 'B', 'D', 'E', 'E', 'E', 'A', 'A', 'B', 'B', 'E', 'E', 'E', 'G', 'G', 'A', 'A', 'E', 'E', 'E', 'A', 'A', 'B', 'B', 'E', 'E', 'E', 'G', 'G', 'A', 'B', 'E', 'E', 'E', 'A', 'A', 'B', 'B', 'E', 'E', 'E', 'G', 'G', 'A', 'A', 'E', 'E', 'E', 'A', 'A', 'B', 'B', 'E', 'E', 'E', 'G', 'G', 'A', 'B']","['IV', 'V', 'bVII', 'I', 'I', 'I', 'IV', 'IV', 'V', 'V', 'I', 'I', 'I', 'bIII', 'bIII', 'IV', 'IV', 'I', 'I', 'I', 'IV', 'IV', 'V', 'V', 'I', 'I', 'I', 'bIII', 'bIII', 'IV', 'V', 'I', 'I', 'I', 'IV', 'IV', 'V', 'V', 'I', 'I', 'I', 'bIII', 'bIII', 'IV', 'IV', 'I', 'I', 'I', 'IV', 'IV', 'V', 'V', 'I', 'I', 'I', 'bIII', 'bIII', 'IV', 'V']",/theorytab/view/2-unlimited/get-ready-for-this,E,major
2 Unlimited,No Limit,"['Bbm', 'Bbm', 'Bbm', 'Eb', 'F', 'Bbm', 'Bbm', 'Bbm', 'Eb', 'F']","['i', 'i', 'i', 'IV', 'V', 'i', 'i', 'i', 'IV', 'V']",/theorytab/view/2-unlimited/no-limit,Bb,minor
20syl,Kodama,"['Cm7', 'F7sus4', 'Ab(add9)', 'Bb/F']","['i7', 'iv7sus4', 'VI(add9)', 'VII64']",/theorytab/view/20syl/kodama,C,minor
24kGoldn,City Of Angels,"['Bb', 'Bb', 'Ab', 'Ab', 'Ab', 'G', 'G', 'G', 'Ab', 'Ab', 'Ab', 'Bb', 'Bb', 'Ab', 'Ab', 'Ab', 'G', 'G', 'G', 'Ab', 'Ab', 'Ab']","['I', 'I', 'VII', 'VII', 'VII', 'V', 'V', 'V', 'VII', 'VII', 'VII', 'I', 'I', 'VII', 'VII', 'VII', 'V', 'V', 'V', 'VII', 'VII', 'VII']",/theorytab/view/24kgoldn/city-of-angels,Bb,mixolydian
24kGoldn,Mood,"['Eb', 'Gm', 'Bb', 'F']","['IV', 'vi', 'I', 'V']",/theorytab/view/24kgoldn/mood,Bb,major
24kGoldn,Valentino,"['Am', 'Dm', 'Em', 'Am']","['i', 'iv', 'v', 'i']",/theorytab/view/24kgoldn/valentino,A,minor
2Pac,2 of Amerikaz Most Wanted,"['D#m', 'D#m', 'D#m', 'D#m', 'B', 'D#m', 'D#m', 'D#m', 'D#m', 'B', 'D#m', 'D#m', 'D#m', 'D#m', 'B', 'D#m', 'D#m', 'D#m', 'D#m', 'B', 'D#m', 'D#m', 'D#m', 'D#m', 'B', 'D#m', 'D#m', 'D#m', 'D#m', 'B', 'D#m', 'D#m', 'D#m', 'D#m', 'B', 'D#m', 'D#m', 'D#m', 'D#m', 'B']","['i', 'i', 'i', 'i', 'VI', 'i', 'i', 'i', 'i', 'VI', 'i', 'i', 'i', 'i', 'VI', 'i', 'i', 'i', 'i', 'VI', 'i', 'i', 'i', 'i', 'VI', 'i', 'i', 'i', 'i', 'VI', 'i', 'i', 'i', 'i', 'VI', 'i', 'i', 'i', 'i', 'VI']",/theorytab/view/2pac/2-of-amerikaz-most-wanted,D#,minor
2Pac,I Ain't Mad At Cha,"['Cm(no3no5)', 'Do(no3no5)', 'Eb(no3no5)', 'Do(no3no5)', 'Cm(no3no5)', 'Gm(no3no5)', 'C7/E', 'Fm(add9)', 'Fm(no3no5)', 'Gm(no3no5)', 'Ab(no3no5)', 'Gm(no3no5)', 'Fm(no3no5)', 'Do(no3no5)', 'Bb(no3no5)', 'Bb(no3no5)', 'Cm(no3no5)', 'Do(no3no5)', 'Cm(no3no5)', 'Bb(no3no5)', 'Fm(no3no5)', 'Bb', 'Ebsus4', 'Eb', 'Dm7(add11)(b5)', 'G7(#5)']","['i(no3no5)', 'iio(no3no5)', 'III(no3no5)', 'iio(no3no5)', 'i(no3no5)', 'v(no3no5)', 'I65', 'iv(add9)', 'iv(no3no5)', 'v(no3no5)', 'VI(no3no5)', 'v(no3no5)', 'iv(no3no5)', 'iio(no3no5)', 'VII(no3no5)', 'VII(no3no5)', 'i(no3no5)', 'iio(no3no5)', 'i(no3no5)', 'VII(no3no5)', 'iv(no3no5)', 'VII', 'IIIsus4', 'III', 'iiø7(add11)', 'V+7(#5)']",/theorytab/view/2pac/i-aint-mad-at-cha,C,minor
2pac,Changes,"['Am7', 'Em7', 'D', 'C(add9)', 'G(add9)', 'D', 'Cmaj7', 'Am7', 'Em7', 'D', 'C(add9)', 'G(add9)', 'D', 'Cmaj7', 'G', 'D(add9)/F#', 'C(add9)', 'G', 'D(add9)/F#', 'C(add9)', 'G', 'D(add9)/F#', 'C(add9)', 'G', 'D(add9)/F#', 'C(add9)']","['ii7', 'vi7', 'V', 'IV(add9)', 'I(add9)', 'V', 'IV7', 'ii7', 'vi7', 'V', 'IV(add9)', 'I(add9)', 'V', 'IV7', 'I', 'V6(add9)', 'IV(add9)', 'I', 'V6(add9)', 'IV(add9)', 'I', 'V6(add9)', 'IV(add9)', 'I', 'V6(add9)', 'IV(add9)']",/theorytab/view/2pac/changes,G,major
3 Doors Down,Be Like That,"['G', 'Dsus2', 'Em7', 'C(add9)', 'G', 'D(add9)/F#', 'Em9', 'Cmaj9']","['I', 'Vsus2', 'vi7', 'IV(add9)', 'I', 'V6(add9)', 'vi9', 'IV9']",/theorytab/view/3-doors-down/be-like-that,G,major
3 Doors Down,Kryptonite,"['Bm', 'G', 'A', 'Bm', 'Em', 'F#m', 'Bm', 'G', 'A', 'Bm', 'Em', 'F#m']","['i', 'VI', 'VII', 'i', 'iv', 'v', 'i', 'VI', 'VII', 'i', 'iv', 'v']",/theorytab/view/3-doors-down/kryptonite,B,minor
3 Doors Down,Loser,"['E', 'F#m', 'D', 'E', 'E', 'F#m', 'D', 'E', 'F#', 'D', 'F#', 'D', 'F#', 'D', 'F#', 'D']","['VII', 'i', 'VI', 'VII', 'VII', 'i', 'VI', 'VII', 'I', 'VI', 'I', 'VI', 'I', 'VI', 'I', 'VI']",/theorytab/view/3-doors-down/loser,F#,minor
30 Seconds To Mars,ATTACK,"['Ab', 'Ab', 'Ab/G', 'Ab/G', 'Fm', 'Fm', 'Fm', 'Fm', 'Db', 'Db', 'Eb', 'Eb', 'Fm', 'Fm']","['III', 'III', 'III42', 'III42', 'i', 'i', 'i', 'i', 'VI', 'VI', 'VII', 'VII', 'i', 'i']",/theorytab/view/30-seconds-to-mars/attack,F,minor
311,Amber,"['C', 'Am', 'Em', 'C', 'Am', 'Em', 'G6', 'C', 'Am', 'Em', 'G6', 'Dm', 'Dm', 'G', 'G', 'Dm', 'Dm', 'G', 'G']","['I', 'vi', 'iii', 'I', 'vi', 'iii', 'iii65', 'I', 'vi', 'iii', 'iii65', 'ii', 'ii', 'V', 'V', 'ii', 'ii', 'V', 'V']",/theorytab/view/311/amber,C,major
38 Special,If I'd Been the One,"['G', 'D/F#', 'G', 'D/F#', 'Am', 'D', 'G', 'D', 'G', 'D/F#', 'G', 'D/F#', 'Am', 'D']","['I', 'V6', 'I', 'V6', 'ii', 'V', 'I', 'V', 'I', 'V6', 'I', 'V6', 'ii', 'V']",/theorytab/view/38-special/if-id-been-the-one,G,major
3LAU,Escape,"['G#m', 'E', 'F#', 'C#m', 'G#m', 'E', 'F#', 'C#m']","['i', 'VI', 'VII', 'iv', 'i', 'VI', 'VII', 'iv']",/theorytab/view/3lau/escape,G#,minor
3LAU,How You Love Me,"['Bbm', 'Bbm', 'Bbm', 'Bbm', 'Bbm', 'Db', 'Db', 'Db', 'Db', 'Db', 'Gb', 'Gb', 'Gb', 'Gb', 'Gb', 'Gb', 'Gb', 'Gb', 'Gb', 'Ab', 'Bbm', 'Bbm', 'Bbm', 'Bbm', 'Bbm', 'Db', 'Db', 'Db', 'Db', 'Db', 'Gb', 'Gb', 'Gb', 'Gb', 'Gb', 'Gb', 'Gb', 'Gb', 'Gb', 'Ab', 'Bbm', 'Bbm', 'Bbm', 'Bbm', 'Bbm', 'Db', 'Db', 'Db', 'Db', 'Db', 'Gb', 'Gb', 'Gb', 'Gb', 'Gb', 'Gb', 'Gb', 'Gb', 'Gb', 'Ab', 'Bbm', 'Bbm', 'Bbm', 'Bbm', 'Bbm', 'Db', 'Db', 'Db', 'Db', 'Db', 'Gb', 'Gb', 'Gb', 'Gb', 'Gb', 'Gb', 'Gb', 'Gb', 'Gb', 'Ab', 'Bbm', 'Db(add9)', 'Db(add9)', 'Ab', 'Gb', 'Ab(add9)', 'Bbm', 'Db(add9)', 'Db(add9)', 'Ab', 'Gb', 'Ab(add9)', 'Bbm', 'Bbm', 'Bbm', 'Db(add9)', 'Db(add9)', 'Db(add9)', 'Ab', 'Ab', 'Ab', 'Gb', 'Gb', 'Ab', 'Bbm', 'Bbm', 'Bbm', 'Db(add9)', 'Db(add9)', 'Db(add9)', 'Ab', 'Ab', 'Ab', 'Gb', 'Gb', 'Ab', 'Bbm', 'Bbm', 'Bbm', 'Db(add9)', 'Db(add9)', 'Db(add9)', 'Ab', 'Ab', 'Ab', 'Gb', 'Gb', 'Ab', 'Bbm', 'Bbm', 'Bbm', 'Db(add9)', 'Db(add9)', 'Db(add9)', 'Ab', 'Ab', 'Ab']","['i', 'i', 'i', 'i', 'i', 'III', 'III', 'III', 'III', 'III', 'VI', 'VI', 'VI', 'VI', 'VI', 'VI', 'VI', 'VI', 'VI', 'VII', 'i', 'i', 'i', 'i', 'i', 'III', 'III', 'III', 'III', 'III', 'VI', 'VI', 'VI', 'VI', 'VI', 'VI', 'VI', 'VI', 'VI', 'VII', 'i', 'i', 'i', 'i', 'i', 'III', 'III', 'III', 'III', 'III', 'VI', 'VI', 'VI', 'VI', 'VI', 'VI', 'VI', 'VI', 'VI', 'VII', 'i', 'i', 'i', 'i', 'i', 'III', 'III', 'III', 'III', 'III', 'VI', 'VI', 'VI', 'VI', 'VI', 'VI', 'VI', 'VI', 'VI', 'VII', 'i', 'III(add9)', 'III(add9)', 'VII', 'VI', 'VII(add9)', 'i', 'III(add9)', 'III(add9)', 'VII', 'VI', 'VII(add9)', 'i', 'i', 'i', 'III(add9)', 'III(add9)', 'III(add9)', 'VII', 'VII', 'VII', 'VI', 'VI', 'VII', 'i', 'i', 'i', 'III(add9)', 'III(add9)', 'III(add9)', 'VII', 'VII', 'VII', 'VI', 'VI', 'VII', 'i', 'i', 'i', 'III(add9)', 'III(add9)', 'III(add9)', 'VII', 'VII', 'VII', 'VI', 'VI', 'VII', 'i', 'i', 'i', 'III(add9)', 'III(add9)', 'III(add9)', 'VII', 'VII', 'VII']",/theorytab/view/3lau/how-you-love-me,Bb,minor
3LAU,How You Love Me - Arston Remix,"['Gbmaj7', 'Eb7sus2', 'Bbm', 'Db/Ab', 'Gbmaj7', 'Eb7sus2', 'Bbm', 'Db/Ab']","['VI7', 'iv7sus2', 'i', 'III64', 'VI7', 'iv7sus2', 'i', 'III64']",/theorytab/view/3lau/how-you-love-me---arston-remix,Bb,minor
4 Non Blondes,What's Up,"['A', 'Bm', 'D', 'A', 'A', 'Bm', 'D', 'A']","['I', 'ii', 'IV', 'I', 'I', 'ii', 'IV', 'I']",/theorytab/view/4-non-blondes/whats-up,A,major
4 Strings,Take Me Away,"['C#', 'D#m', 'B', 'C#', 'D#m', 'F#', 'C#', 'D#m', 'B', 'C#', 'D#m', 'F#', 'C#', 'D#m', 'B', 'C#', 'D#m', 'F#', 'C#', 'D#m', 'B', 'C#', 'D#m', 'F#']","['I', 'ii', 'VII', 'I', 'ii', 'IV', 'I', 'ii', 'VII', 'I', 'ii', 'IV', 'I', 'ii', 'VII', 'I', 'ii', 'IV', 'I', 'ii', 'VII', 'I', 'ii', 'IV']",/theorytab/view/4-strings/take-me-away,C#,mixolydian
4minute,Cut It Out,"['F#', 'C#/E#', 'D#m', 'B', 'F#', 'C#/E#', 'D#m', 'B']","['I', 'V6', 'vi', 'IV', 'I', 'V6', 'vi', 'IV']",/theorytab/view/4minute/cut-it-out,F#,major
4minute,Hate,"['F#m', 'D', 'A', 'E6', 'F#m', 'D', 'A', 'E6', '', 'Dmaj7', 'E(add9)', 'Dmaj7', 'E(add9)']","['i', 'VI', 'III', 'v65', 'i', 'VI', 'III', 'v65', '', 'VI7', 'VII(add9)', 'VI7', 'VII(add9)']",/theorytab/view/4minute/hate,F#,minor
5 Seconds Of Summer,Amnesia,"['D/A', 'G', 'D/A', 'G', 'D', 'A/C#', 'Bm', 'G', 'D', 'A/C#', 'Bm', 'G', 'D', 'A/C#', 'Bm', 'G', 'D', 'A/C#', 'Bm', 'G', 'D/A', 'G', 'D/A', 'G', 'Em7', 'G', 'D/A', 'G', 'D/A', 'G', 'Em7', 'G', 'Em7', 'G']","['I64', 'IV', 'I64', 'IV', 'I', 'V6', 'vi', 'IV', 'I', 'V6', 'vi', 'IV', 'I', 'V6', 'vi', 'IV', 'I', 'V6', 'vi', 'IV', 'I64', 'IV', 'I64', 'IV', 'ii7', 'IV', 'I64', 'IV', 'I64', 'IV', 'ii7', 'IV', 'ii7', 'IV']",/theorytab/view/5-seconds-of-summer/amnesia,D,major
50 Cent,Follow My Lead,"['A#o/E', 'Bm9', 'C#m7', 'A#o/C#', 'A#o/E', 'Bm9', 'C#m7', 'F#m/C#']","['viio64', 'i9', 'ii7', 'viio6', 'viio64', 'i9', 'ii7', 'v64']",/theorytab/view/50-cent/follow-my-lead,B,dorian
50 Cent,In Da Club,"['B', 'C#m', 'C#m/E', 'D#m7(b5)', 'F#m', 'C#m/E', 'F#m', 'C#m', 'C#m/E', 'D#m7(b5)', 'F#m', 'C#m/E', 'F#m', 'C#m', 'C#m/E', 'D#m7(b5)', 'F#m', 'C#m/E', 'F#m', 'C#m', 'C#m/E', 'D#m7(b5)', 'F#m', 'C#m/E']","['VII', 'i', 'i6', 'iiø7', 'iv', 'i6', 'iv', 'i', 'i6', 'iiø7', 'iv', 'i6', 'iv', 'i', 'i6', 'iiø7', 'iv', 'i6', 'iv', 'i', 'i6', 'iiø7', 'iv', 'i6']",/theorytab/view/50-cent/in-da-club,C#,minor
65Daysofstatic,Debutante - No Man's Sky Trailer,"['E', 'C', 'Cmaj7sus2', 'C', 'Am6', 'Asus2', 'Bm/A', 'C', 'G/D', 'B']","['I', 'VI', 'VI7sus2', 'VI', 'iiø65', 'ivsus2', 'v42', 'VI', 'III64', 'V']",/theorytab/view/65daysofstatic/debutante---no-mans-sky-trailer,E,minor
65Daysofstatic,Escape Velocity - No Man's Sky,"['E', 'C', 'E', 'C', 'E', 'C', 'E', 'C', 'Am', 'Em']","['I', 'VI', 'I', 'VI', 'I', 'VI', 'I', 'VI', 'iv', 'i']",/theorytab/view/65daysofstatic/escape-velocity---no-mans-sky,E,minor
808 State,Pacific State - JUSTIN STRAUSS' 212 MIX,"['Dmaj7', 'Fmaj7', 'Gmaj7', 'Cmaj7', 'Dmaj7']","['I7', 'III7', 'IV7', 'IV7', 'I7']",/theorytab/view/808-state/pacific-state---justin-strauss-212-mix,D,minor
98 Degrees,The Hardest Thing,"['F7sus2', 'F', 'Bb', 'Dm7', 'Eb', 'Ebm/Gb', 'Gm7', 'F/A', 'Eb/G', 'Eb', 'Eb6', 'Eb/Bb', 'Bb', 'Cm/Eb', 'Bb', 'Eb', 'Bb', 'C', 'Eb6', 'Bb', 'Dm7', 'Eb', 'Ebm/Gb', 'Bb/D', 'Cm7', 'F', 'Bb/D', 'Eb', 'Bb/D', 'Eb', 'F', 'Gm', 'Cm7', 'F', 'Bb/D', 'Eb', 'Bb/D', 'Eb', 'F', 'Gm7', 'Cm7', 'F', 'Eb', 'F7/Eb', 'Ebmaj7', 'F7/Eb', 'Eb', 'Fsus2', 'F']","['V7sus2', 'V', 'I', 'iii7', 'IV', 'iv6', 'vi7', 'V6', 'IV6', 'IV', 'ii65', 'IV64', 'I', 'ii6', 'I', 'IV', 'I', 'V', 'ii65', 'I', 'iii7', 'IV', 'iv6', 'V6', 'ii7', 'V', 'I6', 'IV', 'I6', 'IV', 'V', 'vi', 'ii7', 'V', 'I6', 'IV', 'I6', 'IV', 'V', 'vi7', 'ii7', 'V', 'IV', 'V42', 'IV7', 'V42', 'IV', 'Vsus2', 'V']",/theorytab/view/98-degrees/the-hardest-thing,Bb,major
9th Wonder,A Star U R,"['Fm9', 'Fm/Ab', 'Fm/Ab', 'Fm/Eb', 'Fb/Gb', 'Fm9', 'Fb/Gb', 'Fm9', 'Fm/Ab', 'Fm/Ab', 'Fm/Eb', 'Fb/Gb', 'Fm9', 'Fb/Gb']","['vi9', 'vi6', 'vi6', 'vi42', 'bVII11', 'vi9', 'bVII11', 'vi9', 'vi6', 'vi6', 'vi42', 'bVII11', 'vi9', 'bVII11']",/theorytab/view/9th-wonder/a-star-u-r,Ab,major
9th Wonder,Unreleased Beat 25,"['Bbm9', 'Bbm9', 'Fm7', 'Fm7', 'Bbm7', 'Fm9', 'Fm7', 'Bbm9', 'Bbm9', 'Fm7', 'Fm7', 'Bbm7', 'Fm9', 'Fm7']","['i9', 'i9', 'v7', 'v7', 'i7', 'v9', 'v7', 'i9', 'i9', 'v7', 'v7', 'i7', 'v9', 'v7']",/theorytab/view/9th-wonder/unreleased-beat-25,Bb,dorian
A Boogie Wit Da Hoodie,Drowning,"['Cm', 'G/B', 'Go/Bb', 'Abmaj7', 'Fm/Ab', 'G7', 'Cm', 'G7/B', 'Go/Db', 'Abmaj7', 'Fm/Ab', 'G7']","['i', 'V6', 'viio6', 'VI7', 'iv6', 'V7', 'i', 'V65', 'viio64', 'VI7', 'iv6', 'V7']",/theorytab/view/a-boogie-wit-da-hoodie/drowning,C,minor
A Great Big World,Say Something,"['Bm', 'Bm', 'G', 'G', 'D', 'D', 'A(add11)', 'A(add11)', 'Bm', 'Bm', 'G', 'G', 'D', 'D', 'A(add11)', 'A(add11)', 'Bm', 'Bm', 'G', 'G', 'D', 'D', 'A(add11)', 'A(add11)', 'Bm', 'Bm', 'G', 'G', 'D', 'D', 'A(add11)', 'A(add11)', 'Bm', 'Bm', 'G', 'G', 'D', 'D', 'A(add11)', 'A(add11)', 'Bm7', 'G', 'D', 'A(add11)', 'Bm7', 'G', 'D', 'A(add11)', 'Bm7', 'G', 'D', 'A(add11)', 'Bm7', 'G', 'D', 'Asus4', 'D', 'D/F#', 'G(add9)', 'D', 'A(add11)', 'D', 'Dmaj7/F#', 'G(add9)', 'D', 'A(add11)', 'Bm', 'G', 'D', 'Asus4', 'Bm', 'G', 'D', 'Asus4', 'Bm', 'G', 'D', 'Asus4', 'Bm', 'G', 'D', 'Asus4', 'Bm', 'G', 'D', 'Asus4']","['i', 'i', 'VI', 'VI', 'III', 'III', 'VII(add11)', 'VII(add11)', 'i', 'i', 'VI', 'VI', 'III', 'III', 'VII(add11)', 'VII(add11)', 'i', 'i', 'VI', 'VI', 'III', 'III', 'VII(add11)', 'VII(add11)', 'i', 'i', 'VI', 'VI', 'III', 'III', 'VII(add11)', 'VII(add11)', 'i', 'i', 'VI', 'VI', 'III', 'III', 'VII(add11)', 'VII(add11)', 'i7', 'VI', 'III', 'VII(add11)', 'i7', 'VI', 'III', 'VII(add11)', 'i7', 'VI', 'III', 'VII(add11)', 'i7', 'VI', 'III', 'VIIsus4', 'I', 'I6', 'IV(add9)', 'I', 'V(add11)', 'I', 'I65', 'IV(add9)', 'I', 'V(add11)', 'vi', 'IV', 'I', 'Vsus4', 'vi', 'IV', 'I', 'Vsus4', 'vi', 'IV', 'I', 'Vsus4', 'vi', 'IV', 'I', 'Vsus4', 'vi', 'IV', 'I', 'Vsus4']",/theorytab/view/a-great-big-world/say-something,B,minor
