AnimeId;PersonId;Role
11001;8266;Animation Director
11001;35461;In-Between Animation
11001;14287;Music
11001;38049;Sound Effects
11001;33737;Background Art
11001;33739;Background Art
11001;33743;Background Art
11001;33745;Background Art
11001;40483;Editing
11001;51623;Key Animation
11001;51623;Animation Director
11001;33749;Background Art
11001;50340;Special Effects
11001;42521;2nd Key Animation
11001;48769;Key Animation
11001;40076;Director of Photography
11001;48773;Key Animation
11001;33751;Background Art
11001;40078;Editing
11005;33197;Director
11005;13639;Theme Song Performance
11005;25719;ADR Director
11005;10864;Original Creator
11005;51413;Key Animation
11005;38426;Director of Photography
11005;52776;Background Art
11005;52776;Animation Director
11005;42246;Key Animation
11005;41658;Character Design
11005;41658;Animation Director
11005;41658;Key Animation
11009;5180;Director
11009;38882;Episode Director
11009;38882;Storyboard
11009;12479;Original Character Design
11009;5372;Original Creator
11013;51843;Producer
11013;15107;Director
11013;35787;Sound Director
11013;33365;Episode Director
11013;33365;Storyboard
11013;23577;Episode Director
11013;22613;Episode Director
11013;22613;Storyboard
11013;31545;Episode Director
11013;8136;Script
11013;8136;Series Composition
11013;11845;Storyboard
11013;5392;Storyboard
11013;6821;Storyboard
11013;6717;Storyboard
11013;7695;Theme Song Performance
11013;185;Theme Song Performance
11013;5250;Theme Song Performance
11013;7263;Theme Song Performance
11013;5626;Theme Song Performance
11013;7517;Theme Song Performance
11013;65;Theme Song Performance
11013;513;Theme Song Performance
11013;2;Theme Song Performance
11013;11631;ADR Director
11013;3118;Original Creator
11013;46727;Animation Director
11013;37597;Editing
11013;10678;Chief Animation Director
11013;10678;Character Design
11013;50406;Key Animation
11013;37850;Sound Effects
11013;51383;Animation Director
11013;46137;2nd Key Animation
11013;43239;Chief Animation Director
11013;43239;Animation Director
11013;45723;Animation Director
11013;7621;Executive Producer
11013;40898;Director of Photography
11013;38126;Color Design
11013;47532;Key Animation
11013;7411;Music
11013;52266;Planning
11013;39941;Key Animation
11013;38678;Key Animation
11013;53453;Background Art
11013;10519;Assistant Animation Director
11013;10519;Animation Director
11013;9572;Setting
11013;47563;Key Animation
11017;11333;Producer
11017;11333;Storyboard
11017;15929;Director
11017;15929;Episode Director
11017;15929;Storyboard
11017;24447;Sound Director
11017;38121;Episode Director
11017;38121;Storyboard
11017;48883;Episode Director
11017;38860;Script
11017;14339;Script
11017;14339;Series Composition
11017;98;Theme Song Performance
11017;47301;2nd Key Animation
11017;47301;Key Animation
11017;31743;Character Design
11017;47107;Key Animation
11017;15937;Key Animation
11017;40136;Key Animation
11017;47300;Key Animation
11017;46708;Key Animation
11017;46708;Animation Director
11017;37915;Key Animation
11017;8099;Key Animation
11017;51413;Key Animation
11017;8337;Key Animation
11017;8337;Animation Director
11017;24443;Music
11017;47110;Key Animation
11017;48661;Color Design
11017;21215;Key Animation
11017;46709;Key Animation
11017;52772;2nd Key Animation
11017;47112;Key Animation
11017;48373;Editing
11017;24445;Key Animation
11017;24445;Mechanical Design
11017;41076;Key Animation
11017;2197;Original Creator
11019;5180;Director
11019;38882;Episode Director
11019;38882;Storyboard
11019;12479;Original Character Design
11019;5372;Original Creator
11021;17913;Director
11021;17913;Storyboard
11021;6186;Director
11021;8074;Sound Director
11021;28193;Episode Director
11021;25741;Episode Director
11021;38648;Episode Director
11021;37811;Episode Director
11021;38802;Episode Director
11021;38802;Storyboard
11021;38802;Setting
11021;31235;Episode Director
11021;21519;Episode Director
11021;8837;Script
11021;37545;Script
11021;38304;Storyboard
11021;21923;Storyboard
11021;25161;Theme Song Performance
11021;25161;Inserted Song Performance
11021;5920;Theme Song Lyrics
11021;5920;Theme Song Performance
11021;855;Theme Song Performance
11021;6495;Theme Song Performance
11021;17889;Original Creator
11021;8917;Inserted Song Performance
11021;25163;Character Design
11021;16405;Art Director
11021;14607;Key Animation
11021;10617;ADR Director
11021;48923;Key Animation
11021;47560;Key Animation
11021;46686;Mechanical Design
11021;47350;Key Animation
11021;45723;Key Animation
11021;7621;Executive Producer
11021;46726;Key Animation
11021;41031;Key Animation
11021;14739;Music
11021;19900;Mechanical Design
11021;39649;Key Animation
11021;39649;2nd Key Animation
11021;40120;Key Animation
11021;28159;Key Animation
11021;38890;Editing
11021;38418;Chief Animation Director
11021;40899;Color Design
11021;11953;Animation Director
11021;45726;Key Animation
11021;47104;Key Animation
11021;17903;Animation Director
11021;41076;Key Animation
11021;18101;Creator
11043;38656;Director of Photography
11043;38655;Director of Photography
11049;20040;Animation Director
11049;20042;Sound Effects
11049;22139;Planning
11053;6692;Director
11053;6692;Storyboard
11053;11879;Theme Song Lyrics
11053;11879;Theme Song Performance
11053;11879;Theme Song Composition
11053;2610;Original Creator
11053;21269;Key Animation
11053;40134;Key Animation
11053;40134;Animation Director
11053;51413;Key Animation
11053;51698;Key Animation
11061;8170;Producer
11061;7500;Producer
11061;10223;Director
11061;39384;Sound Director
11061;48858;Episode Director
11061;48858;Storyboard
11061;48858;Assistant Director
11061;28891;Storyboard
11061;37412;Storyboard
11061;10285;Storyboard
11061;25177;Storyboard
11061;14001;Theme Song Arrangement
11061;14001;Theme Song Composition
11061;14001;Theme Song Lyrics
11061;14001;Theme Song Performance
11061;6353;Theme Song Lyrics
11061;6353;Theme Song Performance
11061;6353;Theme Song Arrangement
11061;6353;Theme Song Composition
11061;10862;Theme Song Composition
11061;10862;Theme Song Lyrics
11061;10862;Theme Song Arrangement
11061;14565;Theme Song Performance
11061;20983;Theme Song Performance
11061;27397;Key Animation
11061;33763;Animation Director
11061;33763;Key Animation
11061;49308;Director of Photography
11061;21299;Key Animation
11061;26077;Episode Director
11061;26077;Storyboard
11061;52264;Episode Director
11061;52264;Storyboard
11061;46103;Episode Director
11061;37529;Episode Director
11061;37529;Storyboard
11061;39348;Episode Director
11061;39348;Storyboard
11061;39348;Animation Director
11061;39348;Setting
11061;39348;Assistant Director
11061;39081;Episode Director
11061;39081;Storyboard
11061;7466;Episode Director
11061;7466;Storyboard
11061;7466;Animation Director
11061;7466;Key Animation
11061;7466;Chief Animation Director
11061;7245;Script
11061;15939;Script
11061;11829;Script
11061;11829;Screenplay
11061;11829;Series Composition
11061;7503;Script
11061;7503;Series Composition
11061;7503;Screenplay
11061;35405;Script
11061;20016;Storyboard
11061;10801;Storyboard
11061;28583;Key Animation
11061;44433;Key Animation
11061;47545;Key Animation
11061;47545;2nd Key Animation
11061;7221;Music
11061;48173;Color Design
11061;6824;Background Art
11061;33761;Key Animation
11061;33761;Animation Director
11061;37607;Art Director
11061;49144;Key Animation
11061;49144;Animation Director
11061;10088;Key Animation
11061;47411;Key Animation
11061;50401;Key Animation
11061;50401;2nd Key Animation
11061;46135;Key Animation
11061;24119;Key Animation
11061;26639;ADR Director
11061;47323;In-Between Animation
11061;48082;Key Animation
11061;48082;2nd Key Animation
11061;34121;Key Animation
11061;33717;Animation Director
11061;33717;Key Animation
11061;47109;Key Animation
11061;11768;Music
11061;39346;2nd Key Animation
11061;48582;2nd Key Animation
11061;6474;Key Animation
11061;39649;2nd Key Animation
11061;39317;Key Animation
11061;654;ADR Director
11061;47651;Key Animation
11061;7594;Key Animation
11061;19924;Key Animation
11061;43494;2nd Key Animation
11061;43494;Key Animation
11061;40114;Key Animation
11061;10262;2nd Key Animation
11061;6404;Key Animation
11061;44739;Animation Director
11061;44739;Key Animation
11061;1893;Original Creator
11061;39241;Sound Effects
11061;38957;Key Animation
11061;10159;Key Animation
11061;41076;Key Animation
11061;35809;Key Animation
11061;39320;Key Animation
11061;6187;Animation Director
11061;6187;Chief Animation Director
11061;6187;Character Design
11069;37359;Assistant Producer
11069;5180;Director
11069;38882;Episode Director
11069;38882;Sound Effects
11069;36189;Art Director
11069;53855;Original Character Design
11069;12479;Original Character Design
11069;5372;Original Creator
11073;12479;Original Character Design
11073;5372;Original Creator
11077;2251;Original Creator
11077;11019;Music
11079;38029;Producer
11079;11066;Director
11079;8074;Sound Director
11079;31465;Episode Director
11079;50592;Episode Director
11079;50592;Storyboard
11079;34579;Episode Director
11079;42034;Episode Director
11079;49099;Script
11079;6889;Storyboard
11079;37330;Storyboard
11079;12652;Theme Song Performance
11079;14795;Theme Song Arrangement
11079;14795;Theme Song Composition
11079;14795;Music
11079;10013;Theme Song Performance
11079;49306;2nd Key Animation
11079;11631;ADR Director
11079;46725;Key Animation
11079;11529;Character Design
11079;29341;Key Animation
11079;46724;Key Animation
11079;14183;Key Animation
11079;10069;Original Creator
11079;27837;Director of Photography
11079;7621;Executive Producer
11079;6474;Key Animation
11079;12509;Animation Director
11079;12509;Key Animation
11079;47957;Key Animation
11079;47957;Animation Director
11079;33705;Special Effects
11079;16973;Animation Director
11079;14939;Series Composition
11079;36903;Key Animation
11083;37108;Episode Director
11083;10768;Theme Song Performance
11083;4500;Original Creator
11093;10276;Script
11093;34735;Art Director
11093;8831;Editing
11097;36948;Director
11097;22541;Music
11099;2197;Original Creator
11101;1922;Original Creator
11103;25815;Producer
11103;25815;Storyboard
11103;11507;Director
11103;33321;Director
11103;33321;Key Animation
11103;6080;Sound Director
11103;48345;Episode Director
11103;48345;Storyboard
11103;48345;Key Animation
11103;19167;Chief Animation Director
11103;19167;Character Design
11103;48564;Music
11103;31985;Animation Director
11103;38843;Director of Photography
11103;15229;Key Animation
11103;6531;Mechanical Design
11103;6531;Original Character Design
11103;47646;Key Animation
11103;45726;Animation Director
11111;9675;Producer
11111;9675;Planning
11111;10885;Producer
11111;9552;Director
11111;9552;Storyboard
11111;6016;Sound Director
11111;30323;Episode Director
11111;34547;Episode Director
11111;34547;Storyboard
11111;37403;Episode Director
11111;28891;Episode Director
11111;28891;Storyboard
11111;42509;Episode Director
11111;42509;Storyboard
11111;42509;Key Animation
11111;10322;Storyboard
11111;10322;Character Design
11111;10322;Animation Director
11111;10322;Key Animation
11111;10322;Chief Animation Director
11111;9346;Storyboard
11111;5631;Theme Song Performance
11111;10228;Theme Song Performance
11111;10228;Theme Song Lyrics
11111;20566;Theme Song Composition
11111;20566;Theme Song Arrangement
11111;47958;Key Animation
11111;11882;Original Creator
11111;191;ADR Director
11111;35727;Key Animation
11111;48775;Key Animation
11111;13369;Series Composition
11111;34381;Art Director
11111;50406;Key Animation
11111;9320;Executive Producer
11111;38967;Color Design
11111;2914;Original Character Design
11111;33997;Key Animation
11111;21501;Animation Director
11111;21501;Key Animation
11111;45723;Key Animation
11111;16053;Sound Effects
11111;7621;Executive Producer
11111;36501;Key Animation
11111;48771;In-Between Animation
11111;50157;Animation Director
11111;37304;Background Art
11111;12442;Key Animation
11111;38968;Director of Photography
11111;21301;Key Animation
11111;39024;Key Animation
11111;34257;Key Animation
11111;38965;Key Animation
11111;38965;Animation Director
11111;5072;Music
11111;38677;Key Animation
11111;34281;Background Art
11111;38907;Editing
11111;30327;Key Animation
11111;42246;2nd Key Animation
11111;33311;Background Art
11113;25989;Script
11113;25989;Series Composition
11113;3673;Original Creator
11123;6831;Director
11123;16583;Episode Director
11123;39644;Episode Director
11123;36760;Script
11123;2096;Script
11123;6461;Theme Song Performance
11123;18701;Theme Song Lyrics
11123;36761;Chief Animation Director
11123;41254;Key Animation
11123;37850;Sound Effects
11123;40993;Chief Animation Director
11123;33997;Animation Director
11123;6327;Character Design
11123;52753;Director of Photography
11123;40849;Key Animation
11123;40849;Animation Director
11123;37849;Editing
11123;46140;Key Animation
11123;1918;Original Creator
11123;39164;Key Animation
11123;39164;Animation Director
11123;17047;Key Animation
11135;10428;Director
11135;10228;Theme Song Performance
11135;10041;Music
11135;38731;Series Composition
11135;51383;Animation Director
11135;6403;Character Design
11135;37849;Editing
11135;41031;Key Animation
11135;1918;Original Creator
11135;40860;Color Design
11161;8633;Theme Song Lyrics
11161;8633;Theme Song Composition
11161;6273;Theme Song Arrangement
11161;72;Theme Song Performance
11161;5829;Original Creator
11161;39315;Key Animation
11161;38801;Key Animation
11161;38801;Animation Director
11177;25737;Director
11177;8185;Sound Director
11177;48407;Episode Director
11177;10834;Script
11177;10834;Series Composition
11177;8183;Chief Animation Director
11177;8183;Character Design
11177;48411;Mechanical Design
11177;46855;Key Animation
11177;52812;Animation Director
11177;8184;Key Animation
11177;21465;ADR Director
11177;36770;Animation Director
11177;8186;Director of Photography
11179;7561;Director
11179;6016;Sound Director
11179;29161;Episode Director
11179;14439;Script
11179;14439;Series Composition
11179;6738;Storyboard
11179;28;Theme Song Performance
11179;413;Theme Song Performance
11179;38734;Theme Song Lyrics
11179;49684;Background Art
11179;33715;Editing
11179;41460;2nd Key Animation
11179;39678;Color Design
11179;48923;Key Animation
11179;48923;2nd Key Animation
11179;47560;Key Animation
11179;47541;Key Animation
11179;39681;Key Animation
11179;38817;Art Director
11179;16053;Sound Effects
11179;15927;Character Design
11179;10684;Original Creator
11179;9447;2nd Key Animation
11179;38998;Key Animation
11179;8178;Original Character Design
11179;10140;Assistant Director
11179;37448;Background Art
11179;34257;Key Animation
11179;10958;Key Animation
11179;38124;Key Animation
11179;25463;Animation Director
11179;33305;Key Animation
11179;19924;Key Animation
11179;21521;Chief Animation Director
11179;51365;Color Design
11179;16051;Music
11179;43103;Key Animation
11197;28653;Director
11197;28653;Storyboard
11197;5640;Storyboard
11203;10439;Sound Director
11203;47730;Episode Director
11203;47730;Storyboard
11203;40492;Storyboard
11203;6024;Theme Song Performance
11203;27397;Animation Director
11203;22407;Character Design
11203;32909;Original Creator
11203;32909;Original Character Design
11203;20963;Art Director
11203;48985;Series Composition
11209;5649;Producer
11209;12537;Director
11209;6016;Sound Director
11209;891;Script
11209;8030;Theme Song Performance
11209;8930;Theme Song Performance
11209;31765;Key Animation
11209;5316;Executive Producer
11209;42252;Color Design
11209;52372;Background Art
11209;7152;ADR Director
11209;47908;Key Animation
11209;253;ADR Director
11209;49319;Animation Director
11209;49319;Chief Animation Director
11209;16585;Character Design
11209;16585;Animation Director
11209;16585;Chief Animation Director
11209;7394;Original Creator
11209;40554;Key Animation
11209;47365;Key Animation
11209;37831;Key Animation
11221;7460;Director
11221;27853;Sound Director
11221;2967;Character Design
11221;28295;Music
11221;47290;Key Animation
11221;47290;Character Design
11227;5391;Director
11227;12535;Director
11227;12535;Episode Director
11227;12535;Storyboard
11227;8074;Sound Director
11227;19369;Episode Director
11227;19369;Storyboard
11227;28575;Episode Director
11227;10511;Script
11227;16205;Script
11227;16205;Series Composition
11227;2701;Script
11227;17299;Script
11227;17299;Series Composition
11227;42033;Script
11227;36680;Theme Song Composition
11227;36680;Theme Song Arrangement
11227;24473;Theme Song Composition
11227;24473;Theme Song Lyrics
11227;24473;Theme Song Arrangement
11227;1105;Theme Song Performance
11227;38819;Director of Photography
11227;8183;Key Animation
11227;8183;Animation Director
11227;20631;Key Animation
11227;32083;Assistant Animation Director
11227;32083;Key Animation
11227;8267;Planning
11227;41022;Key Animation
11227;8184;Key Animation
11227;40124;Key Animation
11227;9447;Key Animation
11227;6252;Original Character Design
11227;37302;Key Animation
11227;41926;Key Animation
11227;40932;Character Design
11227;40932;Chief Animation Director
11227;40932;Key Animation
11227;40932;Assistant Animation Director
11227;16709;Key Animation
11227;16709;Animation Director
11227;37560;Background Art
11227;40120;Key Animation
11227;22201;ADR Director
11227;38818;Color Design
11227;17507;Music
11227;17505;Music
11227;40554;Key Animation
11227;16617;Key Animation
11227;37254;Key Animation
11227;38915;Sound Effects
11227;47106;Key Animation
11235;38029;Producer
11235;14703;Director
11235;35787;Sound Director
11235;16373;Episode Director
11235;16373;Storyboard
11235;16373;Animation Director
11235;30359;Episode Director
11235;30359;Storyboard
11235;31549;Episode Director
11235;17605;Episode Director
11235;17605;Storyboard
11235;42034;Episode Director
11235;2415;Script
11235;2415;Series Composition
11235;10294;Script
11235;11685;Theme Song Performance
11235;10318;Original Creator
11235;10295;Character Design
11235;51904;Chief Animation Director
11235;37447;Background Art
11235;46137;2nd Key Animation
11235;34613;Key Animation
11235;38811;Color Design
11235;53856;Background Art
11235;38866;Editing
11235;9447;Key Animation
11235;38998;Animation Director
11235;10285;Key Animation
11235;5958;Music
11235;42540;Key Animation
11235;35965;Key Animation
11235;48326;Animation Director
11235;16449;Art Director
11235;42527;Original Character Design
11235;41461;Background Art
11235;53319;Assistant Animation Director
11235;53319;Key Animation
11235;53319;Animation Director
11235;43103;Key Animation
11237;14031;Producer
11237;20883;Assistant Producer
11237;20883;Script
11237;5089;Director
11237;8834;Sound Director
11237;15639;Episode Director
11237;12328;Episode Director
11237;15637;Script
11237;15637;Series Composition
11237;817;Theme Song Performance
11237;9831;Theme Song Performance
11237;33723;Key Animation
11237;2969;Original Creator
11237;23507;Special Effects
11237;15635;Art Director
11237;40002;Key Animation
11237;9787;Chief Animation Director
11237;9787;Character Design
11237;5961;Music
11237;27919;Planning
11237;51407;Key Animation
11237;42428;Background Art
11237;9447;Key Animation
11237;48444;Animation Director
11237;52266;Planning
11237;9388;Key Animation
11237;8831;Editing
11237;33755;Animation Director
11237;37108;Key Animation
11239;5089;Director
11239;15805;Director
11239;15805;Episode Director
11239;15805;Storyboard
11239;8834;Sound Director
11239;12328;Episode Director
11239;20883;Script
11239;20883;Series Composition
11239;16583;Storyboard
11239;33755;Storyboard
11239;33755;Key Animation
11239;33755;Animation Director
11239;8584;Storyboard
11239;817;Theme Song Performance
11239;105;Theme Song Performance
11239;8030;Theme Song Performance
11239;156;Theme Song Performance
11239;1760;Theme Song Performance
11239;315;Theme Song Performance
11239;18433;Theme Song Lyrics
11239;18433;Theme Song Composition
11239;9831;Theme Song Performance
11239;33723;Key Animation
11239;2969;Original Creator
11239;2969;Principle Drawing
11239;39064;Director of Photography
11239;40111;Key Animation
11239;15637;Series Composition
11239;47107;Key Animation
11239;15635;Art Director
11239;40002;Key Animation
11239;9787;Chief Animation Director
11239;31985;Key Animation
11239;10134;Key Animation
11239;5961;Music
11239;10957;Key Animation
11239;48078;In-Between Animation
11239;42428;Background Art
11239;31711;Sound Manager
11239;48444;Animation Director
11239;48444;Assistant Animation Director
11239;52266;Planning
11239;48456;Chief Animation Director
11239;8552;Setting
11239;25463;Animation Director
11239;8831;Editing
11239;13709;Key Animation
11241;6064;Director
11241;6064;Episode Director
11241;6064;Storyboard
11241;6549;Sound Director
11241;15939;Script
11241;14737;Script
11241;14737;Series Composition
11241;2096;Script
11241;5640;Storyboard
11241;47919;Storyboard
11241;14735;Theme Song Performance
11241;167;Theme Song Performance
11241;118;Theme Song Performance
11241;6;Theme Song Performance
11241;212;Theme Song Performance
11241;5323;Animation Director
11241;5323;Chief Animation Director
11241;5323;Character Design
11241;41254;Key Animation
11241;47107;Key Animation
11241;42530;Key Animation
11241;39316;Key Animation
11241;41386;Key Animation
11241;45723;Key Animation
11241;47546;Key Animation
11241;46140;Assistant Animation Director
11241;46140;2nd Key Animation
11241;46140;Key Animation
11241;14739;Music
11241;3185;Animation Director
11241;42521;In-Between Animation
11241;31785;Key Animation
11241;4750;Original Creator
11241;40853;Director of Photography
11241;46709;2nd Key Animation
11241;36880;Assistant Animation Director
11241;41253;Animation Director
11241;15935;Animation Director
11241;39241;Sound Effects
11241;38812;Art Director
11241;38812;Background Art
11241;41076;Key Animation
11241;34377;Background Art
11241;53936;Animation Director
11245;41307;Director
11245;41307;Storyboard
11245;22539;Script
11245;35505;Storyboard
11245;36545;Storyboard
11245;36545;Animation Director
11245;39360;Theme Song Arrangement
11245;48080;Key Animation
11245;48080;In-Between Animation
11245;41309;Director of Photography
11245;27859;Animation Director
11245;34297;Animation Director
11245;41310;Editing
11255;16443;Sound Director
11255;38914;Director of Photography
11255;5316;Executive Producer
11255;30185;ADR Director
11255;1967;Screenplay
11255;51620;Art Director
11255;12119;Character Design
11266;30787;Storyboard
11266;12228;Theme Song Performance
11266;6608;Theme Song Arrangement
11266;6608;Theme Song Performance
11266;6608;Theme Song Composition
11266;6608;Theme Song Lyrics
11266;22203;ADR Director
11266;8052;Original Creator
11266;12638;Character Design
11266;8509;Music
11268;5393;Episode Director
11268;5393;Script
11268;32385;Episode Director
11268;10682;Script
11268;36631;Theme Song Performance
11268;36631;Inserted Song Performance
11268;36105;Theme Song Performance
11268;36105;Inserted Song Performance
11268;2141;Original Creator
11268;6820;Animation Director
11268;6820;Key Animation
11268;24151;Key Animation
11268;7423;Planning
11269;36631;Inserted Song Performance
11269;8602;Key Animation
11269;20530;Key Animation
11269;46905;Art Director
11269;36033;Music
11275;10682;Script
11275;5393;Storyboard
11275;20971;Storyboard
11275;20971;Animation Director
11275;36545;Storyboard
11275;36545;Animation Director
11275;21575;Storyboard
11275;1870;Storyboard
11275;40989;Storyboard
11275;36023;Theme Song Performance
11275;41408;Theme Song Arrangement
11275;42830;Animation Director
11275;10957;Key Animation
11281;11426;Character Design
11281;17507;Music
11281;2052;Original Creator
11285;8128;Director
11285;7469;Sound Director
11285;5956;Episode Director
11285;5956;Storyboard
11285;5956;Key Animation
11285;5956;Layout
11285;35807;Episode Director
11285;35807;Storyboard
11285;2349;Episode Director
11285;2349;Storyboard
11285;2349;Animation Director
11285;2349;Special Effects
11285;2349;Layout
11285;39270;Episode Director
11285;39270;Storyboard
11285;39270;Key Animation
11285;41244;Episode Director
11285;5978;Script
11285;5978;Series Composition
11285;30787;Storyboard
11285;15205;Theme Song Performance
11285;14941;Theme Song Lyrics
11285;14941;Theme Song Arrangement
11285;14941;Theme Song Composition
11285;8913;Theme Song Performance
11285;8913;Inserted Song Performance
11285;50128;Key Animation
11285;40433;Key Animation
11285;13747;Animation Director
11285;49224;Key Animation
11285;38879;Director of Photography
11285;39665;Key Animation
11285;39665;2nd Key Animation
11285;35461;In-Between Animation
11285;30527;Key Animation
11285;36964;Layout
11285;36964;Key Animation
11285;16457;Background Art
11285;19980;Background Art
11285;42530;Assistant Animation Director
11285;42530;Key Animation
11285;42530;2nd Key Animation
11285;42530;Animation Director
11285;21039;Key Animation
11285;40119;Key Animation
11285;40119;2nd Key Animation
11285;41107;2nd Key Animation
11285;34387;Background Art
11285;5952;Key Animation
11285;5952;2nd Key Animation
11285;6714;ADR Director
11285;11256;Music
11285;40963;Sound Effects
11285;34247;Key Animation
11285;9353;Color Setting
11285;9353;Color Design
11285;37063;Background Art
11285;38859;Layout
11285;47957;Key Animation
11285;41388;Key Animation
11285;48452;2nd Key Animation
11285;48452;Key Animation
11285;8337;Key Animation
11285;16751;Background Art
11285;47646;Key Animation
11285;34281;Background Art
11285;38876;Editing
11285;43103;Key Animation
11285;18597;Director of Photography
11285;21607;Chief Producer
11285;39271;2nd Key Animation
11285;39271;Key Animation
11285;39271;Animation Director
11285;14521;Character Design
11285;14521;Chief Animation Director
11285;10145;Original Character Design
11285;7420;Key Animation
11299;7041;Theme Song Performance
11299;11426;Character Design
11299;17507;Music
11299;2052;Original Creator
11307;32385;Director
11307;42873;Creator
11307;46756;Art Director
11307;7401;Music
11307;22583;Music
11313;39270;Director
11313;39270;Episode Director
11313;39270;Storyboard
11313;36856;Script
11313;46852;Storyboard
11313;9189;Theme Song Arrangement
11313;19974;Theme Song Performance
11313;27397;Key Animation
11313;16455;Character Design
11313;13747;Animation Director
11313;20042;Sound Effects
11313;47547;Key Animation
11313;2405;Original Creator
11313;38801;Key Animation
11313;6885;Chief Animation Director
11313;19914;Key Animation
11313;7420;Assistant Animation Director
11319;6180;Director
11319;8074;Sound Director
11319;33197;Episode Director
11319;19607;Episode Director
11319;19607;Storyboard
11319;38773;Script
11319;31665;Storyboard
11319;30843;Storyboard
11319;5737;Theme Song Performance
11319;8;Theme Song Performance
11319;8840;Theme Song Lyrics
11319;21537;Theme Song Performance
11319;27397;Key Animation
11319;47301;Key Animation
11319;49306;Key Animation
11319;41270;Background Art
11319;9010;Character Design
11319;9010;Animation Director
11319;9010;Chief Animation Director
11319;46899;Art Director
11319;46899;Background Art
11319;48457;Color Design
11319;41460;2nd Key Animation
11319;11021;Animation Director
11319;39681;Animation Director
11319;39577;Sound Effects
11319;5119;Music
11319;50157;Animation Director
11319;9447;Key Animation
11319;47109;Key Animation
11319;41936;Assistant Animation Director
11319;42540;Key Animation
11319;39393;Director of Photography
11319;41658;Animation Director
11319;38868;Sound Effects
11319;14965;Original Character Design
11319;2857;Original Creator
11319;2857;Series Composition
11319;37226;Key Animation
11319;47303;Key Animation
11339;14031;Producer
11339;52145;Producer
11339;7194;Sound Director
11339;51;Theme Song Performance
11339;51;Inserted Song Performance
11339;12072;Theme Song Performance
11339;18701;Theme Song Lyrics
11339;6634;Theme Song Performance
11339;6634;Inserted Song Performance
11339;6555;Theme Song Composition
11339;6555;Theme Song Arrangement
11339;6555;Music
11339;11784;Theme Song Performance
11339;11784;Inserted Song Performance
11339;6686;Theme Song Performance
11339;6686;Inserted Song Performance
11339;41145;2nd Key Animation
11339;37598;Director of Photography
11339;38810;Color Design
11339;42252;Color Design
11339;42530;Key Animation
11339;17795;Assistant Animation Director
11339;15481;Music
11339;34387;Background Art
11339;35681;Editing
11339;38124;Assistant Animation Director
11339;42540;Animation Director
11339;7192;Character Design
11339;7192;Animation Director
11339;7192;Chief Animation Director
11339;8337;Key Animation
11339;34179;Assistant Animation Director
11339;41149;Key Animation
11339;10199;Assistant Director
11339;38812;Background Art
11339;32235;Animation Director
11341;14581;Director
11341;14581;Storyboard
11341;8074;Sound Director
11341;31665;Episode Director
11341;31665;Storyboard
11341;31665;Key Animation
11341;34691;Episode Director
11341;34691;Storyboard
11341;31567;Script
11341;38061;Storyboard
11341;6153;Storyboard
11341;5333;Theme Song Performance
11341;18701;Theme Song Lyrics
11341;21483;Theme Song Performance
11341;46723;Key Animation
11341;15641;Series Composition
11341;40787;Sound Effects
11341;38219;Director of Photography
11341;49410;Key Animation
11341;47728;Art Director
11341;41148;Key Animation
11341;38802;Chief Animation Director
11341;38802;Animation Director
11341;38802;Key Animation
11341;38802;Character Design
11341;34813;Key Animation
11341;40120;Key Animation
11341;39368;Key Animation
11341;21821;Animation Director
11341;11111;Principle Drawing
11341;11561;Animation Director
11341;38718;Animation Director
11341;38718;2nd Key Animation
11341;38718;Key Animation
11341;3493;Original Character Design
11341;47112;Key Animation
11341;43103;Key Animation
11355;13949;Director
11355;7319;Theme Song Performance
11355;7621;Executive Producer
11355;22205;ADR Director
11359;5316;Executive Producer
11359;7062;Music
11359;253;ADR Director
11371;15911;Director
11371;15911;Storyboard
11371;15943;Sound Director
11371;5805;Episode Director
11371;15939;Script
11371;15939;Series Composition
11371;86;Theme Song Performance
11371;62;Theme Song Performance
11371;178;Theme Song Performance
11371;177;Theme Song Performance
11371;47;Theme Song Performance
11371;34823;Special Effects
11371;47107;Key Animation
11371;9498;Animation Director
11371;9498;Character Design
11371;30527;Key Animation
11371;6134;Character Design
11371;48923;Key Animation
11371;38899;Key Animation
11371;41533;Key Animation
11371;1909;Original Creator
11371;38678;Animation Director
11371;38678;Key Animation
11371;15941;Editing
11371;10519;Key Animation
11371;39024;Key Animation
11371;40895;Sound Effects
11371;37728;Background Art
11371;46709;Key Animation
11371;36770;Screenplay
11371;14523;Music
11375;3449;Director
11375;28891;Storyboard
11375;5235;Theme Song Performance
11375;5235;Theme Song Lyrics
11375;5235;Theme Song Composition
11375;15839;Music
11375;2941;Screenplay
11375;3158;Original Character Design
11375;9326;Executive Producer
11375;17641;Character Design
11385;45203;Producer
11385;8698;Director
11385;40537;Episode Director
11385;40537;Storyboard
11385;35405;Script
11385;14343;Theme Song Lyrics
11385;40787;Sound Effects
11385;40132;Key Animation
11385;3767;Original Creator
11385;12508;Inserted Song Performance
11385;16687;Planning
11385;7222;Inserted Song Performance
11385;14085;Music
11405;35965;Episode Director
11405;35965;Animation Director
11405;36023;Theme Song Performance
11405;8611;Original Creator
11411;14957;Producer
11411;14957;Script
11411;14957;Screenplay
11411;14957;Original Creator
11411;34123;Director
11411;34123;Planning Producer
11411;34123;Planning
11411;15647;Art Director
