AnimeId;PersonId;Role
1;40009;Producer
1;6519;Producer
1;2009;Director
1;2009;Script
1;2009;Storyboard
1;20050;Sound Director
1;38880;Episode Director
1;38880;Storyboard
1;2501;Script
1;8714;Script
1;2334;Script
1;2334;Series Composition
1;5165;Script
1;5245;Script
1;2096;Script
1;11597;Storyboard
1;2762;Storyboard
1;4002;Storyboard
1;11123;Storyboard
1;19842;Storyboard
1;6459;Storyboard
1;7989;Theme Song Performance
1;508;Theme Song Arrangement
1;508;Theme Song Composition
1;508;Music
1;9055;Theme Song Performance
1;38759;Key Animation
1;40210;Key Animation
1;8845;Inserted Song Performance
1;6528;Inserted Song Performance
1;40130;Animation Director
1;40130;Key Animation
1;34559;Background Art
1;40824;Key Animation
1;34991;Art Director
1;37446;Background Art
1;9361;Key Animation
1;40979;Key Animation
1;10136;Key Animation
1;37760;Background Art
1;39484;Animation Director
1;39484;Key Animation
1;47541;Key Animation
1;8531;Chief Animation Director
1;8531;Character Design
1;18875;ADR Director
1;10224;Key Animation
1;12221;Inserted Song Performance
1;14305;Sound Effects
1;37866;Dialogue Editing
1;269;ADR Director
1;34061;Background Art
1;11343;Key Animation
1;20629;Animation Director
1;6801;Key Animation
1;38905;Color Design
1;10311;Key Animation
1;52614;Director of Photography
1;38681;Key Animation
1;33185;Digital Paint
1;17295;Key Animation
1;37440;Background Art
1;23595;Music
1;9133;Key Animation
1;10544;Key Animation
1;10226;Key Animation
1;16585;Key Animation
1;15571;In-Between Animation
1;29285;Animation Director
1;29285;Key Animation
1;9178;Music
1;29527;Key Animation
1;11476;Mechanical Design
1;17903;Key Animation
1;2197;Original Creator
1;37439;Key Animation
5;40009;Producer
5;6519;Producer
5;33711;Producer
5;8502;Director
5;8502;Storyboard
5;8502;Key Animation
5;2009;Director
5;2009;Storyboard
5;20050;Sound Director
5;38880;Episode Director
5;37094;Script
5;2334;Script
5;40130;Storyboard
5;40130;Key Animation
5;40130;Animation Director
5;6232;Storyboard
5;6801;Storyboard
5;6801;Key Animation
5;43574;Theme Song Performance
5;43574;Theme Song Lyrics
5;9055;Theme Song Performance
5;38759;Key Animation
5;6518;Key Animation
5;6518;Animation Director
5;24307;Key Animation
5;48772;Key Animation
5;9381;Key Animation
5;540;ADR Director
5;19982;Background Art
5;42360;Background Art
5;43462;Key Animation
5;5151;Special Effects
5;8268;Key Animation
5;14607;Key Animation
5;40979;Assistant Animation Director
5;40979;Key Animation
5;48923;In-Between Animation
5;11185;Key Animation
5;508;Music
5;40462;Color Design
5;8531;Character Design
5;8531;Animation Director
5;41533;Key Animation
5;14305;Sound Effects
5;47667;In-Between Animation
5;41479;Key Animation
5;10114;Inserted Song Performance
5;269;ADR Director
5;18823;In-Between Animation
5;39240;Art Director
5;11343;Key Animation
5;38905;Color Design
5;33431;Background Art
5;8725;Key Animation
5;2762;Key Animation
5;52614;Director of Photography
5;38681;Key Animation
5;17295;Key Animation
5;17295;Assistant Animation Director
5;5981;Key Animation
5;9388;In-Between Animation
5;10263;In-Between Animation
5;3185;Key Animation
5;41345;Key Animation
5;23595;Music
5;9133;Assistant Animation Director
5;9133;Key Animation
5;39433;2nd Key Animation
5;29285;Key Animation
5;29527;Key Animation
5;29527;Assistant Animation Director
5;11123;Key Animation
5;6458;Key Animation
5;2197;Original Creator
5;8498;Assistant Animation Director
5;8498;Key Animation
6;10736;Producer
6;40009;Producer
6;10285;Director
6;10285;Episode Director
6;10285;Storyboard
6;17849;Sound Director
6;6619;Episode Director
6;37709;Episode Director
6;37709;Storyboard
6;48086;Episode Director
6;11457;Episode Director
6;12683;Episode Director
6;12683;Storyboard
6;12683;Key Animation
6;10553;Episode Director
6;10553;Storyboard
6;10553;Assistant Director
6;41129;Episode Director
6;2471;Script
6;2471;Series Composition
6;10277;Storyboard
6;42483;Storyboard
6;24065;Storyboard
6;31669;Storyboard
6;45391;ADR Director
6;45725;Animation Director
6;5328;Music
6;10284;Mechanical Design
6;10286;Art Director
6;40691;Animation Director
6;48068;Key Animation
6;18875;ADR Director
6;17795;Animation Director
6;8099;Animation Director
6;8170;Executive Producer
6;7193;Background Art
6;3098;Original Character Design
6;3098;Original Creator
6;51434;Key Animation
6;51413;Key Animation
6;9693;ADR Director
6;835;ADR Director
6;41930;Assistant Director
6;6465;Art Director
6;8340;Animation Director
6;11143;Animation Director
6;11476;Mechanical Design
6;37177;Key Animation
6;6187;Character Design
6;6187;Animation Director
7;5793;Director
7;5793;Script
7;5793;Storyboard
7;5793;Original Creator
7;24447;Sound Director
7;6185;Storyboard
7;6185;Key Animation
7;5659;Storyboard
7;5326;Storyboard
7;7427;Storyboard
7;7427;Animation Director
7;5172;Theme Song Arrangement
7;5172;Music
7;27397;Key Animation
7;19;ADR Director
7;14607;Key Animation
7;8531;Key Animation
7;30657;Screenplay
7;6891;Animation Director
7;47546;Key Animation
7;11343;Animation Director
7;11341;Animation Director
7;48444;Key Animation
7;16163;Key Animation
7;9133;Key Animation
7;22239;Key Animation
7;39670;Color Design
7;9698;Character Design
7;9698;Animation Director
7;6887;Animation Director
7;11342;Animation Director
7;2197;Original Creator
7;38955;Series Composition
8;16687;Producer
8;12867;Director
8;40537;Episode Director
8;40537;Storyboard
8;6459;Episode Director
8;6459;Storyboard
8;29041;Script
8;6173;Theme Song Performance
8;6173;Theme Song Lyrics
8;46776;Theme Song Arrangement
8;7937;Character Design
8;39576;Series Composition
8;40453;Color Design
8;2954;Original Creator
8;14975;Music
8;8979;Key Animation
8;312;ADR Director
8;12109;Executive Producer
8;35739;Character Design
8;35739;Chief Animation Director
15;38369;Producer
15;16745;Director
15;16745;Episode Director
15;16745;Storyboard
15;16745;Key Animation
15;40547;Sound Director
15;37811;Episode Director
15;48843;Episode Director
15;5499;Episode Director
15;5499;Storyboard
15;5311;Episode Director
15;29195;Episode Director
15;29195;Storyboard
15;51409;Episode Director
15;7538;Script
15;11605;Script
15;37611;Script
15;6674;Theme Song Performance
15;4;Theme Song Performance
15;5110;Theme Song Performance
15;5070;Theme Song Arrangement
15;28739;Theme Song Performance
15;34293;Key Animation
15;47292;Key Animation
15;34823;Special Effects
15;30357;Editing
15;46856;Key Animation
15;37403;Key Animation
15;47538;Key Animation
15;41885;Key Animation
15;1902;Original Creator
15;30527;Key Animation
15;42582;Key Animation
15;46855;Key Animation
15;11501;Key Animation
15;47291;Animation Director
15;47291;Key Animation
15;26411;Animation Director
15;26411;2nd Key Animation
15;26411;Key Animation
15;26411;Character Design
15;47300;Key Animation
15;42830;Key Animation
15;45723;Animation Director
15;46726;Animation Director
15;20629;Animation Director
15;1903;Original Character Design
15;47113;Key Animation
15;46730;Animation Director
15;27859;Key Animation
15;5072;Music
15;47547;Key Animation
15;41466;Key Animation
15;9388;Key Animation
15;31089;In-Between Animation
15;19924;Key Animation
15;19924;Animation Director
15;40170;2nd Key Animation
15;10262;Key Animation
15;40844;Key Animation
15;22473;Character Design
15;39164;In-Between Animation
15;8979;Key Animation
15;34351;Key Animation
15;34351;Animation Director
15;47104;Key Animation
15;47104;In-Between Animation
15;41431;Key Animation
15;37177;Animation Director
15;37177;Key Animation
15;45482;Key Animation
15;40739;Color Design
15;48525;Key Animation
15;48525;2nd Key Animation
15;47302;Key Animation
16;6598;Director
16;6598;Episode Director
16;6598;Storyboard
16;8074;Sound Director
16;8187;Episode Director
16;8187;Storyboard
16;48806;Episode Director
16;8539;Episode Director
16;37417;Episode Director
16;37417;Storyboard
16;37417;2nd Key Animation
16;10935;Episode Director
16;10935;Storyboard
16;10935;Key Animation
16;10935;Animation Director
16;2471;Script
16;10428;Storyboard
16;5656;Storyboard
16;3066;Storyboard
16;17999;Storyboard
16;17999;Animation Director
16;17999;Key Animation
16;9750;Theme Song Performance
16;16315;Theme Song Lyrics
16;16315;Theme Song Performance
16;27397;Key Animation
16;34253;Key Animation
16;18001;Key Animation
16;11436;Music
16;17041;Key Animation
16;37039;Color Design
16;10936;Key Animation
16;7674;Key Animation
16;46137;Key Animation
16;47350;Key Animation
16;27837;Director of Photography
16;10169;Production Coordination
16;46726;Key Animation
16;38161;Key Animation
16;38161;2nd Key Animation
16;47648;Color Setting
16;46728;Key Animation
16;28579;Key Animation
16;10140;Key Animation
16;19083;Key Animation
16;6527;Key Animation
16;8975;Key Animation
16;12357;Key Animation
16;23769;Background Art
16;23769;Art Director
16;16973;Animation Check
16;16973;Character Design
16;10033;Inserted Song Performance
16;5248;Inserted Song Performance
16;17045;Assistant Animation Director
16;17045;Key Animation
16;6404;Key Animation
16;6863;Key Animation
16;49380;Key Animation
16;2891;Original Creator
16;37177;Key Animation
16;30843;Key Animation
17;10439;Sound Director
17;16329;Episode Director
17;8461;Episode Director
17;8461;Storyboard
17;38857;Episode Director
17;40170;Episode Director
17;48739;Episode Director
17;48739;Storyboard
17;5170;Script
17;5170;Series Composition
17;40026;Storyboard
17;29213;Storyboard
17;5235;Theme Song Lyrics
17;5235;Theme Song Performance
17;5235;Theme Song Composition
17;1830;ADR Director
17;16373;Character Design
17;47541;Animation Director
17;47541;Chief Animation Director
17;34297;Animation Director
17;22577;Animation Director
17;3927;Original Creator
17;11638;Animation Director
18;5641;Director
18;16749;Sound Director
18;312;Script
18;14707;Storyboard
18;6875;Theme Song Performance
18;38484;Art Director
18;5316;Executive Producer
18;48923;2nd Key Animation
18;48923;Key Animation
18;46729;Key Animation
18;11385;Character Design
18;6513;Inserted Song Performance
18;7152;ADR Director
18;39317;Key Animation
18;9932;ADR Director
18;26637;Inserted Song Performance
18;2357;Original Creator
18;13047;Animation Check
19;8170;Producer
19;6758;Producer
19;11507;Director
19;17849;Sound Director
19;21491;Episode Director
19;21491;Storyboard
19;31547;Episode Director
19;31547;Storyboard
19;10801;Episode Director
19;10801;Storyboard
19;14703;Episode Director
19;14703;Storyboard
19;12328;Episode Director
19;12328;Storyboard
19;13677;Episode Director
19;13677;Storyboard
19;9513;Episode Director
19;9513;Script
19;9513;Storyboard
19;9513;Assistant Director
19;15717;Episode Director
19;15717;Storyboard
19;26565;Episode Director
19;26565;Storyboard
19;37529;Episode Director
19;34473;Episode Director
19;34473;Storyboard
19;39940;Script
19;40122;Storyboard
19;40122;Animation Director
19;40122;Assistant Animation Director
19;40122;Key Animation
19;5921;Storyboard
19;10579;Storyboard
19;28829;Storyboard
19;28829;Chief Animation Director
19;8947;Storyboard
19;10285;Storyboard
19;6131;Theme Song Arrangement
19;6131;Theme Song Composition
19;6131;Music
19;8933;Theme Song Performance
19;53925;Animation Director
19;34273;Background Art
19;34273;Art Director
19;45725;Key Animation
19;45725;Animation Director
19;41229;Animation Director
19;47859;Key Animation
19;37702;Key Animation
19;6824;Art Director
19;45774;Key Animation
19;47111;Key Animation
19;43178;Animation Director
19;50662;Color Design
19;41190;Key Animation
19;47108;Key Animation
19;46729;Key Animation
19;48068;Key Animation
19;41533;Key Animation
19;9115;Key Animation
19;7349;Character Design
19;31587;Background Art
19;20024;Key Animation
19;48077;Key Animation
19;48077;Animation Director
19;46726;Key Animation
19;29025;Key Animation
19;41196;Key Animation
19;41196;Animation Director
19;41290;In-Between Animation
19;37604;Animation Director
19;37604;Key Animation
19;46923;Key Animation
19;50396;Key Animation
19;41606;Background Art
19;38893;Key Animation
19;51434;Key Animation
19;39317;Key Animation
19;39958;Key Animation
19;9382;Key Animation
19;9389;Key Animation
19;47114;Key Animation
19;25463;Animation Director
19;19924;Key Animation
19;43494;Key Animation
19;340;ADR Director
19;43088;Animation Director
19;10225;Art Director
19;35207;Key Animation
19;16401;Key Animation
19;21679;In-Between Animation
19;49380;Key Animation
19;9302;Key Animation
19;7191;Series Composition
19;1867;Original Creator
19;47112;Key Animation
19;37177;Animation Director
19;10250;Key Animation
19;9595;Key Animation
19;10787;In-Between Animation
19;10787;Key Animation
20;16407;Producer
20;5843;Director
20;5843;Episode Director
20;5843;Storyboard
20;8110;Sound Director
20;31675;Episode Director
20;14935;Episode Director
20;14935;Storyboard
20;6726;Episode Director
20;6726;Key Animation
20;14707;Episode Director
20;14707;Storyboard
20;10377;Episode Director
20;10377;Storyboard
20;7608;Episode Director
20;7608;Storyboard
20;7608;Key Animation
20;38857;Episode Director
20;38857;Storyboard
20;37412;Episode Director
20;37412;Storyboard
20;31571;Episode Director
20;31571;Storyboard
20;25737;Episode Director
20;37829;Episode Director
20;37829;Storyboard
20;42434;Episode Director
20;42434;Storyboard
20;11123;Episode Director
20;11123;Storyboard
20;11123;Key Animation
20;10805;Episode Director
20;10805;Storyboard
20;10805;Animation Director
20;10805;Key Animation
20;12;Script
20;37094;Script
20;10304;Script
20;3071;Script
20;45998;Script
20;6308;Script
20;2096;Script
20;9826;Storyboard
20;7004;Storyboard
20;8187;Storyboard
20;7673;Storyboard
20;17847;Storyboard
20;6188;Storyboard
20;6188;Key Animation
20;6188;Background Art
20;6188;Character Design
20;6188;Animation Director
20;22587;Storyboard
20;17999;Storyboard
20;17999;Key Animation
20;8960;Theme Song Composition
20;8960;Theme Song Arrangement
20;8960;Theme Song Lyrics
20;8960;Theme Song Performance
20;9689;Theme Song Performance
20;9689;Theme Song Lyrics
20;9689;Theme Song Composition
20;9689;Theme Song Arrangement
20;5251;Theme Song Performance
20;5251;Theme Song Lyrics
20;5251;Theme Song Composition
20;48926;Theme Song Performance
20;48926;Theme Song Arrangement
20;46652;Theme Song Performance
20;46652;Theme Song Arrangement
20;46652;Theme Song Lyrics
20;46652;Theme Song Composition
20;5253;Theme Song Lyrics
20;5253;Theme Song Performance
20;5253;Theme Song Composition
20;5253;Theme Song Arrangement
20;22241;Theme Song Performance
20;7186;Theme Song Composition
20;7186;Theme Song Lyrics
20;7186;Theme Song Performance
20;28071;Theme Song Performance
20;28071;Theme Song Arrangement
20;28071;Theme Song Composition
20;12373;Theme Song Lyrics
20;12373;Theme Song Composition
20;12373;Theme Song Performance
20;6276;Theme Song Arrangement
20;6276;Theme Song Performance
20;5995;Theme Song Lyrics
20;5995;Theme Song Composition
20;5995;Theme Song Performance
20;5995;Theme Song Arrangement
20;10911;Theme Song Performance
20;42110;Theme Song Lyrics
20;42110;Theme Song Composition
20;42110;Theme Song Performance
20;7234;Theme Song Composition
20;7234;Theme Song Arrangement
20;7234;Theme Song Performance
20;7234;Theme Song Lyrics
20;7942;Theme Song Performance
20;7942;Theme Song Arrangement
20;7942;Theme Song Composition
20;7942;Theme Song Lyrics
20;286;Theme Song Lyrics
20;34447;Theme Song Performance
20;34447;Theme Song Arrangement
20;7722;Theme Song Performance
20;21353;Theme Song Performance
20;21271;Key Animation
20;16835;Key Animation
20;40210;Animation Director
20;5323;Animation Director
20;5323;Key Animation
20;18001;Assistant Animation Director
20;18001;Key Animation
20;35727;2nd Key Animation
20;35727;Key Animation
20;46727;Key Animation
20;46727;Animation Director
20;46856;In-Between Animation
20;17997;Key Animation
20;8108;Key Animation
20;47111;Key Animation
20;38891;Key Animation
20;40136;Key Animation
20;40979;Key Animation
20;46121;Key Animation
20;1879;Original Creator
20;21039;Key Animation
20;21039;In-Between Animation
20;21039;2nd Key Animation
20;6891;Key Animation
20;21007;Key Animation
20;5358;Music
20;42160;Key Animation
20;5991;Key Animation
20;40855;Animation Director
20;269;ADR Director
20;41196;Key Animation
20;46140;Key Animation
20;1448;ADR Director
20;8725;Character Design
20;22781;Planning
20;317;ADR Director
20;51413;Key Animation
20;10140;Key Animation
20;10311;Key Animation
20;10519;Animation Director
20;10519;Key Animation
20;40123;Key Animation
20;43713;ADR Director
20;47114;Animation Director
20;9388;Key Animation
20;23383;Key Animation
20;29011;Key Animation
20;10935;Key Animation
20;6885;Key Animation
20;12063;Key Animation
20;5163;Series Composition
20;6404;Key Animation
20;47537;In-Between Animation
20;10520;Key Animation
20;8127;Key Animation
20;8127;Animation Director
20;44929;Key Animation
20;37226;Animation Director
20;47303;Key Animation
20;7420;Key Animation
21;29373;Key Animation
21;41410;Background Art
21;8469;Animation Director
21;6055;Music
21;19904;Screenplay
21;12845;Animation Director
21;8802;Animation Director
21;8802;Key Animation
21;8619;Key Animation
21;46829;Background Art
21;26729;ADR Director
21;7475;Background Art
21;47911;Key Animation
21;8468;Animation Director
21;8804;Key Animation
21;8804;Animation Director
21;11924;Key Animation
21;45203;Planning
21;10814;ADR Director
21;9256;ADR Director
21;20897;ADR Director
21;6616;ADR Director
21;20498;ADR Director
21;38124;Key Animation
21;40131;Key Animation
21;1881;Original Creator
21;37330;Key Animation
21;7937;Key Animation
21;9174;Animation Director
21;34245;Background Art
21;34245;Layout
21;47113;Key Animation
21;10060;Inserted Song Performance
21;202;ADR Director
21;7152;ADR Director
21;16683;Animation Director
21;16683;Key Animation
21;29375;Key Animation
21;8181;Animation Director
21;7679;Animation Director
21;7679;Key Animation
21;7679;Character Design
21;6936;Animation Director
21;41386;Key Animation
21;5653;Animation Director
21;42830;Key Animation
21;9171;Animation Director
21;9171;Key Animation
21;36187;Background Art
21;25049;Executive Producer
21;302;ADR Director
21;34183;Background Art
21;8815;Animation Director
21;42582;Key Animation
21;8463;Animation Director
21;1339;ADR Director
21;19986;Background Art
21;8798;Character Design
21;8798;Animation Director
21;8798;Chief Animation Director
21;20594;Key Animation
21;29341;Key Animation
21;7689;Music
21;23627;ADR Director
21;5886;ADR Director
21;22199;ADR Director
21;6596;Editing
21;5316;Executive Producer
21;39347;Key Animation
21;31169;Key Animation
21;47292;Key Animation
21;5138;ADR Director
21;9397;Music
21;21713;ADR Director
21;8799;Animation Director
21;42846;ADR Director
21;898;Inserted Song Performance
21;5990;ADR Director
21;17819;ADR Director
21;8970;ADR Director
21;610;ADR Director
21;23637;ADR Director
21;21393;ADR Director
21;28429;Key Animation
21;41642;Sound Effects
21;23445;ADR Director
21;28739;Theme Song Performance
21;6322;Theme Song Performance
21;28729;Theme Song Performance
21;20046;Theme Song Performance
21;7228;Theme Song Performance
21;49353;Theme Song Composition
21;49353;Theme Song Lyrics
21;49353;Theme Song Performance
21;43767;Theme Song Arrangement
21;43767;Theme Song Performance
21;45614;Theme Song Performance
21;45614;Theme Song Arrangement
21;45614;Theme Song Composition
21;45614;Theme Song Lyrics
21;11517;Theme Song Performance
21;6629;Theme Song Performance
21;43768;Theme Song Arrangement
21;43768;Theme Song Performance
21;43768;Inserted Song Performance
21;49348;Theme Song Lyrics
21;49348;Theme Song Composition
21;49348;Theme Song Arrangement
21;49348;Theme Song Performance
21;49349;Theme Song Performance
21;49364;Theme Song Performance
21;40185;Theme Song Performance
21;6861;Theme Song Performance
21;30173;Theme Song Composition
21;659;Theme Song Performance
21;43724;Theme Song Performance
21;43724;Theme Song Lyrics
21;128;Theme Song Performance
21;128;Inserted Song Performance
21;12523;Theme Song Arrangement
21;6181;Theme Song Performance
21;43;Theme Song Performance
21;535;Theme Song Performance
21;49352;Theme Song Lyrics
21;49352;Theme Song Performance
21;16779;Theme Song Performance
21;42099;Theme Song Performance
21;9204;Theme Song Performance
21;10862;Theme Song Composition
21;10715;Theme Song Performance
21;313;Theme Song Performance
21;313;ADR Director
21;52457;Theme Song Performance
21;36999;Theme Song Lyrics
21;51748;Theme Song Performance
21;859;Theme Song Performance
21;9523;Theme Song Performance
21;6674;Theme Song Lyrics
21;6674;Theme Song Composition
21;6167;Theme Song Performance
21;49350;Theme Song Performance
21;19613;Theme Song Performance
21;12382;Storyboard
21;17847;Storyboard
21;43154;Storyboard
21;50592;Storyboard
21;16685;Storyboard
21;35405;Script
21;5163;Script
21;5163;Storyboard
21;5163;Screenplay
21;5163;Series Composition
21;5170;Script
21;5170;Storyboard
21;16557;Script
21;16557;Storyboard
21;5164;Script
21;5164;Storyboard
21;5165;Script
21;5165;Storyboard
21;46072;Script
21;886;Script
21;31597;Script
21;6459;Episode Director
21;6459;Storyboard
21;34373;Episode Director
21;34373;Storyboard
21;6934;Episode Director
21;20058;Episode Director
21;6823;Episode Director
21;39999;Episode Director
21;39999;Storyboard
21;10377;Episode Director
21;38806;Episode Director
21;38806;Storyboard
21;40537;Episode Director
21;8698;Episode Director
21;8698;Storyboard
21;40519;Episode Director
21;40519;Storyboard
21;40519;Key Animation
21;21257;Episode Director
21;38987;Episode Director
21;38987;Assistant Director
21;5067;Episode Director
21;5067;Storyboard
21;47930;Episode Director
21;15799;Episode Director
21;22687;Episode Director
21;22687;Storyboard
21;20406;Episode Director
21;5162;Director
21;5162;Episode Director
21;28621;Director
21;28621;Episode Director
21;28621;Storyboard
21;12867;Director
21;203;Producer
21;9160;Music
21;20510;ADR Director
21;47969;Animation Director
21;47969;Key Animation
21;35739;Animation Director
21;35739;Key Animation
21;47670;Key Animation
21;9813;Assistant Director
21;53668;Planning
22;6952;Director
22;6952;Storyboard
22;15943;Sound Director
22;6518;Episode Director
22;6518;Storyboard
22;38420;Episode Director
22;38420;Storyboard
22;37829;Episode Director
22;16209;Episode Director
22;21511;Episode Director
22;21511;Storyboard
22;42034;Episode Director
22;42078;Episode Director
22;15911;Episode Director
22;8067;Script
22;4564;Script
22;4125;Script
22;46855;Storyboard
22;42411;Storyboard
22;42411;Animation Director
22;41221;Storyboard
22;6722;Storyboard
22;20038;Storyboard
22;25647;Theme Song Composition
22;25647;Theme Song Arrangement
22;25647;Theme Song Performance
22;688;Theme Song Performance
22;1109;Theme Song Performance
22;174;Theme Song Performance
22;829;Theme Song Performance
22;893;Theme Song Performance
22;62;Theme Song Performance
22;178;Theme Song Performance
22;1113;Theme Song Performance
22;177;Theme Song Performance
22;95;Theme Song Performance
22;164;Theme Song Performance
22;97;Theme Song Performance
22;37307;Color Design
22;40210;Animation Director
22;40210;Key Animation
22;8609;ADR Director
22;47107;Key Animation
22;46495;In-Between Animation
22;9498;Animation Director
22;10322;Key Animation
22;6134;Animation Director
22;6134;Chief Animation Director
22;6134;Character Design
22;36251;Art Director
22;46139;In-Between Animation
22;1909;Original Creator
22;7974;ADR Director
22;7935;Key Animation
22;46726;Key Animation
22;46726;Animation Director
22;41023;Key Animation
22;38193;In-Between Animation
22;15941;Editing
22;46138;In-Between Animation
22;10519;Key Animation
22;10958;Animation Director
22;42226;Animation Director
22;8337;Key Animation
22;15235;Key Animation
22;12529;Series Composition
22;12529;Screenplay
22;46709;Key Animation
22;46709;Animation Check
22;16063;Background Art
22;48081;Key Animation
22;48081;Animation Director
22;6404;Key Animation
22;14339;Series Composition
22;41238;Color Setting
22;14523;Music
23;41499;Director
23;47976;Episode Director
23;2471;Script
23;2471;Series Composition
23;12508;Theme Song Performance
23;12601;Art Director
23;7613;Character Design
23;7613;Animation Director
23;45205;Chief Animation Director
23;16049;Art Director
23;1999;Original Creator
23;10139;Color Design
23;15933;Music
23;39241;Sound Effects
24;203;Producer
24;5152;Director
24;5152;Episode Director
24;5152;Storyboard
24;6080;Sound Director
24;4346;Episode Director
24;4346;Storyboard
24;34691;Episode Director
24;34691;Storyboard
24;31567;Script
24;8462;Script
24;37070;Script
24;4564;Script
24;6903;Script
24;6903;Series Composition
24;2076;Script
24;28;Theme Song Performance
24;2135;Theme Song Lyrics
24;2135;Original Creator
24;47844;Theme Song Arrangement
24;47844;Theme Song Composition
24;47844;Theme Song Lyrics
24;70;Theme Song Performance
24;6781;Theme Song Performance
24;1138;ADR Director
24;5316;Executive Producer
24;25163;Animation Director
24;6013;Key Animation
24;47291;Key Animation
24;6513;Inserted Song Performance
24;47546;Key Animation
24;47532;Key Animation
24;49432;Editing
24;10140;Key Animation
24;31665;Key Animation
24;19083;Key Animation
24;5958;Music
24;21821;Key Animation
24;659;ADR Director
24;9093;Recording Engineer
24;6948;Color Design
24;64;Inserted Song Performance
24;6863;Key Animation
24;11638;Animation Director
24;21017;Key Animation
24;7313;Character Design
24;47563;Key Animation
24;37177;Key Animation
25;203;Producer
25;8540;Producer
25;6722;Producer
25;12109;Producer
25;6186;Director
25;6549;Sound Director
25;5652;Episode Director
25;5652;Storyboard
25;5652;Key Animation
25;5652;Assistant Director
25;10860;Script
25;312;Script
25;302;Theme Song Performance
25;38390;Theme Song Performance
25;27397;Key Animation
25;5316;Executive Producer
25;661;Post-Production Assistant
25;37597;Editing
25;1339;ADR Director
25;30003;Key Animation
25;46923;Key Animation
25;9389;Key Animation
25;47114;Animation Director
25;6055;Music
25;36161;Art Director
25;10520;Animation Director
25;6381;Original Creator
25;2308;Series Composition
25;6187;Chief Animation Director
25;6187;Character Design
26;27399;Producer
26;27399;Episode Director
26;13223;Producer
26;6369;Director
26;6369;Episode Director
26;6369;Storyboard
26;11866;Sound Director
26;5326;Episode Director
26;5326;Storyboard
26;52444;Episode Director
26;8838;Episode Director
26;8838;Key Animation
26;6856;Episode Director
26;6856;Storyboard
26;6160;Script
26;6160;Series Composition
26;28383;Script
26;6736;Script
26;6185;Storyboard
26;6185;Key Animation
26;28829;Storyboard
26;11507;Storyboard
26;314;Theme Song Performance
26;5426;Theme Song Performance
26;15079;Theme Song Performance
26;1991;Original Character Design
26;53925;Character Design
26;53925;Animation Director
26;53925;Chief Animation Director
26;40129;Key Animation
26;10286;Art Director
26;30185;ADR Director
26;41294;Color Design
26;10231;Key Animation
26;41369;Animation Director
26;41369;Key Animation
26;11183;Animation Director
26;8170;Executive Producer
26;5950;Music
26;33303;Mechanical Design
26;11341;Mechanical Design
26;10140;Key Animation
26;11111;Key Animation
26;32985;Editing
26;11638;Animation Director
26;11131;Music
27;203;Producer
27;52015;Producer
27;38304;Director
27;38304;Storyboard
27;38304;Series Composition
27;8074;Sound Director
27;16621;Episode Director
27;37829;Episode Director
27;42078;Episode Director
27;40765;Script
27;202;Script
27;202;ADR Director
27;14339;Script
27;14339;Series Composition
27;11507;Storyboard
27;10132;Storyboard
27;10132;Key Animation
27;10132;Animation Director
27;10132;Mechanical Design
27;31673;Storyboard
27;7483;Theme Song Performance
27;6672;Theme Song Lyrics
27;21271;Key Animation
27;50128;Key Animation
27;16835;Animation Director
27;16835;Key Animation
27;5323;Key Animation
27;11479;Music
27;5316;Executive Producer
27;37598;Director of Photography
27;37597;Editing
27;47546;Key Animation
27;7673;Key Animation
27;11445;Key Animation
27;7141;Character Design
27;23841;Animation Director
27;10519;Key Animation
27;46498;Key Animation
27;47114;Key Animation
27;6328;Original Character Design
27;2494;Original Creator
27;6188;Key Animation
27;38971;Art Director
27;53927;Color Design
27;6583;Animation Director
27;37177;Key Animation
27;34377;Background Art
28;10165;Director
28;10138;Sound Director
28;25739;Episode Director
28;40672;Episode Director
28;28891;Episode Director
28;28891;Storyboard
28;16355;Episode Director
28;14751;Episode Director
28;47874;Episode Director
28;47874;Key Animation
28;40525;Episode Director
28;40525;Storyboard
28;15219;Episode Director
28;15219;Storyboard
28;7538;Script
28;3071;Script
28;6308;Script
28;20833;Storyboard
28;40495;Storyboard
28;40495;Key Animation
28;10958;Storyboard
28;10958;Key Animation
28;16499;Storyboard
28;16499;Key Animation
28;6709;Theme Song Lyrics
28;16465;Theme Song Performance
28;12373;Theme Song Performance
28;12373;Theme Song Composition
28;12373;Theme Song Lyrics
28;8524;Theme Song Performance
28;42110;Theme Song Performance
28;42110;Theme Song Lyrics
28;42110;Theme Song Composition
28;17773;Theme Song Performance
28;52755;Theme Song Composition
28;52755;Theme Song Arrangement
28;45614;Theme Song Arrangement
28;45614;Theme Song Performance
28;45614;Theme Song Lyrics
28;45614;Theme Song Composition
28;7722;Theme Song Performance
28;16467;Theme Song Performance
28;33763;In-Between Animation
28;40803;Background Art
28;10818;Key Animation
28;34823;Special Effects
28;51369;Key Animation
28;41465;Key Animation
28;2805;Original Creator
28;40242;Key Animation
28;48703;Character Design
28;43282;Key Animation
28;15647;Art Director
28;47111;Key Animation
28;42582;Key Animation
28;46637;In-Between Animation
28;46855;Key Animation
28;14031;Associate Producer
28;5172;Music
28;37760;Background Art
28;47560;Key Animation
28;33737;Background Art
28;28581;In-Between Animation
28;37915;In-Between Animation
