Id;Name;Episodes;Franchise;Kind;Rating;Score;Status;AiredOn;ReleasedOn
226;Elfen Lied;13;elfen_lied;tv;r_plus;7.56;released;2004-07-24T20:00:00.0000000Z;2004-10-16T20:00:00.0000000Z
227;FLCL;6;flcl;ova;pg_13;8.03;released;2000-04-25T20:00:00.0000000Z;2001-03-15T21:00:00.0000000Z
228;Jigoku Shoujo;26;jigoku_shoujo;tv;r;7.64;released;2005-10-04T20:00:00.0000000Z;2006-04-04T20:00:00.0000000Z
229;Ninin ga Shinobuden;12;;tv;r;6.91;released;2004-07-09T20:00:00.0000000Z;2004-09-24T20:00:00.0000000Z
230;Air Master;27;;tv;r;7.01;released;2003-04-01T20:00:00.0000000Z;2003-09-30T20:00:00.0000000Z
231;Asagiri no Miko;26;;tv;pg;6.16;released;2002-07-03T20:00:00.0000000Z;2002-12-25T21:00:00.0000000Z
232;Cardcaptor Sakura;70;cardcaptor_sakura;tv;pg;8.16;released;1998-04-06T20:00:00.0000000Z;2000-03-20T21:00:00.0000000Z
233;Daa! Daa! Daa!;78;;tv;g;7.65;released;2000-03-27T20:00:00.0000000Z;2002-02-25T21:00:00.0000000Z
234;Dan Doh!!;26;;tv;g;6.68;released;2004-04-02T20:00:00.0000000Z;2004-09-24T20:00:00.0000000Z
235;Detective Conan;0;detective_conan;tv;pg_13;8.16;ongoing;1996-01-07T21:00:00.0000000Z;
236;E's Otherwise;26;;tv;pg_13;6.64;released;2003-03-31T20:00:00.0000000Z;2003-09-22T20:00:00.0000000Z
237;Koukyoushihen Eureka Seven;50;eureka_seven;tv;pg_13;8.09;released;2005-04-16T20:00:00.0000000Z;2006-04-01T20:00:00.0000000Z
238;Rekka no Honoo;42;rekka_no_honoo;tv;pg_13;7.36;released;1997-07-18T20:00:00.0000000Z;1998-07-09T20:00:00.0000000Z
239;Gankutsuou;24;;tv;r;8.17;released;2004-10-05T20:00:00.0000000Z;2005-03-29T20:00:00.0000000Z
240;Genshiken;12;genshiken;tv;pg_13;7.66;released;2004-10-09T20:00:00.0000000Z;2004-12-25T21:00:00.0000000Z
241;Girls Bravo: First Season;11;girls_bravo;tv;r_plus;6.44;released;2004-07-04T20:00:00.0000000Z;2004-09-26T20:00:00.0000000Z
242;Gokusen;13;;tv;r;7.41;released;2004-01-06T21:00:00.0000000Z;2004-03-30T20:00:00.0000000Z
243;Gravitation;13;gravitation;tv;pg_13;7.0;released;2000-10-03T20:00:00.0000000Z;2001-01-09T21:00:00.0000000Z
244;Agatha Christie no Meitantei Poirot to Marple;39;;tv;g;6.87;released;2004-07-03T20:00:00.0000000Z;2005-05-14T20:00:00.0000000Z
245;Great Teacher Onizuka;43;shonan_junai_gumi;tv;r;8.7;released;1999-06-29T20:00:00.0000000Z;2000-09-16T20:00:00.0000000Z
246;Groove Adventure Rave;51;;tv;pg_13;7.26;released;2001-10-12T20:00:00.0000000Z;2002-09-27T20:00:00.0000000Z
247;Harukanaru Toki no Naka de: Hachiyou Shou;26;harukanaru_toki_no_naka_de;tv;pg_13;7.04;released;2004-10-05T20:00:00.0000000Z;2005-03-29T20:00:00.0000000Z
248;Ichigo 100%;12;ichigo_100;tv;pg_13;6.67;released;2005-04-05T20:00:00.0000000Z;2005-06-21T20:00:00.0000000Z
249;InuYasha;167;inuyasha;tv;pg_13;7.85;released;2000-10-15T20:00:00.0000000Z;2004-09-12T20:00:00.0000000Z
250;Konjiki no Gash Bell!!;150;konjiki_no_gash_bell;tv;pg_13;7.54;released;2003-04-05T20:00:00.0000000Z;2006-03-25T21:00:00.0000000Z
251;Kyou kara Maou!;78;kyou_kara_maou;tv;pg_13;7.69;released;2004-04-02T20:00:00.0000000Z;2006-02-24T21:00:00.0000000Z
252;Madlax;26;;tv;pg_13;7.06;released;2004-04-05T20:00:00.0000000Z;2004-09-27T20:00:00.0000000Z
253;Jungle wa Itsumo Hare nochi Guu;26;jungle_wa_itsumo_hare_nochi_guu;tv;pg_13;7.84;released;2001-04-02T20:00:00.0000000Z;2001-09-24T20:00:00.0000000Z
254;Jungle wa Itsumo Hare nochi Guu Deluxe;6;jungle_wa_itsumo_hare_nochi_guu;ova;pg_13;7.82;released;2002-08-24T20:00:00.0000000Z;2003-01-24T21:00:00.0000000Z
255;Jungle wa Itsumo Hare nochi Guu Final;7;jungle_wa_itsumo_hare_nochi_guu;ova;pg_13;7.65;released;2003-12-20T21:00:00.0000000Z;2004-06-24T20:00:00.0000000Z
256;Hoshi no Koe;1;;ova;pg_13;7.21;released;2002-02-01T21:00:00.0000000Z;
257;Ikkitousen;13;ikkitousen;tv;r_plus;6.44;released;2003-07-29T20:00:00.0000000Z;2003-10-21T20:00:00.0000000Z
258;Hitsuji no Uta;4;;ova;r;6.22;released;2003-05-24T20:00:00.0000000Z;2004-02-24T21:00:00.0000000Z
259;Happy☆Lesson;5;happy_lesson;ova;pg_13;6.63;released;2001-07-18T20:00:00.0000000Z;2003-05-22T20:00:00.0000000Z
260;Happy☆Lesson (TV);13;happy_lesson;tv;pg_13;6.66;released;2002-03-31T20:00:00.0000000Z;2002-06-29T20:00:00.0000000Z
261;Happy☆Lesson: Advance;13;happy_lesson;tv;pg_13;6.83;released;2003-07-02T20:00:00.0000000Z;2003-09-27T20:00:00.0000000Z
262;Happy☆Lesson: The Final;3;happy_lesson;ova;pg_13;6.82;released;2004-05-24T20:00:00.0000000Z;2004-10-21T20:00:00.0000000Z
263;Hajime no Ippo;75;hajime_no_ippo;tv;pg_13;8.74;released;2000-10-03T20:00:00.0000000Z;2002-03-26T21:00:00.0000000Z
264;Hajime no Ippo: Champion Road;1;hajime_no_ippo;special;pg_13;8.28;released;2003-04-17T20:00:00.0000000Z;
265;Hajime no Ippo: Mashiba vs. Kimura;1;hajime_no_ippo;ova;pg_13;8.23;released;2003-09-04T20:00:00.0000000Z;
266;Gunparade March: Arata Naru Kougunka;12;gunparade_march;tv;pg_13;6.79;released;2003-02-05T21:00:00.0000000Z;2003-04-23T20:00:00.0000000Z
267;Gungrave;26;;tv;r;7.86;released;2003-10-06T20:00:00.0000000Z;2004-03-29T20:00:00.0000000Z
268;Golden Boy;6;;ova;r_plus;8.02;released;1995-10-26T21:00:00.0000000Z;1996-06-27T20:00:00.0000000Z
269;Bleach;366;bleach;tv;pg_13;7.8;released;2004-10-04T20:00:00.0000000Z;2012-03-26T20:00:00.0000000Z
270;Hellsing;13;hellsing;tv;r;7.5;released;2001-10-10T20:00:00.0000000Z;2002-01-16T21:00:00.0000000Z
271;Gad Guard;26;;tv;pg_13;6.69;released;2003-04-15T20:00:00.0000000Z;2003-09-24T20:00:00.0000000Z
272;Noir;26;;tv;pg_13;7.31;released;2001-04-05T20:00:00.0000000Z;2001-09-27T20:00:00.0000000Z
273;Mahoutsukai ni Taisetsu na Koto;12;mahoutsukai_ni_taisetsu_na_koto;tv;pg_13;6.75;released;2003-01-09T21:00:00.0000000Z;2003-03-27T21:00:00.0000000Z
274;Kiddy Grade;24;kiddy_grade;tv;r_plus;7.21;released;2002-10-08T20:00:00.0000000Z;2003-03-18T21:00:00.0000000Z
275;Love♥Love?;9;love_love;tv;r_plus;5.9;released;2004-05-03T20:00:00.0000000Z;2004-06-28T20:00:00.0000000Z
276;Mahoromatic: Automatic Maiden;12;mahoromatic;tv;r_plus;7.18;released;2001-10-04T20:00:00.0000000Z;2001-12-27T21:00:00.0000000Z
277;Mahoromatic: Motto Utsukushii Mono;14;mahoromatic;tv;r_plus;7.17;released;2002-09-25T20:00:00.0000000Z;2003-01-15T21:00:00.0000000Z
278;Viewtiful Joe;51;;tv;pg_13;6.76;released;2004-10-01T20:00:00.0000000Z;2005-09-23T20:00:00.0000000Z
279;Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari;13;;tv;r;7.14;released;2003-10-03T20:00:00.0000000Z;2003-12-26T21:00:00.0000000Z
280;Animal Yokochou;51;;tv;g;6.83;released;2005-10-03T20:00:00.0000000Z;2006-09-25T20:00:00.0000000Z
281;Akane Maniax;3;akane_maniax;ova;pg_13;5.74;released;2004-11-24T21:00:00.0000000Z;2005-08-25T20:00:00.0000000Z
282;Angel Heart;50;city_hunter;tv;pg_13;7.29;released;2005-10-03T20:00:00.0000000Z;2006-09-25T20:00:00.0000000Z
283;Akage no Anne;50;akage_no_anne;tv;g;7.7;released;1979-01-06T21:00:00.0000000Z;1979-12-29T21:00:00.0000000Z
284;Area 88 (TV);12;area;tv;pg_13;7.02;released;2004-01-08T21:00:00.0000000Z;2004-03-25T21:00:00.0000000Z
285;Argento Soma;25;argento_soma;tv;pg_13;6.79;released;2000-10-05T20:00:00.0000000Z;2001-03-21T21:00:00.0000000Z
286;B'T X;25;b_t_x;tv;pg_13;7.05;released;1996-04-05T20:00:00.0000000Z;1996-09-20T20:00:00.0000000Z
287;Grappler Baki (TV);24;baki;tv;pg_13;7.44;released;2001-01-08T21:00:00.0000000Z;2001-06-25T20:00:00.0000000Z
288;Bakuten Shoot Beyblade;51;beyblade;tv;pg;6.73;released;2001-01-07T21:00:00.0000000Z;2001-12-23T21:00:00.0000000Z
289;Comic Party;13;comic_party;tv;pg_13;6.58;released;2001-04-01T20:00:00.0000000Z;2001-06-24T20:00:00.0000000Z
290;Seikai no Monshou;13;seikai_no_senki;tv;pg_13;7.69;released;1999-01-02T21:00:00.0000000Z;1999-03-27T21:00:00.0000000Z
291;D.C.S.S: Da Capo Second Season;26;d_c;tv;pg_13;7.0;released;2005-07-01T20:00:00.0000000Z;2005-12-23T21:00:00.0000000Z
292;Dear Boys;26;;tv;pg_13;6.84;released;2003-04-06T20:00:00.0000000Z;2003-09-28T20:00:00.0000000Z
293;Di Gi Charat;16;di_gi_charat;tv;g;6.73;released;1999-11-29T21:00:00.0000000Z;1999-12-23T21:00:00.0000000Z
294;Divergence Eve;13;divergence_eve;tv;r_plus;5.92;released;2003-07-01T20:00:00.0000000Z;2003-09-23T20:00:00.0000000Z
295;Divergence Eve 2: Misaki Chronicles;13;divergence_eve;tv;pg_13;6.29;released;2004-01-02T21:00:00.0000000Z;2004-03-26T21:00:00.0000000Z
296;Dragon Drive;38;;tv;pg;6.72;released;2002-07-03T20:00:00.0000000Z;2003-03-26T21:00:00.0000000Z
297;Grenadier: Hohoemi no Senshi;12;grenadier;tv;pg_13;6.72;released;2004-10-13T20:00:00.0000000Z;2005-01-12T21:00:00.0000000Z
298;.hack//Tasogare no Udewa Densetsu;12;hack;tv;pg_13;6.59;released;2003-01-08T21:00:00.0000000Z;2003-03-26T21:00:00.0000000Z
299;.hack//Liminality;4;hack;ova;pg_13;6.61;released;2002-06-19T20:00:00.0000000Z;2003-04-09T20:00:00.0000000Z
300;3x3 Eyes;4;3x3_eyes;ova;r;6.77;released;1991-07-24T21:00:00.0000000Z;1992-03-18T21:00:00.0000000Z
301;Cinderella Boy;13;;tv;pg_13;6.31;released;2003-06-23T20:00:00.0000000Z;2003-09-15T20:00:00.0000000Z
302;Mirai Shounen Conan;26;mirai_shounen_conan;tv;pg_13;8.09;released;1978-04-03T21:00:00.0000000Z;1978-10-30T21:00:00.0000000Z
303;Aa! Megami-sama!: Chichaitte Koto wa Benri da ne;48;aa_megami_sama;tv;g;6.91;released;1998-04-05T20:00:00.0000000Z;1999-03-28T20:00:00.0000000Z
304;Aa! Megami-sama! Movie;1;aa_megami_sama;movie;pg_13;7.57;released;2000-10-20T20:00:00.0000000Z;
305;Abashiri Ikka;4;yumemakura_baku_twilight_gekijou;ova;r_plus;5.37;released;1991-05-20T21:00:00.0000000Z;1991-11-20T22:00:00.0000000Z
306;Abenobashi Mahou☆Shoutengai;13;;tv;r_plus;7.25;released;2002-04-03T20:00:00.0000000Z;2002-06-26T20:00:00.0000000Z
307;Kerokko Demetan;39;;tv;pg;5.99;released;1973-01-01T21:00:00.0000000Z;1973-09-24T21:00:00.0000000Z
308;Zettai Shounen;26;;tv;pg_13;6.93;released;2005-05-20T20:00:00.0000000Z;2005-11-18T21:00:00.0000000Z
309;Akahori Gedou Hour Rabuge;13;;tv;pg_13;6.15;released;2005-07-04T20:00:00.0000000Z;2005-09-26T20:00:00.0000000Z
310;Chiisana Obake: Acchi, Kocchi, Socchi;50;;tv;g;5.97;released;1991-04-08T21:00:00.0000000Z;1992-04-06T20:00:00.0000000Z
311;Ace wo Nerae!;26;ace_wo_nerae;tv;pg_13;7.01;released;1973-10-04T21:00:00.0000000Z;1974-03-28T21:00:00.0000000Z
312;Ace wo Nerae!: Final Stage;12;ace_wo_nerae;ova;pg_13;6.51;released;1989-10-24T21:00:00.0000000Z;1990-04-24T20:00:00.0000000Z
313;Ace wo Nerae! (1979);1;ace_wo_nerae;movie;pg_13;6.82;released;1979-09-07T21:00:00.0000000Z;
314;Ace wo Nerae! 2;13;ace_wo_nerae;ova;pg_13;6.86;released;1988-07-24T20:00:00.0000000Z;1988-10-24T21:00:00.0000000Z
315;Xiao Qian;1;;movie;pg;6.48;released;1997-07-30T20:00:00.0000000Z;
317;Final Fantasy VII: Advent Children;1;final_fantasy_vii;movie;pg_13;7.76;released;2005-09-13T20:00:00.0000000Z;
318;Hand Maid May;10;hand_maid_mai;tv;pg_13;6.73;released;2000-07-25T20:00:00.0000000Z;2000-09-26T20:00:00.0000000Z
319;Happy World!;3;;ova;r_plus;6.01;released;2002-12-12T21:00:00.0000000Z;2003-06-26T20:00:00.0000000Z
321;Najica Dengeki Sakusen;12;;tv;r_plus;6.0;released;2001-10-04T20:00:00.0000000Z;2001-12-26T21:00:00.0000000Z
322;Paradise Kiss;12;paradise_kiss;tv;r;7.83;released;2005-10-13T20:00:00.0000000Z;2005-12-29T21:00:00.0000000Z
323;Mousou Dairinin;13;;tv;r_plus;7.68;released;2004-02-02T21:00:00.0000000Z;2004-05-17T20:00:00.0000000Z
324;Kidou Keisatsu Patlabor: On Television;47;mobile_police_patlabor;tv;pg_13;7.68;released;1989-10-10T21:00:00.0000000Z;1990-09-25T20:00:00.0000000Z
325;Peach Girl;25;;tv;pg_13;6.99;released;2005-01-07T21:00:00.0000000Z;2005-06-24T20:00:00.0000000Z
326;Petshop of Horrors;4;;tv;r;7.26;released;1999-03-01T21:00:00.0000000Z;1999-03-22T21:00:00.0000000Z
327;Puchi Pri*Yucie;26;;tv;g;7.42;released;2002-09-29T20:00:00.0000000Z;2003-03-23T21:00:00.0000000Z
328;Piano (TV);10;piano;tv;g;6.02;released;2002-11-10T21:00:00.0000000Z;2003-01-12T21:00:00.0000000Z
329;Planetes;26;planetes;tv;pg_13;8.3;released;2003-10-03T20:00:00.0000000Z;2004-04-16T20:00:00.0000000Z
330;Midori no Hibi;13;;tv;r_plus;7.28;released;2004-04-03T20:00:00.0000000Z;2004-06-26T20:00:00.0000000Z
331;Mahoujin Guruguru;45;mahoujin_guruguru;tv;g;7.61;released;1994-10-12T21:00:00.0000000Z;1995-09-13T20:00:00.0000000Z
332;Dokidoki♡Densetsu: Mahoujin Guruguru;38;mahoujin_guruguru;tv;g;7.19;released;2000-04-03T20:00:00.0000000Z;2000-12-25T21:00:00.0000000Z
333;Mama wa Shougaku 4 Nensei;51;;tv;pg;7.2;released;1992-01-09T22:00:00.0000000Z;1992-12-24T21:00:00.0000000Z
334;Marmalade Boy;76;marmalade_boy;tv;pg_13;7.48;released;1994-03-12T21:00:00.0000000Z;1995-09-02T20:00:00.0000000Z
335;Matantei Loki Ragnarok;26;;tv;pg_13;7.28;released;2003-04-04T20:00:00.0000000Z;2003-09-26T20:00:00.0000000Z
336;Ginyuu Mokushiroku Meine Liebe;13;ginyuu_mokushiroku_meine_liebe;tv;pg_13;6.45;released;2004-11-03T21:00:00.0000000Z;2005-02-02T21:00:00.0000000Z
337;Psychic Academy;24;;tv;pg_13;6.24;released;2002-03-28T21:00:00.0000000Z;2002-09-12T20:00:00.0000000Z
338;Versailles no Bara;40;versailles_no_bara;tv;pg_13;8.33;released;1979-10-09T21:00:00.0000000Z;1980-09-02T21:00:00.0000000Z
339;Serial Experiments Lain;13;;tv;r;8.04;released;1998-07-05T20:00:00.0000000Z;1998-09-27T20:00:00.0000000Z
340;Mutsu Enmei Ryuu Gaiden: Shura no Toki;26;;tv;pg_13;7.58;released;2004-04-05T20:00:00.0000000Z;2004-09-27T20:00:00.0000000Z
341;Spiral: Suiri no Kizuna;25;;tv;pg_13;7.25;released;2002-09-30T20:00:00.0000000Z;2003-03-24T21:00:00.0000000Z
342;Starship Operators;13;;tv;pg_13;6.99;released;2005-01-04T21:00:00.0000000Z;2005-03-29T20:00:00.0000000Z
343;Tsukuyomi: Moon Phase;25;tsukuyomi;tv;pg_13;6.99;released;2004-10-04T20:00:00.0000000Z;2005-03-28T20:00:00.0000000Z
344;Futatsu no Spica;20;;tv;pg_13;7.36;released;2003-10-31T21:00:00.0000000Z;2004-03-26T21:00:00.0000000Z
345;Eikoku Koi Monogatari Emma;12;eikoku_koi_monogatari_emma;tv;g;7.66;released;2005-04-02T20:00:00.0000000Z;2005-06-18T20:00:00.0000000Z
346;W: Wish;13;w_wish;tv;pg_13;6.19;released;2004-10-02T20:00:00.0000000Z;2004-12-25T21:00:00.0000000Z
347;Wild Arms: Twilight Venom;22;;tv;pg_13;6.65;released;1999-10-17T20:00:00.0000000Z;2000-03-26T20:00:00.0000000Z
348;Binzume Yousei;13;;tv;g;6.44;released;2003-10-02T20:00:00.0000000Z;2003-12-25T21:00:00.0000000Z
349;Magical Canan;13;magical_canan;tv;pg_13;6.17;released;2004-12-31T21:00:00.0000000Z;2005-03-25T21:00:00.0000000Z
350;Ojamajo Doremi;51;ojamajo_doremi;tv;g;7.22;released;1999-02-06T21:00:00.0000000Z;2000-01-29T21:00:00.0000000Z
351;Ojamajo Doremi Sharp;49;ojamajo_doremi;tv;g;7.34;released;2000-02-05T21:00:00.0000000Z;2001-01-27T21:00:00.0000000Z
352;Motto! Ojamajo Doremi;50;ojamajo_doremi;tv;g;7.34;released;2001-02-03T21:00:00.0000000Z;2002-01-26T21:00:00.0000000Z
353;Ojamajo Doremi Dokkaan!;51;ojamajo_doremi;tv;g;7.59;released;2002-02-02T21:00:00.0000000Z;2003-01-25T21:00:00.0000000Z
354;UG☆Ultimate Girls;12;;tv;r_plus;5.63;released;2005-01-09T21:00:00.0000000Z;2005-03-27T20:00:00.0000000Z
355;Shakugan no Shana;24;shakugan_no_shana;tv;pg_13;7.51;released;2005-10-05T20:00:00.0000000Z;2006-03-22T21:00:00.0000000Z
356;Fate/stay night;24;fate;tv;r;7.33;released;2006-01-06T21:00:00.0000000Z;2006-06-16T20:00:00.0000000Z
357;Bokusatsu Tenshi Dokuro-chan;4;bokusatsu_tenshi_dokuro_chan;ova;r;6.59;released;2005-03-12T21:00:00.0000000Z;2005-09-21T20:00:00.0000000Z
358;Iriya no Sora, UFO no Natsu;6;;ova;r_plus;6.98;released;2005-02-24T21:00:00.0000000Z;2005-06-28T20:00:00.0000000Z
359;I'll/CKBC;2;;ova;pg_13;6.28;released;2002-12-17T21:00:00.0000000Z;2003-03-25T21:00:00.0000000Z
360;Himiko-den;12;;tv;pg_13;6.23;released;1999-01-06T21:00:00.0000000Z;1999-03-31T20:00:00.0000000Z
361;Memories Off;3;memories_off;ova;pg_13;5.92;released;2001-11-20T21:00:00.0000000Z;2002-03-05T21:00:00.0000000Z
362;Memories Off 2nd;3;memories_off;ova;pg_13;6.29;released;2003-01-21T21:00:00.0000000Z;2003-05-20T20:00:00.0000000Z
363;Memories Off 3.5;4;memories_off;ova;pg_13;6.28;released;2004-05-11T20:00:00.0000000Z;2004-10-19T20:00:00.0000000Z
364;Gallery Fake;37;;tv;pg_13;7.47;released;2005-01-07T21:00:00.0000000Z;2005-09-23T20:00:00.0000000Z
365;Fake;1;;ova;pg_13;6.53;released;1998-04-20T20:00:00.0000000Z;
366;AIKa;7;aika;ova;r_plus;5.94;released;1997-04-24T20:00:00.0000000Z;1999-04-24T20:00:00.0000000Z
367;Akazukin Chacha OVA;3;akazukin_chacha;ova;g;7.03;released;1995-12-05T21:00:00.0000000Z;1996-03-05T21:00:00.0000000Z
369;Boogiepop wa Warawanai;12;boogiepop_wa_warawanai;tv;r_plus;7.16;released;2000-01-04T21:00:00.0000000Z;2000-03-21T21:00:00.0000000Z
370;Burn Up Excess;13;burn_up;tv;pg_13;6.55;released;1997-12-11T21:00:00.0000000Z;1998-06-30T20:00:00.0000000Z
371;Cardcaptor Sakura Movie 1;1;cardcaptor_sakura;movie;pg;7.64;released;1999-08-20T20:00:00.0000000Z;
372;Cardcaptor Sakura Movie 2: Fuuin Sareta Card;1;cardcaptor_sakura;movie;pg;8.22;released;2000-07-14T20:00:00.0000000Z;
373;Bannou Bunka Neko-Musume;6;bannou_bunka_neko_musume;ova;pg_13;6.68;released;1992-10-20T21:00:00.0000000Z;1994-05-24T20:00:00.0000000Z
374;Bannou Bunka Neko-Musume DASH!;12;bannou_bunka_neko_musume;ova;r;6.36;released;1998-09-22T20:00:00.0000000Z;1998-12-22T21:00:00.0000000Z
375;Bannou Bunka Neko-Musume (1998);12;bannou_bunka_neko_musume;tv;pg_13;6.51;released;1998-01-06T21:00:00.0000000Z;1998-03-24T21:00:00.0000000Z
376;Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer;1;elfen_lied;special;r_plus;7.19;released;2005-04-20T20:00:00.0000000Z;
377;eX-Driver;6;ex_driver;ova;pg_13;6.72;released;2000-07-24T20:00:00.0000000Z;2001-09-24T20:00:00.0000000Z
378;eX-Driver the Movie;1;ex_driver;movie;pg_13;6.64;released;2002-04-19T20:00:00.0000000Z;
379;Heppoko Jikken Animation Excel♥Saga;26;puni_puni_poemii;tv;r;7.5;released;1999-10-07T20:00:00.0000000Z;2000-03-30T20:00:00.0000000Z
380;Fushigi Yuugi OVA;3;fushigi_yuugi;ova;pg_13;7.15;released;1996-10-24T20:00:00.0000000Z;1997-02-24T21:00:00.0000000Z
381;Fushigi Yuugi: Dai Ni Bu;6;fushigi_yuugi;ova;pg_13;7.27;released;1997-05-24T20:00:00.0000000Z;1998-10-24T20:00:00.0000000Z
382;Futari Ecchi;4;futari_ecchi;ova;r_plus;6.37;released;2002-07-25T20:00:00.0000000Z;2004-01-21T21:00:00.0000000Z
383;Galaxy Angel;24;galaxy_angel;tv;pg_13;7.02;released;2001-04-07T20:00:00.0000000Z;2001-09-29T20:00:00.0000000Z
384;Gantz;13;gantz;tv;r_plus;7.04;released;2004-04-12T20:00:00.0000000Z;2004-06-21T20:00:00.0000000Z
385;Gilgamesh;26;;tv;r;6.65;released;2003-11-01T21:00:00.0000000Z;2004-03-17T21:00:00.0000000Z
386;H2;41;;tv;pg_13;7.26;released;1995-05-31T20:00:00.0000000Z;1996-03-20T21:00:00.0000000Z
387;Haibane Renmei;13;;tv;pg_13;7.99;released;2002-10-09T20:00:00.0000000Z;2002-12-18T21:00:00.0000000Z
388;Capeta;52;;tv;pg;7.83;released;2005-10-03T20:00:00.0000000Z;2006-09-25T20:00:00.0000000Z
389;Karas;6;;ova;r;7.41;released;2005-03-24T21:00:00.0000000Z;2007-10-25T20:00:00.0000000Z
390;Suzuka;26;fuuka;tv;pg_13;7.22;released;2005-07-06T20:00:00.0000000Z;2005-12-28T21:00:00.0000000Z
391;Tales of Phantasia The Animation;4;tales_of;ova;pg_13;6.81;released;2004-11-24T21:00:00.0000000Z;2006-02-23T21:00:00.0000000Z
392;Yuu☆Yuu☆Hakusho;112;yuu_yuu_hakusho;tv;pg_13;8.45;released;1992-10-09T21:00:00.0000000Z;1995-01-06T21:00:00.0000000Z
393;Escaflowne;1;escaflowne;movie;pg_13;7.08;released;2000-06-23T20:00:00.0000000Z;
394;Ai Yori Aoshi: Enishi;12;ai_yori_aoshi;tv;pg_13;7.15;released;2003-10-12T20:00:00.0000000Z;2003-12-28T21:00:00.0000000Z
395;Gantz 2nd Stage;13;gantz;tv;r_plus;7.08;released;2004-08-25T20:00:00.0000000Z;2004-11-17T21:00:00.0000000Z
396;Seikai no Senki;13;seikai_no_senki;tv;pg_13;7.71;released;2000-04-13T20:00:00.0000000Z;2000-07-13T20:00:00.0000000Z
397;Seikai no Senki II;10;seikai_no_senki;tv;pg_13;7.83;released;2001-07-10T20:00:00.0000000Z;2001-09-25T20:00:00.0000000Z
398;Seikai no Senki III;2;seikai_no_senki;ova;pg_13;7.7;released;2005-08-05T20:00:00.0000000Z;
399;Seikai no Senki Special;1;seikai_no_senki;special;pg_13;7.25;released;2001-07-03T20:00:00.0000000Z;
400;Seihou Bukyou Outlaw Star;24;seihou_tenshi_angel_links;tv;r_plus;7.87;released;1998-01-08T21:00:00.0000000Z;1998-06-25T20:00:00.0000000Z
401;Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen;2;rurouni_kenshin;ova;r;7.99;released;2001-12-02T21:00:00.0000000Z;
402;Otogi Juushi Akazukin OVA;1;otogi_juushi_akazukin;ova;pg_13;6.47;released;2005-02-19T21:00:00.0000000Z;
403;Hanaukyou Maid-tai;12;hanaukyou_maid_tai;tv;r_plus;6.61;released;2001-04-11T20:00:00.0000000Z;2001-06-27T20:00:00.0000000Z
404;Bastard!!: Ankoku no Hakaishin;6;;ova;r_plus;6.74;released;1992-08-24T20:00:00.0000000Z;1993-06-24T20:00:00.0000000Z
405;Blood: The Last Vampire;1;blood;movie;r;6.9;released;2000-11-17T21:00:00.0000000Z;
406;Buzzer Beater;13;buzzer_beater;tv;pg_13;6.55;released;2005-02-04T21:00:00.0000000Z;2005-04-29T20:00:00.0000000Z
407;Tantei Gakuen Q;45;;tv;pg_13;7.76;released;2003-04-14T20:00:00.0000000Z;2004-03-19T21:00:00.0000000Z
408;Final Fantasy VII: Last Order;1;final_fantasy_vii;special;pg_13;7.33;released;2005-09-13T20:00:00.0000000Z;
411;Gun x Sword;26;gun_x_sword;tv;pg_13;7.28;released;2005-07-03T20:00:00.0000000Z;2005-12-25T21:00:00.0000000Z
412;Kore ga Watashi no Goshujinsama;12;;tv;r_plus;6.56;released;2005-04-07T20:00:00.0000000Z;2005-06-30T20:00:00.0000000Z
413;Hametsu no Mars;1;;ova;r;2.23;released;2005-07-05T20:00:00.0000000Z;
415;Tonari no Yamada-kun;1;nono_chan;movie;g;7.18;released;1999-07-16T20:00:00.0000000Z;
416;Kurenai no Buta;1;;movie;g;7.97;released;1992-07-17T20:00:00.0000000Z;
417;Ragnarök The Animation;26;xianjing_chuanshuo_ro;tv;pg_13;6.47;released;2004-04-06T20:00:00.0000000Z;2004-09-28T20:00:00.0000000Z
418;Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!;1;ranma;movie;pg_13;7.26;released;1991-11-01T22:00:00.0000000Z;
419;Samurai Deeper Kyou;26;;tv;pg_13;6.92;released;2002-07-01T20:00:00.0000000Z;2002-12-23T21:00:00.0000000Z
420;Spriggan;1;spriggan;movie;r;6.68;released;1998-09-04T20:00:00.0000000Z;
421;Stratos 4;13;stratos;tv;pg_13;6.66;released;2003-01-04T21:00:00.0000000Z;2003-03-29T21:00:00.0000000Z
422;Stratos 4 OVA;2;stratos;ova;pg_13;6.73;released;2004-05-24T20:00:00.0000000Z;2004-07-31T20:00:00.0000000Z
423;Stratos 4 Advance;6;stratos;ova;pg_13;6.84;released;2005-03-04T21:00:00.0000000Z;2006-01-26T21:00:00.0000000Z
424;Dirty Pair;24;dirty_pair;tv;pg_13;7.18;released;1985-07-14T20:00:00.0000000Z;1985-12-25T21:00:00.0000000Z
425;Shiritsu Araiso Koutougakkou Seitokai Shikkoubu;2;wild_adapter;ova;pg_13;6.43;released;2002-03-28T21:00:00.0000000Z;2002-07-25T20:00:00.0000000Z
