SourceId;TargetId;Type
15051;11033;other
15051;12637;other
15051;14951;other
15051;19111;sequel
15051;20745;side_story
15051;20877;other
15051;21853;summary
15051;30829;summary
15051;32481;other
15051;32526;alternative_setting
15051;39944;other
15051;40879;alternative_setting
15051;41169;alternative_setting
15051;41204;summary
15051;41319;other
9907;9930;other
9907;11033;other
9907;12637;other
9907;14951;other
9907;15051;parent_story
9907;20877;other
9930;9907;other
9930;11033;other
9930;12637;other
9930;14951;other
9930;15051;parent_story
9930;20877;other
11033;9907;other
11033;9930;other
11033;12637;other
11033;14951;other
11033;15051;parent_story
11033;20877;other
12637;9907;other
12637;9930;other
12637;11033;other
12637;14951;other
12637;15051;parent_story
12637;20877;other
14951;9907;other
14951;9930;other
14951;11033;other
14951;12637;other
14951;15051;parent_story
14951;20877;other
19111;15051;prequel
19111;24997;sequel
19111;25897;other
19111;30829;summary
19111;33106;side_story
19111;41204;summary
20745;15051;parent_story
20877;9907;other
20877;9930;other
20877;11033;other
20877;12637;other
20877;14951;other
20877;15051;parent_story
21853;15051;full_story
21853;30829;sequel
21853;30829;alternative_version
21853;41204;alternative_version
30829;15051;full_story
30829;19111;full_story
30829;21853;alternative_version
30829;41204;alternative_version
32481;15051;other
32526;15051;alternative_setting
32526;31780;side_story
32526;32953;side_story
32526;34973;sequel
32526;35006;side_story
32526;36473;summary
32526;39944;other
32526;40879;alternative_setting
32526;41188;summary
32526;41189;summary
32526;41202;side_story
32526;42600;other
32526;48377;other
32526;48378;other
39944;15051;other
39944;32526;other
39944;40879;parent_story
40879;15051;alternative_setting
40879;32526;alternative_setting
40879;42889;other
41169;15051;other
41169;15051;alternative_setting
41204;15051;full_story
41204;19111;full_story
41204;21853;alternative_version
41204;30829;alternative_version
41319;15051;other
24997;19111;prequel
24997;32476;other
24997;32730;other
24997;40879;sequel
25897;19111;other
25897;30896;other
31780;32526;parent_story
31780;32953;other
31780;35006;other
31780;40245;other
32953;31780;other
32953;32526;parent_story
32953;35006;other
32953;40245;other
33106;19111;parent_story
34973;15051;other
34973;32526;prequel
34973;37027;sequel
34973;41188;summary
34973;41189;summary
35006;31780;other
35006;32526;parent_story
35006;32953;other
35006;40245;other
36473;32526;full_story
36473;41188;alternative_version
41188;32526;full_story
41188;34973;full_story
41188;36473;alternative_version
41189;32526;full_story
41189;34973;full_story
41202;32526;parent_story
42600;32526;other
42889;40879;other
48377;32526;other
48378;32526;other
30896;25897;other
32476;24997;other
32730;24997;other
37027;34973;prequel
37027;41182;other
40245;31780;other
40245;32526;parent_story
40245;32953;other
40245;35006;other
40245;42783;other
41182;37027;other
42783;40245;other
15061;22819;side_story
15061;28723;summary
15061;30845;side_story
15061;32717;alternative_setting
15061;32806;sequel
15061;37204;alternative_setting
15061;40266;alternative_setting
15061;42653;other
22819;15061;parent_story
22819;28723;side_story
28723;15061;full_story
28723;22819;parent_story
30845;15061;parent_story
32717;15061;alternative_setting
32717;31485;side_story
32717;37204;alternative_setting
32717;42653;other
32806;15061;prequel
32806;31485;other
37204;15061;alternative_setting
37204;32717;alternative_setting
37204;39078;sequel
37204;42653;other
40266;15061;alternative_setting
40266;32717;alternative_setting
40266;39078;prequel
40266;41555;side_story
40266;42653;other
42653;15061;other
42653;32717;other
42653;37204;other
42653;40266;other
31485;32717;parent_story
31485;32806;other
39078;37204;prequel
39078;40266;sequel
39078;41555;sequel
41555;15061;alternative_setting
41555;32717;alternative_setting
41555;39078;prequel
41555;40266;parent_story
15085;20655;other
20655;15085;other
15111;33772;sequel
33772;15111;alternative_version
33772;33773;side_story
33773;33772;parent_story
15119;17345;side_story
15119;27967;side_story
15119;36037;sequel
15119;40711;other
17345;15119;parent_story
27967;15119;parent_story
36037;15119;prequel
40711;15119;other
15125;18121;sequel
15125;32454;spin_off
18121;15125;prequel
18121;20473;sequel
18121;21201;other
32454;15125;spin_off
32454;34615;side_story
20473;18121;prequel
20473;22335;side_story
20473;26395;sequel
21201;18121;parent_story
34615;32454;parent_story
22335;20473;parent_story
26395;20473;prequel
26395;28861;spin_off
26395;30567;sequel
26395;31608;side_story
28861;26395;parent_story
28861;31669;side_story
30567;26395;prequel
30567;31440;sequel
30567;31668;side_story
31608;26395;parent_story
31440;30567;prequel
31440;32228;sequel
31440;32816;side_story
31668;30567;parent_story
31669;28861;parent_story
32228;31440;prequel
32228;32817;side_story
32228;33811;sequel
32816;31440;parent_story
32817;32228;parent_story
33811;32228;prequel
33811;34614;side_story
33811;35370;sequel
34614;33811;parent_story
35370;33811;prequel
15225;21541;other
21541;15225;other
15313;16738;sequel
16738;15313;prequel
16738;20267;sequel
20267;16738;prequel
20267;29017;sequel
29017;20267;prequel
15315;16444;sequel
16444;15315;prequel
15379;16636;side_story
16636;15379;parent_story
15545;8604;other
15545;19755;sequel
15545;41673;other
8604;15545;other
8604;41673;other
19755;15545;prequel
19755;27687;sequel
41673;8604;other
41673;15545;other
27687;19755;prequel
27687;31747;sequel
31747;27687;prequel
15583;17641;sequel
15583;40416;spin_off
17641;15583;prequel
17641;19163;sequel
40416;15583;parent_story
40416;42423;sequel
19163;17641;prequel
19163;22961;side_story
19163;24655;sequel
42423;40416;prequel
22961;19163;parent_story
24655;19163;prequel
24655;36633;sequel
36633;24655;prequel
36633;41461;sequel
41461;36633;prequel
15605;22745;sequel
15605;25437;side_story
22745;15605;prequel
22745;25437;other
25437;15605;parent_story
15613;18055;sequel
18055;15613;prequel
15663;17489;other
15663;17983;other
15663;17985;other
15663;17987;other
15663;18087;other
17489;15663;other
17489;17983;other
17489;17985;other
17489;17987;other
17489;18087;other
17489;32621;other
17489;32622;other
17983;15663;other
17983;17489;other
17983;17985;other
17983;17987;other
17983;18087;other
17985;15663;other
17985;17489;other
17985;17983;other
17985;17987;other
17985;18087;other
17987;15663;other
17987;17489;other
17987;17983;other
17987;17985;other
17987;18087;other
18087;15663;other
18087;17489;other
18087;17983;other
18087;17985;other
18087;17987;other
18087;18087;other
32621;17489;other
32621;32622;other
32622;17481;alternative_version
32622;17489;other
32622;32621;other
17481;22577;other
17481;32622;alternative_version
22577;17481;other
22577;36234;other
36234;30417;other
36234;33002;other
30417;29832;other
30417;32842;parent_story
30417;33002;sequel
30417;36234;other
33002;29832;other
33002;30417;prequel
33002;32842;parent_story
33002;35112;sequel
33002;36234;other
29832;30417;other
29832;32842;parent_story
32842;29832;side_story
32842;30417;side_story
32842;33002;side_story
32842;35139;other
32842;37028;other
35112;32842;parent_story
35112;33002;prequel
35139;32842;other
35139;37028;alternative_version
37028;32842;other
37028;35139;alternative_version
37028;36551;other
36551;36486;sequel
36551;36549;prequel
36551;37028;other
36486;36551;prequel
36486;36804;other
36486;37472;sequel
36549;36550;side_story
36549;36551;sequel
36550;36549;parent_story
36804;36486;other
37472;36486;prequel
15751;17391;side_story
15751;18523;sequel
17391;15751;parent_story
18523;15751;prequel
18523;17391;side_story
15771;15775;other
15775;15771;other
15809;48413;sequel
48413;15809;prequel
15813;25113;other
25113;15813;other
15863;33024;sequel
33024;15863;prequel
33024;33025;sequel
33025;33024;prequel
15873;20873;other
20873;15873;other
20873;22953;side_story
22953;20873;parent_story
15891;33103;other
33103;15891;other
15911;19029;side_story
15911;33035;other
19029;15911;parent_story
19029;33035;other
33035;15911;parent_story
16009;20423;side_story
20423;16009;parent_story
16011;23405;summary
23405;16011;full_story
16033;16035;full_story
16035;16033;other
16035;23425;other
23425;16035;parent_story
16131;3098;spin_off
16131;3596;spin_off
16131;3676;prequel
16131;6577;spin_off
3098;3676;spin_off
3596;3676;spin_off
3676;3098;spin_off
3676;3596;spin_off
3676;6577;sequel
6577;3676;prequel
16157;20479;sequel
16157;39638;other
16157;40073;summary
20479;16157;prequel
39638;16157;other
40073;16157;full_story
16163;1960;parent_story
1960;9007;side_story
1960;9446;side_story
1960;9451;side_story
1960;10056;side_story
1960;10057;side_story
1960;10058;side_story
1960;10059;side_story
1960;10060;side_story
1960;10061;side_story
1960;10684;side_story
1960;10685;side_story
1960;11791;side_story
1960;14381;side_story
1960;16988;side_story
1960;17004;side_story
1960;17006;side_story
1960;17213;side_story
1960;17215;side_story
1960;17219;side_story
1960;18355;side_story
1960;18357;side_story
1960;18591;side_story
1960;19433;side_story
1960;19557;other
1960;20113;side_story
1960;21291;side_story
1960;21293;side_story
1960;21295;side_story
1960;21297;side_story
1960;21933;side_story
1960;21935;side_story
1960;21937;side_story
1960;21941;side_story
1960;21943;side_story
1960;21945;side_story
1960;21947;side_story
1960;21951;side_story
1960;21953;side_story
1960;21955;side_story
1960;21957;side_story
1960;21959;side_story
1960;21961;side_story
1960;21963;side_story
1960;21967;side_story
1960;21969;side_story
1960;21971;side_story
1960;21973;side_story
1960;21975;side_story
1960;22035;side_story
1960;23617;side_story
1960;27371;side_story
1960;27373;side_story
1960;27491;side_story
1960;27493;side_story
1960;27495;side_story
1960;27497;side_story
1960;27569;side_story
1960;27571;side_story
1960;27683;side_story
1960;32676;side_story
1960;39002;side_story
1960;39109;other
1960;39827;side_story
1960;41028;side_story
9007;1960;parent_story
9446;1960;parent_story
9451;1960;parent_story
10056;1960;parent_story
10057;1960;parent_story
10058;1960;parent_story
10059;1960;parent_story
10060;1960;parent_story
10061;1960;parent_story
10684;1960;parent_story
10684;10685;other
10685;1960;parent_story
10685;10684;other
11791;1960;parent_story
14381;1960;parent_story
16988;1960;parent_story
17004;1960;parent_story
17006;1960;parent_story
17213;1960;parent_story
17215;1960;parent_story
17219;1960;parent_story
18355;1960;parent_story
18355;18357;other
18357;1960;parent_story
18357;18355;other
18591;1960;parent_story
19433;1960;parent_story
19557;1960;other
20113;1960;parent_story
21291;1960;parent_story
21293;1960;parent_story
21295;1960;parent_story
21297;1960;parent_story
21933;1960;parent_story
21935;1960;parent_story
21937;1960;parent_story
21941;1960;parent_story
21943;1960;parent_story
21945;1960;parent_story
21947;1960;parent_story
21951;1960;parent_story
21953;1960;parent_story
21955;1960;parent_story
21957;1960;parent_story
21959;1960;parent_story
21961;1960;parent_story
21963;1960;parent_story
21967;1960;parent_story
21969;1960;parent_story
21971;1960;parent_story
21973;1960;parent_story
21975;1960;parent_story
22035;1960;parent_story
23617;1960;parent_story
27371;1960;parent_story
27491;1960;parent_story
27493;1960;parent_story
27495;1960;parent_story
27497;1960;parent_story
27569;1960;parent_story
27571;1960;parent_story
27683;1960;parent_story
32676;1960;parent_story
39002;1960;parent_story
39109;1960;other
39827;1960;parent_story
41028;1960;parent_story
16169;23551;sequel
23551;16169;prequel
23551;25439;side_story
23551;34295;sequel
25439;23551;parent_story
34295;23551;prequel
16253;25059;parent_story
25059;16253;side_story
16317;18149;sequel
18149;16317;prequel
16331;32384;other
32384;16331;other
16381;39931;alternative_version
39931;16381;alternative_version
39931;46491;other
46491;39931;other
16405;16936;side_story
16405;18419;side_story
16936;16405;parent_story
18419;16405;parent_story
16417;17879;side_story
16417;21647;sequel
16417;23399;sequel
17879;16417;parent_story
21647;16417;prequel
21647;23399;prequel
23399;16417;prequel
23399;21647;sequel
16498;18397;side_story
16498;19285;summary
16498;19391;other
16498;23775;alternative_version
16498;23777;alternative_version
16498;25777;sequel
16498;25781;spin_off
16498;31374;spin_off
16498;35122;other
16498;36106;spin_off
16498;42091;summary
18397;16498;parent_story
19285;16498;full_story
19285;23775;alternative_version
19391;16498;other
23775;16498;alternative_version
23775;19285;alternative_version
23775;23777;sequel
23777;16498;alternative_version
23777;23775;prequel
23777;36702;sequel
25777;16498;prequel
25777;35267;other
25777;35760;sequel
25777;36702;alternative_version
25777;39478;other
25777;42091;summary
25781;16498;parent_story
31374;16498;parent_story
35122;16498;other
36106;16498;parent_story
42091;16498;full_story
42091;25777;full_story
42091;35760;full_story
42091;38524;full_story
35267;25777;other
35760;25777;prequel
35760;38524;sequel
35760;39477;side_story
35760;42091;summary
36702;23777;prequel
36702;25777;alternative_version
38524;35760;prequel
38524;40028;sequel
38524;42091;summary
39478;25777;other
39477;19391;prequel
39477;35760;parent_story
40028;38524;prequel
40028;48583;sequel
48583;40028;prequel
16512;18799;other
18799;16512;other
16518;19447;side_story
19447;16518;parent_story
16524;18413;side_story
16524;19211;side_story
16524;23319;sequel
16524;31113;summary
18413;16524;parent_story
18413;23099;sequel
19211;16524;parent_story
23319;16524;prequel
31113;16524;full_story
31113;23319;other
23099;18413;prequel
16530;16730;alternative_version
16730;16530;alternative_version
16556;16830;alternative_setting
16556;30134;alternative_setting
16830;16556;alternative_setting
16830;30134;alternative_setting
30134;16556;alternative_setting
30134;16830;alternative_setting
16564;16568;prequel
16568;16564;sequel
16570;17088;parent_story
17088;16570;side_story
17088;17086;sequel
17088;17090;alternative_version
17088;26199;alternative_setting
17086;16570;parent_story
17086;17088;prequel
17086;17090;alternative_version
17090;17086;alternative_version
17090;17088;alternative_version
26199;17088;alternative_setting
16572;17100;alternative_version
17100;16572;alternative_version
17100;18327;sequel
18327;17100;prequel
16592;32189;sequel
16592;33028;sequel
32189;16592;prequel
32189;33028;prequel
32189;34103;sequel
32189;34152;prequel
32189;37103;other
33028;16592;prequel
33028;32189;sequel
33028;34103;sequel
34103;32189;prequel
34103;33028;prequel
34103;34152;prequel
34152;32189;sequel
34152;33028;prequel
34152;34103;sequel
37103;32189;other
16650;17313;alternative_version
16650;17315;sequel
16650;17317;side_story
16650;17321;side_story
17313;16650;alternative_version
17315;16650;prequel
17317;16650;parent_story
17321;16650;parent_story
16664;29927;alternative_version
29927;14471;alternative_version
29927;16664;alternative_version
29927;22497;alternative_version
22497;42501;alternative_version
42501;22497;alternative_version
42501;22563;other
22563;29269;other
22563;29271;other
22563;29273;prequel
29269;22563;other
29271;22563;other
29273;22563;other
16668;18295;sequel
16668;21077;summary
18295;16668;prequel
21077;16668;full_story
16732;23269;sequel
23269;16732;prequel
23269;33034;sequel
33034;23269;prequel
33034;41471;sequel
41471;33034;prequel
16742;20449;sequel
20449;16742;prequel
16756;19687;sequel
16756;37187;alternative_version
19687;16756;prequel
19687;19781;sequel
19687;37187;alternative_version
37187;16756;alternative_version
37187;19687;alternative_version
37187;19781;alternative_version
19781;19687;prequel
19781;37187;alternative_version
16774;17843;other
16774;31035;side_story
16774;35716;sequel
17843;16774;parent_story
31035;16774;parent_story
31035;32681;character
35716;16774;prequel
16804;16834;alternative_version
16834;16804;alternative_version
16906;18155;alternative_version
16906;35621;alternative_version
18155;16906;alternative_version
18155;35621;alternative_version
35621;16906;alternative_version
35621;18155;alternative_version
16910;17855;side_story
17855;16910;parent_story
16918;19363;sequel
19363;16918;prequel
16964;10507;other
10507;5231;prequel
10507;10999;side_story
10507;12585;summary
10507;13261;sequel
10507;38235;sequel
5231;9032;side_story
5231;10507;sequel
5231;24347;other
5231;33733;alternative_setting
5231;36913;character
5231;37814;alternative_version
10999;10507;parent_story
12585;10507;full_story
13261;10507;prequel
13261;18097;sequel
38235;33733;prequel
9032;5231;parent_story
18097;13261;prequel
24347;5231;other
33733;5231;alternative_setting
33733;34178;side_story
33733;37814;prequel
33733;38235;sequel
36913;5231;character
37814;5231;alternative_version
37814;33733;sequel
34178;33733;parent_story
17092;17893;sequel
17893;17092;prequel
17102;17104;side_story
17104;17102;parent_story
17157;24175;spin_off
24175;17157;parent_story
17221;17223;spin_off
17223;17221;spin_off
17247;21415;side_story
21415;17247;parent_story
17265;21235;summary
17265;23321;sequel
21235;17265;full_story
23321;17265;prequel
23321;41109;sequel
41109;23321;prequel
17387;24577;sequel
24577;17387;prequel
17405;34236;alternative_version
34236;17405;alternative_version
17423;25601;summary
25601;17423;full_story
17447;5834;parent_story
5834;15875;sequel
5834;17439;alternative_version
5834;17439;side_story
5834;17441;side_story
5834;17443;side_story
5834;17445;side_story
15875;5834;prequel
15875;16486;sequel
17439;5834;alternative_version
17441;5834;parent_story
17443;5834;parent_story
17445;5834;parent_story
16486;15875;prequel
17505;24171;side_story
24171;17505;parent_story
17513;20919;summary
17513;27417;side_story
17513;29974;sequel
20919;17513;full_story
27417;17513;parent_story
29974;17513;prequel
17521;23007;side_story
17521;23009;side_story
23007;17521;parent_story
23009;17521;parent_story
17549;21667;side_story
17549;23623;sequel
21667;17549;parent_story
21667;32547;other
23623;17549;prequel
23623;32547;side_story
23623;36990;sequel
32547;21667;other
32547;23623;parent_story
36990;23623;prequel
36990;39808;sequel
39808;36990;prequel
17601;25609;alternative_version
25609;17601;alternative_version
25609;25611;sequel
25611;25609;prequel
25611;25613;spin_off
25611;25615;sequel
25613;25611;parent_story
25615;25611;prequel
25615;25617;spin_off
25615;25619;spin_off
25617;25615;parent_story
25619;25615;parent_story
17603;17605;sequel
17605;17603;prequel
17623;31924;other
31924;17623;other
17651;20187;prequel
20187;17651;sequel
17667;17669;alternative_version
17669;17667;alternative_version
17675;23969;character
17675;23973;character
23969;7523;other
23969;23971;other
23969;23973;alternative_setting
23973;7523;alternative_setting
23973;23969;alternative_setting
23973;23971;alternative_setting
7523;23969;other
7523;23971;other
7523;23973;alternative_setting
23971;7523;other
23971;23969;other
23971;23973;alternative_setting
17681;19397;side_story
19397;17681;parent_story
17703;31436;side_story
31436;17703;parent_story
17729;29093;sequel
17729;29101;side_story
29093;17729;prequel
29093;29095;sequel
29093;31324;side_story
29101;17729;parent_story
29101;31324;sequel
29095;29093;prequel
29095;31368;side_story
29095;35868;sequel
31324;29093;parent_story
31324;29101;prequel
31324;31368;sequel
31368;29095;parent_story
31368;31324;prequel
35868;29095;prequel
35868;42392;sequel
42392;35868;prequel
17731;19297;side_story
17731;28207;sequel
19297;17731;parent_story
28207;17731;prequel
28207;31566;sequel
31566;28207;prequel
31566;32274;sequel
32274;31566;prequel
17733;35985;sequel
35985;17733;prequel
17777;21679;other
21679;17777;other
17827;29165;other
29165;17827;other
17897;28093;other
28093;8815;character
28093;13177;character
28093;17897;other
8815;7643;parent_story
13177;13179;alternative_setting
13177;13465;alternative_setting
13177;35476;sequel
7643;8815;side_story
13179;13177;alternative_setting
13179;13465;alternative_setting
13465;13177;alternative_setting
13465;13179;alternative_setting
35476;13177;prequel
17909;34076;sequel
34076;17909;prequel
17951;30263;alternative_version
30263;17951;alternative_version
17989;17991;prequel
17991;17989;sequel
18081;29926;alternative_version
29926;18081;alternative_version
18133;18425;side_story
18133;23881;alternative_version
18133;23885;alternative_version
18425;18133;parent_story
23881;18133;alternative_version
23881;23885;prequel
23881;25545;other
23881;25547;side_story
23885;18133;alternative_version
23885;23881;sequel
25545;23881;other
25547;23881;parent_story
18137;22131;sequel
22131;18137;prequel
18139;20977;side_story
18139;24365;side_story
20977;18139;parent_story
24365;18139;parent_story
18153;20909;side_story
18153;21241;other
18153;23385;prequel
18153;25015;summary
18153;28675;sequel
18153;30745;other
20909;18153;parent_story
21241;18153;other
23385;18153;sequel
25015;18153;full_story
25015;28675;sequel
25015;30745;other
28675;18153;prequel
28675;25015;prequel
30745;18153;other
30745;25015;other
18177;18179;parent_story
18179;18177;side_story
18179;24277;sequel
18179;25755;summary
18179;33302;spin_off
18179;33522;other
24277;18179;prequel
24277;30413;sequel
24277;30790;summary
25755;18179;full_story
25755;30790;sequel
33302;18179;parent_story
33522;18179;other
30413;24277;prequel
30413;31783;sequel
30790;24277;full_story
30790;25755;prequel
31783;30413;prequel
31783;35789;sequel
31783;35880;summary
35789;31783;prequel
35880;31783;full_story
18191;24791;other
18191;24795;side_story
24791;18191;other
24795;18191;parent_story
18205;24437;alternative_version
18205;35332;sequel
24437;18205;alternative_version
35332;18205;prequel
18277;30321;side_story
18277;33286;sequel
30321;18277;parent_story
33286;18277;prequel
33286;37449;sequel
37449;33286;prequel
37449;40485;sequel
37449;40486;side_story
40485;37449;prequel
40486;37449;parent_story
18309;16556;parent_story
16556;16830;alternative_setting
16556;30134;alternative_setting
16830;16556;alternative_setting
16830;30134;alternative_setting
30134;16556;alternative_setting
30134;16830;alternative_setting
18311;18329;sequel
18329;18311;prequel
18329;18331;sequel
18331;18329;prequel
18319;18321;alternative_setting
18319;19555;prequel
18321;18319;alternative_setting
19555;18319;sequel
18339;18341;sequel
18341;18339;prequel
18377;32835;prequel
18377;33325;sequel
32835;18377;sequel
32835;35574;other
33325;18377;prequel
35574;32835;other
18457;30086;alternative_version
30086;18457;alternative_version
18495;23367;side_story
23367;18495;parent_story
18507;19671;side_story
18507;22265;sequel
18507;30415;prequel
18507;33845;alternative_version
19671;18507;parent_story
22265;18507;prequel
22265;26213;side_story
22265;35191;alternative_version
22265;35198;sequel
22265;36704;sequel
30415;18507;sequel
33845;22265;other
33845;35191;sequel
33845;37858;other
26213;22265;parent_story
35191;22265;alternative_version
35191;33845;prequel
35191;35198;sequel
35191;37859;other
35198;22265;prequel
35198;35191;prequel
35198;37860;other
35198;38027;sequel
36704;22265;prequel
36704;35191;prequel
36704;38027;prequel
36704;38400;sequel
36704;39014;summary
37858;33845;other
37859;35191;other
37860;35198;other
38027;35198;prequel
38027;36704;sequel
38400;36704;prequel
38400;48830;sequel
39014;36704;full_story
48830;38400;prequel
18567;18569;other
18569;18567;other
18573;18575;prequel
18573;18577;other
18575;18573;sequel
18577;18573;parent_story
18583;7052;prequel
18587;22443;prequel
22443;18587;sequel
18677;20545;sequel
18677;28593;other
20545;18677;prequel
28593;18677;other
18679;21659;side_story
21659;18679;parent_story
18689;25341;side_story
18689;30230;sequel
25341;18689;parent_story
30230;18689;prequel
30230;34349;side_story
30230;38731;sequel
34349;30230;parent_story
38731;30230;prequel
18755;26079;side_story
26079;18755;parent_story
18767;32502;side_story
32502;18767;parent_story
18827;19517;other
18827;22649;other
19517;18827;other
19517;22649;other
19517;35041;sequel
22649;18827;other
22649;19517;other
35041;19517;prequel
35041;35042;sequel
35042;35041;prequel
18893;23627;other
18893;24919;alternative_version
23627;18893;other
24919;18893;alternative_version
24919;24921;sequel
24921;24919;prequel
18897;27787;sequel
18897;30514;other
27787;18897;prequel
27787;24227;side_story
27787;32553;side_story
30514;18897;other
24227;27787;parent_story
24227;32553;other
32553;27787;parent_story
18953;37189;other
37189;18953;other
37189;34541;other
34541;37189;other
18983;22197;side_story
22197;18983;parent_story
19023;21189;prequel
19023;25875;spin_off
19023;28841;sequel
21189;19023;sequel
21189;30445;side_story
25875;19023;spin_off
25875;33105;sequel
28841;19023;prequel
28841;30419;sequel
28841;32382;side_story
30419;28841;prequel
30419;32382;side_story
30419;34522;sequel
30445;21189;parent_story
32382;28841;parent_story
32382;30419;parent_story
33105;25875;prequel
33105;34864;sequel
34522;30419;prequel
34864;33105;prequel
19059;19069;other
19059;19071;other
19059;19073;other
19069;19059;other
19069;19071;other
19069;19073;other
19071;19059;other
19071;19069;other
19071;19073;other
19073;19059;other
19073;19069;other
19073;19071;other
19067;24675;summary
19067;30039;sequel
24675;19067;full_story
30039;19067;prequel
30039;32785;sequel
32785;30039;prequel
32785;34836;sequel
32785;35453;side_story
34836;32785;prequel
34836;37611;sequel
35453;32785;parent_story
37611;34836;prequel
37611;37739;sequel
37739;37611;prequel
19157;24591;side_story
19157;28257;side_story
19157;28925;summary
19157;32222;side_story
19157;37969;other
19157;39277;sequel
19157;40714;other
24591;19157;parent_story
24591;28257;sequel
28257;19157;parent_story
28257;24591;prequel
28257;32222;sequel
28925;19157;full_story
32222;19157;parent_story
32222;28257;prequel
32222;34471;sequel
37969;19157;other
37969;34471;prequel
37969;39529;sequel
39277;19157;prequel
39277;37324;prequel
39277;39529;other
40714;19157;other
40714;39529;prequel
34471;19157;prequel
34471;37324;sequel
37324;34471;prequel
37324;37969;other
37324;39277;sequel
39529;39277;other
39529;40714;sequel
19169;23857;sequel
23857;19169;prequel
19219;28587;prequel
28587;19219;sequel
19221;20939;side_story
20939;19221;parent_story
19311;19325;sequel
19325;19311;prequel
19325;19457;sequel
19457;19325;prequel
19383;22537;sequel
19383;42260;spin_off
22537;19383;prequel
22537;31994;sequel
42260;19383;other
31994;22537;prequel
31994;34467;sequel
34467;31994;prequel
34467;35714;sequel
35714;34467;prequel
35714;37893;sequel
37893;35714;prequel
37893;39836;sequel
39836;37893;prequel
39836;44208;sequel
44208;39836;prequel
19429;24751;sequel
24751;19429;prequel
19469;33255;other
33255;19469;other
33255;34612;sequel
34612;33255;prequel
34612;38249;sequel
38249;34612;prequel
38249;40542;sequel
40542;38249;prequel
19495;31255;other
31255;19495;other
19581;35557;other
35557;19581;other
19585;39343;sequel
19585;39344;prequel
39343;19585;prequel
39344;19585;sequel
19685;24451;side_story
24451;19685;parent_story
19705;22563;other
19705;35033;other
19705;35034;other
22563;29269;other
22563;29271;other
22563;29273;prequel
35033;19705;other
35033;35034;other
35034;19705;other
35034;35033;other
29269;22563;other
29271;22563;other
29273;22563;other
19759;24833;alternative_version
24833;19759;alternative_version
24833;28405;prequel
24833;30654;sequel
24833;33511;other
24833;33513;summary
28405;24833;sequel
30654;24833;prequel
30654;32863;side_story
30654;33511;other
30654;33513;summary
33511;24833;other
33511;30654;other
33511;33513;other
33511;34389;alternative_version
33513;24833;full_story
33513;30654;full_story
33513;33511;other
32863;30654;parent_story
34389;33511;alternative_version
19775;24893;sequel
19775;28495;summary
24893;19775;prequel
24893;35759;sequel
28495;19775;full_story
35759;24893;prequel
19783;19797;sequel
19797;19783;prequel
19815;24991;side_story
19815;33674;prequel
24991;19815;parent_story
33674;19815;sequel
33674;37402;other
37402;33674;other
19909;45562;other
45562;19909;other
45562;35022;alternative_version
35022;19909;alternative_version
35022;45562;alternative_version
19919;21851;sequel
19919;28835;other
21851;19919;prequel
21851;28835;other
28835;19919;other
28835;21851;other
28835;34960;side_story
34960;28835;parent_story
19993;39501;character
19993;39502;character
39501;19993;character
39502;19993;character
19995;27379;prequel
19995;27379;summary
27379;19995;sequel
20009;29924;alternative_version
29924;20009;alternative_version
20031;23383;side_story
23383;20031;parent_story
20033;24713;side_story
20033;28179;side_story
20033;30168;other
20033;30384;sequel
20033;34243;character
24713;20033;parent_story
28179;20033;parent_story
30168;20033;other
30168;34243;other
30384;20033;prequel
30384;31560;sequel
34243;20033;character
34243;30168;other
31560;30384;prequel
20057;20613;other
20057;23327;sequel
20057;25635;other
20613;20057;other
23327;20057;prequel
23327;30246;other
25635;20057;other
25635;30246;other
30246;23327;other
30246;25635;other
20079;20081;alternative_version
20081;20079;alternative_version
20093;20095;sequel
20095;20093;prequel
20145;24447;alternative_version
24447;20145;alternative_version
20239;20241;alternative_version
20241;20239;alternative_version
20353;35121;sequel
35121;20353;prequel
20355;80;other
20355;35975;other
80;81;side_story
80;82;sequel
80;85;sequel
80;90;spin_off
80;92;spin_off
80;93;spin_off
80;95;spin_off
80;96;spin_off
80;1090;summary
80;1091;summary
80;1092;summary
80;1917;side_story
80;1939;other
80;2302;other
80;2391;spin_off
80;2581;spin_off
80;3288;side_story
80;4540;side_story
80;5270;other
80;5723;other
80;7060;side_story
80;7113;other
80;7953;character
80;8287;spin_off
80;9040;other
80;10808;spin_off
80;10937;alternative_version
80;14007;summary
80;18449;other
80;19977;other
80;20667;summary
80;23259;other
80;24371;summary
80;24835;other
80;31251;spin_off
80;31973;side_story
80;39674;other
80;40464;summary
80;41063;other
35975;20355;other
35975;33871;other
81;80;parent_story
81;82;parent_story
81;83;summary
81;5723;other
81;17717;side_story
81;40464;summary
82;80;prequel
82;81;side_story
82;84;sequel
82;40464;summary
85;80;prequel
85;84;prequel
85;86;sequel
85;1967;alternative_version
85;1968;alternative_version
85;1969;alternative_version
85;8839;side_story
85;14007;summary
85;24371;summary
85;40464;summary
90;80;parent_story
90;91;sequel
90;2273;sequel
90;3626;summary
90;22435;other
92;80;parent_story
93;80;other
93;864;side_story
93;2269;summary
93;2298;sequel
93;2743;spin_off
95;80;parent_story
95;3963;summary
95;3964;summary
95;40464;summary
96;80;parent_story
1090;80;full_story
1090;1091;sequel
1091;80;full_story
1091;1090;prequel
