SourceId;TargetId;Type
3505;2803;alternative_setting
3505;3325;alternative_setting
3505;3486;alternative_setting
3505;4532;alternative_setting
3505;5075;alternative_setting
3505;5396;sequel
3505;5440;alternative_setting
4416;890;prequel
4416;1136;alternative_setting
4416;1382;alternative_version
4532;890;alternative_setting
4532;2803;alternative_setting
4532;3325;alternative_setting
4532;3486;alternative_setting
4532;3505;alternative_setting
4532;5075;alternative_setting
4532;5440;alternative_setting
5075;890;alternative_setting
5075;2803;alternative_setting
5075;3325;alternative_setting
5075;3486;alternative_setting
5075;3505;alternative_setting
5075;4532;alternative_setting
5075;5440;alternative_setting
5440;890;alternative_setting
5440;2803;alternative_setting
5440;3325;alternative_setting
5440;3486;alternative_setting
5440;3505;alternative_setting
5440;4532;alternative_setting
5440;5075;alternative_setting
1136;4416;alternative_setting
5396;3505;prequel
907;30625;side_story
30625;907;parent_story
910;1988;sequel
1988;910;prequel
912;2851;side_story
912;16345;other
2851;912;parent_story
16345;912;other
913;968;sequel
968;913;prequel
918;2951;side_story
918;6945;side_story
918;7472;alternative_version
918;9969;sequel
918;10643;side_story
918;15335;other
918;19261;other
918;21899;alternative_version
918;25313;side_story
918;32122;side_story
918;37864;other
918;40323;character
2951;918;parent_story
2951;6945;other
2951;25313;other
6945;918;parent_story
6945;2951;other
6945;25313;other
7472;918;alternative_version
7472;9735;other
9969;918;prequel
9969;15417;sequel
9969;21899;alternative_version
10643;918;parent_story
15335;918;parent_story
15335;28977;sequel
21899;918;parent_story
21899;9969;parent_story
25313;15417;parent_story
32122;28977;parent_story
37864;918;other
40323;918;character
9735;7472;other
15417;9969;prequel
15417;15335;sequel
15417;25313;side_story
15417;28977;sequel
28977;15335;prequel
28977;15417;prequel
28977;32122;side_story
28977;32366;side_story
28977;34096;sequel
32366;28977;parent_story
34096;28977;prequel
34096;35843;sequel
35843;34096;prequel
35843;36838;sequel
36838;35843;prequel
36838;37491;sequel
37491;36838;prequel
37491;39486;sequel
37491;44087;sequel
39486;37491;prequel
39486;44087;other
39486;44087;prequel
44087;37491;prequel
44087;39486;sequel
919;2213;parent_story
2213;919;spin_off
2213;1373;prequel
2213;1520;alternative_version
2213;1983;side_story
2213;2214;sequel
2213;4070;side_story
2213;4071;side_story
2213;7229;alternative_version
2213;18669;other
1373;2213;sequel
1520;1521;side_story
1520;2213;alternative_version
1520;6246;side_story
1520;7229;alternative_version
1520;10055;other
1520;30740;prequel
1983;2213;parent_story
1983;4070;side_story
1983;35859;other
2214;2213;prequel
4070;1983;parent_story
4070;35859;other
4071;2213;parent_story
7229;2213;alternative_version
18669;2213;parent_story
1521;1520;parent_story
6246;1520;parent_story
10055;1520;other
30740;1520;sequel
35859;1983;other
35859;4070;other
924;925;prequel
924;926;sequel
924;39102;summary
925;924;sequel
925;2284;alternative_setting
925;28401;other
926;924;prequel
926;6038;sequel
926;39162;summary
39102;924;full_story
2284;925;alternative_setting
6038;926;prequel
28401;925;character
28401;30851;sequel
39162;926;full_story
30851;28401;prequel
927;928;alternative_version
927;928;sequel
927;1675;prequel
927;9528;side_story
928;927;alternative_version
1675;927;sequel
9528;927;parent_story
930;2760;summary
930;2761;sequel
2760;930;full_story
2760;2761;sequel
2761;930;prequel
2761;2760;prequel
932;24847;other
24847;932;other
933;1841;side_story
1841;933;parent_story
934;1889;sequel
934;2899;side_story
934;10491;other
934;16700;side_story
934;41006;other
1889;934;prequel
1889;3652;sequel
1889;6064;spin_off
2899;934;parent_story
10491;934;other
16700;934;parent_story
41006;3652;prequel
41006;48488;sequel
3652;1889;prequel
3652;41006;sequel
6064;1889;spin_off
48488;41006;prequel
938;5292;alternative_version
5292;938;alternative_version
5292;3579;alternative_version
5292;4486;alternative_version
3579;978;alternative_version
3579;2978;alternative_version
3579;4486;sequel
3579;5292;alternative_version
3579;42153;summary
4486;3579;prequel
4486;5292;alternative_version
978;3579;alternative_version
2978;3579;alternative_version
42153;3579;full_story
940;2132;side_story
2132;940;parent_story
941;1489;side_story
1489;941;parent_story
949;1002;sequel
949;1911;alternative_version
949;5462;summary
949;7248;side_story
949;24123;summary
1002;949;prequel
1002;1911;alternative_version
1002;20547;other
1002;38273;sequel
1911;949;alternative_version
1911;1002;alternative_version
5462;949;full_story
5462;24123;sequel
7248;949;parent_story
24123;949;full_story
24123;5462;prequel
20547;1002;full_story
38273;1002;prequel
950;979;prequel
979;950;sequel
951;3203;side_story
951;6149;sequel
951;9348;sequel
951;30803;other
951;31202;other
3203;951;parent_story
6149;951;prequel
6149;30803;other
6149;31202;side_story
9348;951;prequel
30803;951;other
30803;6149;other
31202;6149;parent_story
956;1845;alternative_version
1845;956;alternative_version
957;1914;sequel
957;2193;summary
1914;957;prequel
2193;957;full_story
958;1774;side_story
1774;958;parent_story
959;960;sequel
960;959;prequel
960;5854;sequel
5854;960;prequel
961;36937;alternative_version
36937;961;alternative_version
965;2464;spin_off
2464;965;spin_off
966;2172;side_story
966;2450;side_story
966;3744;side_story
966;3745;side_story
966;3853;side_story
966;6217;side_story
966;6460;side_story
966;8358;side_story
966;8359;side_story
966;8360;side_story
966;8361;side_story
966;8362;side_story
966;8363;side_story
966;8364;side_story
966;8365;side_story
966;8366;side_story
966;8367;side_story
966;8368;side_story
966;8369;side_story
966;9799;spin_off
966;10116;side_story
966;12499;side_story
966;14095;other
966;17113;side_story
966;21395;side_story
966;27653;side_story
966;31978;side_story
966;33661;other
966;34244;side_story
966;34314;other
966;34835;other
966;35652;other
966;36566;side_story
966;38629;side_story
966;39183;character
2172;966;parent_story
2172;8366;prequel
2172;8367;sequel
2450;966;parent_story
2450;3744;sequel
2450;8362;prequel
3744;966;parent_story
3744;2450;prequel
3744;8363;sequel
3745;966;parent_story
3745;6217;sequel
3745;8358;prequel
3853;966;parent_story
6217;966;parent_story
6217;3745;prequel
6217;8359;sequel
6460;966;parent_story
6460;8359;prequel
6460;8360;sequel
8358;966;parent_story
8358;3745;sequel
8359;966;parent_story
8359;6217;prequel
8359;6460;sequel
8360;966;parent_story
8360;6460;prequel
8360;8361;sequel
8361;966;parent_story
8361;8360;prequel
8361;8362;sequel
8362;966;parent_story
8362;2450;sequel
8362;8361;prequel
8363;966;parent_story
8363;3744;prequel
8363;8364;sequel
8364;966;parent_story
8364;8363;prequel
8364;8365;sequel
8365;966;parent_story
8365;8364;prequel
8365;8366;sequel
8366;966;parent_story
8366;2172;sequel
8366;8365;prequel
8367;966;parent_story
8367;2172;prequel
8367;8368;sequel
8368;966;parent_story
8368;8367;prequel
8368;8369;sequel
8369;966;parent_story
8369;8368;prequel
8369;10116;sequel
9799;966;spin_off
10116;966;parent_story
10116;8369;prequel
10116;12499;sequel
12499;966;parent_story
12499;10116;prequel
12499;17113;sequel
14095;966;other
17113;966;parent_story
17113;12499;prequel
17113;21395;sequel
21395;966;parent_story
21395;17113;prequel
21395;27653;sequel
27653;966;parent_story
27653;21395;prequel
27653;31978;sequel
31978;966;parent_story
31978;27653;prequel
31978;34244;sequel
33661;966;other
33661;34314;sequel
34244;966;parent_story
34244;31978;prequel
34244;36566;sequel
34314;966;other
34314;33661;prequel
34314;34835;sequel
34835;966;other
34835;34314;prequel
34835;35652;sequel
35652;966;other
35652;34835;prequel
36566;966;parent_story
36566;34244;prequel
36566;38629;sequel
38629;966;parent_story
38629;36566;prequel
38629;40329;sequel
39183;966;character
40329;966;parent_story
40329;38629;prequel
40329;44616;sequel
44616;966;parent_story
44616;40329;prequel
967;1356;sequel
967;1357;spin_off
967;1358;alternative_version
967;1773;alternative_version
967;2174;alternative_version
967;3027;alternative_version
967;4312;alternative_version
967;4549;side_story
967;5291;alternative_version
967;7363;other
967;10177;alternative_version
967;31018;other
967;37388;prequel
1356;967;prequel
1356;1357;sequel
1356;31018;other
1357;1356;prequel
1358;967;alternative_version
1773;967;side_story
1773;3027;sequel
2174;967;side_story
2174;3027;prequel
2174;4312;sequel
3027;967;alternative_version
3027;1773;prequel
3027;2174;sequel
4312;967;parent_story
4312;2174;prequel
4312;5291;sequel
4549;967;parent_story
5291;4312;prequel
7363;967;parent_story
10177;17705;alternative_version
31018;967;other
31018;1356;other
31018;17705;other
37388;967;sequel
37388;36655;prequel
17705;10177;alternative_version
17705;31018;other
36655;1541;prequel
36655;37388;sequel
1541;3864;side_story
1541;36655;sequel
3864;1541;parent_story
971;2747;alternative_version
971;3044;alternative_version
971;6513;alternative_setting
971;18637;side_story
971;33371;prequel
971;40367;alternative_version
2747;971;alternative_version
2747;3044;alternative_version
2747;10342;summary
2747;17959;alternative_version
2747;17961;alternative_version
2747;17963;alternative_version
2747;33371;prequel
2747;40367;alternative_version
3044;971;alternative_version
3044;2747;alternative_version
3044;17959;alternative_version
3044;17965;alternative_version
3044;33371;prequel
3044;40367;alternative_version
3044;40377;alternative_version
6513;971;alternative_setting
18637;971;parent_story
33371;971;sequel
33371;2747;sequel
33371;3044;sequel
40367;2747;alternative_version
10342;2747;full_story
17959;2747;alternative_version
17959;3044;alternative_version
17959;40367;alternative_version
17961;2747;parent_story
17961;40367;alternative_version
17963;2747;parent_story
17965;3044;alternative_version
17965;39360;sequel
40377;3044;alternative_version
39360;17965;prequel
973;5652;side_story
5652;973;parent_story
975;976;sequel
976;975;prequel
982;983;side_story
983;982;parent_story
988;989;prequel
989;988;sequel
992;993;sequel
993;992;prequel
998;999;sequel
998;3620;side_story
998;3952;alternative_version
999;998;prequel
3620;998;parent_story
3620;3952;parent_story
3952;998;alternative_version
3952;3620;side_story
1000;1081;side_story
1000;1301;character
1000;1553;spin_off
1000;1645;sequel
1000;1676;side_story
1000;1706;alternative_setting
1000;2202;alternative_version
1000;2203;alternative_version
1000;2470;alternative_version
1000;17269;alternative_version
1000;35854;alternative_version
1081;1000;parent_story
1301;1302;sequel
1301;1491;alternative_version
1301;2019;prequel
1553;1495;character
1553;2202;character
1553;9344;other
1553;35853;alternative_version
1645;1000;prequel
1645;1495;sequel
1676;1000;parent_story
1676;1677;sequel
1706;1000;alternative_setting
2202;1000;alternative_version
2202;1553;character
2202;2203;sequel
2203;1000;alternative_version
2203;2202;prequel
2470;1000;alternative_version
17269;1000;alternative_version
35854;1000;alternative_version
35854;35853;prequel
35854;35855;sequel
1302;1301;prequel
1302;3602;sequel
1491;1301;alternative_version
1491;1302;sequel
1491;1377;prequel
1491;1490;alternative_setting
1491;1495;prequel
1491;2019;prequel
1491;6653;alternative_version
1491;6733;alternative_version
1491;6734;alternative_version
1491;6735;alternative_version
1491;7285;alternative_version
1491;10118;other
1491;12163;other
1491;27651;other
1491;28733;alternative_version
1491;29716;summary
1491;30481;other
1491;30483;other
1495;1377;sequel
1495;1491;sequel
1495;1548;prequel
1495;1549;prequel
1495;1553;character
1495;1645;prequel
1495;35855;alternative_version
1677;1676;prequel
2019;1301;sequel
2019;1491;sequel
9344;1553;other
35853;1553;alternative_version
35853;35854;sequel
35855;1495;other
35855;35854;prequel
1377;1491;sequel
1377;1495;prequel
1490;1491;alternative_setting
1490;2717;sequel
1490;3854;sequel
1548;1495;sequel
1548;1549;alternative_version
1549;1495;sequel
1549;1548;alternative_version
3602;1302;prequel
6653;1491;alternative_version
6733;1491;alternative_version
6734;1491;alternative_version
6735;1491;alternative_version
7285;1491;alternative_version
10118;1491;other
12163;1491;other
27651;1491;other
28733;1491;alternative_version
29716;1491;full_story
30481;1491;other
30483;1491;other
2717;1490;prequel
2717;3854;prequel
3854;1490;prequel
3854;2717;sequel
1004;32491;alternative_version
32491;1004;alternative_version
1005;34486;character
1016;17659;other
17659;1016;parent_story
1017;1018;sequel
1017;37576;alternative_version
1018;1017;prequel
1018;37576;alternative_version
37576;1017;alternative_version
37576;1018;alternative_version
37576;41549;sequel
41549;37576;prequel
41549;41573;sequel
41573;1017;alternative_version
41573;41549;prequel
1019;1020;sequel
1019;40104;summary
1020;1019;prequel
40104;1019;full_story
1034;17787;other
1034;20471;sequel
17787;1034;other
20471;1034;prequel
20471;29999;other
29999;20471;other
1035;2835;parent_story
1035;22591;sequel
2835;1035;spin_off
2835;12663;side_story
22591;1035;prequel
12663;2835;parent_story
1037;2153;prequel
1037;3004;side_story
2153;1037;sequel
3004;1037;parent_story
1039;1038;alternative_version
1038;1039;alternative_version
1045;1046;sequel
1046;1045;prequel
1049;26303;alternative_version
1049;33344;alternative_version
26303;1049;alternative_version
26303;33344;alternative_version
33344;1049;alternative_version
33344;26303;alternative_version
1050;30143;summary
30143;1050;full_story
1052;25591;sequel
25591;1052;prequel
1055;3429;sequel
1055;3430;sequel
1055;32086;alternative_version
3429;1055;prequel
3430;1055;sequel
32086;1055;alternative_version
1064;2734;sequel
1064;5658;alternative_version
1064;8666;spin_off
2734;1064;prequel
2734;4406;alternative_version
5658;4385;spin_off
5658;4386;spin_off
5658;5250;other
5658;34820;sequel
8666;1064;spin_off
4385;5658;spin_off
4386;5658;spin_off
4406;2253;parent_story
4406;2734;alternative_version
5250;5658;other
34820;5658;prequel
2253;1064;alternative_version
2253;2234;other
2253;3898;other
2253;4406;side_story
2253;5485;alternative_version
2253;18365;alternative_version
2253;18365;other
2253;34820;other
2234;2253;other
3898;2253;parent_story
5485;2253;alternative_version
18365;2253;alternative_version
1065;1540;sequel
1065;2491;alternative_version
1065;2492;alternative_version
1065;2493;alternative_version
1065;38098;alternative_setting
1065;39352;character
1540;1065;prequel
1540;1539;sequel
2491;1065;alternative_version
2491;2492;sequel
2492;1065;alternative_version
2492;2491;prequel
2492;2493;sequel
2493;1065;alternative_version
2493;2492;prequel
38098;1065;alternative_setting
39352;1065;character
1539;1540;prequel
1068;1069;other
1068;2816;other
1069;1068;other
1069;2816;other
2816;1068;other
2816;1069;other
1080;1515;other
1515;1080;other
1082;1898;side_story
1898;1082;parent_story
1087;2454;sequel
1087;2458;side_story
1087;3394;spin_off
1087;14059;summary
2454;1087;prequel
2454;2098;sequel
2458;1087;parent_story
3394;1087;spin_off
14059;1087;full_story
2098;2454;prequel
1093;8848;sequel
8848;1093;prequel
8848;8842;sequel
8842;8848;prequel
1097;2307;sequel
1097;2308;sequel
2307;1097;prequel
2307;2308;sequel
2308;2307;prequel
1100;1618;alternative_version
1100;1671;sequel
1618;1100;alternative_version
1618;1671;alternative_version
1671;1100;prequel
1671;1618;alternative_version
1103;1104;sequel
1104;1103;prequel
1108;36029;alternative_version
36029;1108;alternative_version
36029;37856;summary
36029;38650;sequel
37856;36029;full_story
38650;36029;prequel
1116;19627;other
1116;42228;alternative_version
19627;1116;other
42228;1116;alternative_version
1127;1128;sequel
1127;1129;spin_off
1127;11445;summary
1128;1127;prequel
1128;1514;sequel
1129;1127;spin_off
11445;1127;alternative_version
1514;1128;prequel
1514;1648;sequel
1648;1514;prequel
1135;1174;prequel
1135;5702;alternative_version
1174;1135;sequel
1174;5702;alternative_version
5702;1135;alternative_version
5702;1174;alternative_version
5702;6169;summary
6169;5702;full_story
1137;4961;alternative_version
4961;1137;alternative_version
1138;4052;sequel
4052;1138;prequel
1140;39514;alternative_version
39514;1140;alternative_version
1151;1152;sequel
1151;2181;spin_off
1152;1151;prequel
1152;2181;sequel
2181;1151;spin_off
1158;1159;sequel
1159;1158;prequel
1161;1162;alternative_version
1161;3884;side_story
1161;8442;sequel
1162;1161;alternative_version
3884;1161;parent_story
8442;1161;prequel
1167;22031;side_story
22031;1167;parent_story
1179;34892;summary
1179;38174;summary
34892;1179;full_story
38174;1179;full_story
1183;2209;alternative_setting
2209;1183;alternative_setting
1185;1186;alternative_version
1186;1185;alternative_version
1186;42321;other
42321;1186;other
1193;35297;side_story
35297;1193;parent_story
1195;1840;sequel
1840;1195;prequel
1840;3712;sequel
3712;1840;prequel
3712;5764;side_story
3712;6489;spin_off
3712;11319;sequel
5764;3712;parent_story
6489;3712;parent_story
11319;3712;prequel
1196;2518;sequel
1196;10262;side_story
2518;1196;prequel
2518;4056;sequel
10262;1196;parent_story
4056;2518;prequel
4056;7761;sequel
7761;4056;prequel
1199;2710;side_story
1199;10114;side_story
1199;28581;character
1199;28583;character
1199;31033;side_story
1199;31034;side_story
1199;32773;other
1199;36620;side_story
2710;1199;parent_story
10114;1199;parent_story
28581;1199;character
28583;1199;character
31033;1199;parent_story
31034;1199;parent_story
32773;1199;other
36620;1199;parent_story
1200;10270;summary
10270;1200;full_story
1204;6094;alternative_version
6094;1204;alternative_version
6094;3518;alternative_version
3518;6094;alternative_version
1205;3401;side_story
3401;1205;parent_story
1206;1441;spin_off
1441;1206;spin_off
1441;7112;alternative_version
7112;1441;alternative_version
7112;33717;other
33717;7112;other
1207;37387;alternative_version
37387;1207;alternative_version
1209;3111;sequel
3111;1209;prequel
1212;9361;other
9361;1212;other
1224;1268;sequel
1268;1224;prequel
1236;17165;side_story
17165;1236;parent_story
1243;43767;other
43767;1243;other
1248;1249;sequel
1249;1248;prequel
1250;17693;other
17693;1250;other
1251;1252;sequel
1251;3381;side_story
1252;1251;prequel
3381;1251;parent_story
1253;1257;prequel
1253;3515;sequel
1257;1253;sequel
1257;1254;prequel
1257;6154;summary
3515;1253;prequel
3515;1259;sequel
1254;1255;side_story
1254;1256;side_story
1254;1257;sequel
1254;1258;side_story
1254;1260;side_story
1254;6153;summary
1254;6171;prequel
1254;10687;alternative_version
1254;28215;side_story
1254;36040;alternative_version
1259;3515;prequel
1259;12929;sequel
6154;1257;full_story
1255;1254;parent_story
1256;1254;parent_story
1258;1254;parent_story
1260;1254;parent_story
6153;1254;full_story
6171;9130;sequel
10687;1254;alternative_version
12929;1259;prequel
28215;1254;parent_story
36040;1254;alternative_version
9130;1254;sequel
9130;6171;prequel
1264;1265;sequel
1265;1264;prequel
1265;1266;sequel
1266;1265;prequel
1266;1267;sequel
1267;1266;prequel
1276;1277;sequel
1276;23825;character
1277;1276;prequel
1281;22055;summary
1281;30825;side_story
22055;1281;full_story
30825;1281;parent_story
1285;1286;sequel
1286;1285;prequel
1292;4970;sequel
1292;13709;summary
1292;27939;other
4970;1292;prequel
4970;13709;prequel
13709;1292;full_story
13709;4970;sequel
27939;1292;other
1293;1481;side_story
1293;1919;side_story
1293;1920;side_story
1293;1921;side_story
1293;1922;side_story
1293;1923;side_story
1293;1924;sequel
1293;1925;sequel
1293;6567;side_story
1481;1293;parent_story
1919;1293;prequel
1919;6567;other
1920;1293;parent_story
1921;1293;parent_story
1922;1293;parent_story
1923;1293;parent_story
1924;1293;parent_story
1925;1293;prequel
6567;1293;parent_story
1299;5136;summary
5136;1299;full_story
1325;2207;alternative_version
2207;1325;alternative_version
1327;2682;sequel
2682;1327;prequel
1336;6016;prequel
6016;1336;sequel
6016;1374;alternative_version
6016;2293;alternative_version
1374;6016;alternative_version
2293;1336;spin_off
2293;1374;alternative_version
2293;6016;alternative_version
1337;1556;alternative_version
1337;9493;alternative_version
1556;1337;alternative_version
1556;9493;alternative_version
9493;1337;alternative_version
9493;1556;alternative_version
1338;2983;alternative_setting
2983;1338;alternative_setting
1341;1342;sequel
1341;1343;sequel
1341;2252;prequel
1342;1341;prequel
1342;1343;sequel
1343;1341;prequel
1343;1342;prequel
2252;1341;sequel
2252;1628;spin_off
2252;1629;spin_off
2252;2354;alternative_version
2252;2356;alternative_version
2252;35120;alternative_version
2252;35952;summary
1628;1629;other
1628;2252;parent_story
1629;2252;parent_story
2354;2252;alternative_version
2354;2355;sequel
2354;35120;alternative_version
2354;35120;alternative_setting
2356;2354;alternative_version
2356;2355;alternative_version
35120;2252;alternative_version
35120;2354;alternative_version
35120;37590;summary
35952;2252;full_story
2355;2354;prequel
2355;2356;alternative_version
37590;35120;full_story
1344;5052;prequel
5052;1344;sequel
1371;2997;spin_off
1371;2998;spin_off
1371;2999;spin_off
1371;23659;other
1371;23675;other
2997;1371;alternative_version
2997;2793;alternative_version
2997;2999;sequel
2998;1371;alternative_version
2998;2999;prequel
2999;1371;alternative_version
2999;2997;prequel
2999;2998;sequel
23659;1371;other
23675;1371;other
2793;2997;spin_off
2793;2998;spin_off
2793;2999;spin_off
1372;1577;prequel
1372;2010;spin_off
1372;2011;sequel
1372;2013;sequel
1372;2014;sequel
1372;3000;sequel
1372;4162;sequel
1577;1372;sequel
1577;2010;spin_off
1577;2011;sequel
1577;2013;sequel
1577;2014;sequel
1577;3000;sequel
1577;4162;sequel
2010;1372;spin_off
2010;2014;spin_off
2011;1372;prequel
2011;1577;prequel
2011;2010;spin_off
2011;2013;sequel
2011;2014;sequel
2011;3000;sequel
2011;4162;prequel
2013;1372;prequel
2013;1577;prequel
2013;2010;spin_off
2013;2011;prequel
2013;2014;sequel
2013;3000;sequel
2013;4162;prequel
2014;1372;prequel
2014;1577;prequel
2014;2010;spin_off
2014;2011;prequel
2014;2013;prequel
2014;3000;sequel
2014;4162;prequel
3000;1372;prequel
3000;1577;prequel
3000;2011;prequel
3000;2013;prequel
3000;2014;prequel
3000;4162;prequel
3000;6312;sequel
4162;1372;prequel
4162;1577;prequel
4162;2010;spin_off
4162;2011;sequel
4162;2013;sequel
4162;2014;sequel
4162;3000;sequel
6312;3000;prequel
1375;20587;alternative_version
1375;29363;summary
20587;1375;alternative_version
29363;1375;full_story
1378;3600;alternative_version
3600;1378;alternative_version
1391;1392;sequel
1391;9759;summary
1392;1391;prequel
1392;1393;sequel
9759;1391;full_story
1393;1392;prequel
1393;1394;sequel
1394;1393;prequel
1394;1395;sequel
1395;1394;prequel
1409;3270;alternative_version
3270;1409;alternative_version
3270;1410;sequel
1410;3270;prequel
1411;2087;prequel
2087;1411;sequel
2087;2086;prequel
2086;2085;prequel
2086;2087;sequel
2085;2084;prequel
2085;2086;sequel
2084;2085;sequel
1412;1413;side_story
1412;1414;side_story
1412;1415;side_story
1412;1416;side_story
1412;1417;side_story
1412;1418;side_story
1412;1419;side_story
1412;1420;side_story
1412;1421;side_story
1412;1422;side_story
1412;1423;side_story
1412;1424;side_story
1412;1425;sequel
1412;1427;side_story
1412;1428;side_story
1412;1429;side_story
1412;1430;side_story
1412;1431;side_story
1412;1432;side_story
1412;1433;side_story
1412;1434;side_story
1412;1435;side_story
1412;1436;side_story
1412;1437;side_story
1412;1438;side_story
1412;1439;side_story
1412;3019;side_story
1412;4320;side_story
1412;4851;side_story
1412;5019;side_story
1412;5225;side_story
1412;5225;prequel
1412;8097;side_story
1412;9035;other
1412;11777;side_story
1412;13203;alternative_version
1412;13247;other
1412;13249;spin_off
1412;15783;side_story
1412;16183;other
1412;20141;side_story
1412;23293;other
1412;34021;other
1412;36967;alternative_version
1412;38720;side_story
1412;39487;other
1412;40082;side_story
1412;40578;side_story
1413;1412;parent_story
1414;1412;parent_story
1415;1412;parent_story
1416;1412;parent_story
1417;1412;parent_story
1418;1412;parent_story
1419;1412;parent_story
1420;1412;parent_story
1421;1412;parent_story
1422;1412;parent_story
1423;1412;parent_story
1424;1412;parent_story
1425;1412;prequel
1425;1426;sequel
1427;1412;parent_story
1428;1412;parent_story
1428;1435;sequel
1428;5225;alternative_version
1429;1412;parent_story
1430;1412;parent_story
1431;1412;parent_story
1432;1412;parent_story
1433;1412;parent_story
1434;1412;parent_story
1435;1425;parent_story
1436;1412;parent_story
1437;1412;parent_story
1438;1412;parent_story
1439;1412;parent_story
3019;1412;parent_story
4320;1412;parent_story
4851;1412;parent_story
5019;1412;parent_story
5225;1412;sequel
5225;1428;alternative_version
8097;1412;parent_story
9035;1412;other
11777;1412;parent_story
13203;1412;alternative_version
13203;23293;sequel
13247;1412;other
13249;1412;spin_off
15783;1412;parent_story
16183;1412;other
16183;31984;side_story
20141;1412;parent_story
23293;13203;prequel
23293;34021;sequel
34021;1412;other
34021;23293;prequel
34021;39487;sequel
36967;1412;alternative_version
38720;1412;parent_story
39487;1412;other
39487;34021;prequel
40082;1412;parent_story
40578;1412;parent_story
1426;1425;prequel
1426;27947;sequel
31984;16183;parent_story
27947;1426;prequel
27947;32321;side_story
27947;33074;side_story
27947;35857;sequel
32321;27947;parent_story
33074;27947;parent_story
35857;27947;prequel
35857;39487;other
35857;40082;other
1442;5157;alternative_version
5157;1442;alternative_version
1443;1444;alternative_version
1444;1443;alternative_version
1445;3571;alternative_version
1445;39249;character
1445;39249;other
3571;1445;alternative_version
3571;4905;spin_off
39249;1445;character
39249;2892;character
39249;5474;character
39249;6077;character
39249;21539;character
2892;5474;spin_off
2892;38363;alternative_version
2892;39249;character
2892;40983;sequel
4905;3571;spin_off
5474;6077;spin_off
5474;39249;character
6077;5474;spin_off
6077;39249;character
21539;11873;alternative_version
21539;39249;character
11873;21539;alternative_version
38363;2892;alternative_version
38363;31699;sequel
38363;40983;alternative_version
40983;2892;prequel
40983;38363;alternative_version
31699;38363;prequel
1453;2459;side_story
1453;2460;sequel
1453;3483;summary
1453;3484;prequel
2459;1453;parent_story
2459;3483;parent_story
2460;1453;prequel
2460;1453;alternative_version
3483;1453;full_story
3484;1453;sequel
1456;30066;side_story
30066;1456;parent_story
1458;1459;alternative_version
1459;1458;alternative_version
1459;1460;sequel
1459;2299;side_story
1459;2300;alternative_version
1459;2301;side_story
1460;1459;prequel
1460;42343;summary
2299;1459;parent_story
2300;1459;alternative_version
2301;1459;parent_story
42343;1460;full_story
1469;13201;sequel
1469;15937;spin_off
13201;1469;prequel
15937;1469;parent_story
1480;2604;alternative_version
2604;1480;alternative_version
2604;3410;side_story
3410;2604;parent_story
1482;32370;sequel
32370;1482;prequel
1483;1910;sequel
1910;1483;prequel
1486;3421;alternative_version
3421;1486;alternative_version
1492;1493;sequel
1493;1492;prequel
1502;1503;side_story
1502;1881;alternative_version
1502;1918;alternative_version
1503;1502;parent_story
1881;1502;alternative_version
1881;1882;sequel
1918;1502;alternative_version
1918;2725;spin_off
1882;1881;prequel
2725;1918;spin_off
1517;2099;alternative_version
1517;2100;alternative_version
2099;1517;alternative_version
2099;2100;sequel
2100;1517;alternative_version
2100;2099;prequel
1532;32684;side_story
32684;1532;parent_story
1533;1957;sequel
1533;26189;side_story
1957;1533;prequel
26189;1533;parent_story
1535;2994;summary
2994;1535;full_story
1536;39316;other
39316;1536;other
1544;9241;prequel
9241;1544;sequel
9241;4075;prequel
4075;1603;prequel
4075;9241;sequel
1603;4075;sequel
1547;7980;sequel
7980;1547;prequel
7980;7981;sequel
7981;7980;prequel
7981;22991;side_story
7981;22993;side_story
22991;7981;parent_story
22993;7981;parent_story
1550;9163;summary
1550;9164;summary
1550;9165;summary
1550;9166;summary
9163;1550;full_story
9164;1550;full_story
9165;1550;full_story
9166;1550;parent_story
1555;2179;spin_off
1555;3686;side_story
1555;7691;spin_off
2179;1555;parent_story
3686;1555;parent_story
1559;11813;sequel
11813;1559;prequel
11813;24029;side_story
24029;1559;summary
24029;11813;parent_story
1561;6227;sequel
6227;1561;prequel
1568;3419;sequel
3419;1568;prequel
1569;2615;spin_off
1569;9988;sequel
2615;1569;spin_off
9988;1569;prequel
1570;1902;side_story
1902;1570;parent_story
1572;2264;side_story
1572;2556;alternative_version
1572;2565;sequel
1572;6909;alternative_setting
1572;18533;side_story
1572;20381;alternative_version
2264;2565;alternative_setting
2565;2264;alternative_setting
6909;1572;alternative_setting
6909;2556;alternative_version
18533;1572;parent_story
20381;1572;alternative_version
1573;5828;sequel
5828;1573;prequel
1575;1953;side_story
1575;2124;summary
1575;2904;sequel
1575;4596;summary
1575;8888;alternative_setting
1575;12685;spin_off
1575;15197;alternative_setting
1575;15199;alternative_setting
1575;15201;alternative_setting
1575;17277;alternative_setting
1575;30711;alternative_setting
1575;33155;side_story
1575;34438;alternative_version
1575;34439;alternative_version
1575;40334;side_story
1575;40836;side_story
1575;41075;side_story
1953;1575;parent_story
1953;33155;side_story
2124;1575;full_story
2904;1575;prequel
2904;5163;side_story
2904;6768;summary
2904;8728;side_story
2904;9591;side_story
2904;33156;side_story
2904;34439;alternative_version
2904;34440;alternative_version
4596;1575;full_story
